RSX_0,RSX_1,RSX_2,RSX_3,RSX_4,RSY_0,RSY_1,RSY_2,RSY_3,RSY_4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4465855367604462,0.7657692328885527,0.7899257952192608,0.794430364379073,0.7600852896955523,0.5625018103795475,0.7823201998969754,0.7864798380915927,0.8339445615057375,0.768792905719235
0.4288105654223642,0.7539839205192993,0.7707569740229668,0.7664806017428246,0.7782605493585455,0.5391277739271096,0.7826289698668396,0.765265681132869,0.8108588314065747,0.7733486442454442
0.4516560767029067,0.7766125071628909,0.7705007778180584,0.7989839005867767,0.7756588800481984,0.5500599088884077,0.7611328405224133,0.7900609139256551,0.8126898870134698,0.7801403424243027
0.4345764155325312,0.7749089530810698,0.8274567112762397,0.7833402202372467,0.7741170297279721,0.5323971704996194,0.756247645985495,0.7612990715038939,0.8074766048886542,0.7883044123949379
0.4407576438456392,0.78981056433156,0.7988693280563486,0.7754086591385768,0.7858705825131227,0.5659462265000502,0.7881194832960668,0.7908040457843565,0.7993524968698382,0.7753944036006377
0.4260915327862681,0.7523076528447133,0.7906618829539377,0.7916126165479926,0.7671524895836023,0.5543893592923479,0.7528005789517661,0.7824896116223875,0.8003800118395512,0.7675222341953205
0.4353094688265231,0.7681432453642212,0.794330921592102,0.7845697383380144,0.7723427371380576,0.5656636009171201,0.7810998420927382,0.7924754612364309,0.7922776890996086,0.7782602225755909
0.4354140060183139,0.772678784719719,0.7979764466609063,0.7822127447556487,0.7653015699894947,0.5381922673569804,0.7911555917553768,0.7706893979506273,0.7996556661384879,0.7830009259192117
0.4411561948779333,0.7757600879400778,0.801059613595035,0.774567789992835,0.7785310831924327,0.5419950606548924,0.7824550861339279,0.7782490206551815,0.797804333923048,0.7887654982957109
0.4255335232795466,0.7358353258531705,0.8099651977851465,0.7779781126957437,0.7690256478275515,0.5397387548016459,0.7783357576384171,0.7768364695997142,0.8031138250980259,0.7796012479250245
0.4372356304679454,0.7556174913094234,0.7899106284870626,0.7897721543283687,0.7774977470946218,0.5479342664880126,0.796451799783437,0.7631776567125912,0.8038002033221259,0.7768275906190755
0.4378129893152327,0.7635287215449046,0.8096291686276387,0.7818454289400454,0.7738543238981361,0.5480537914772259,0.7478871537156488,0.7725799717998967,0.7814415512020417,0.7854986266690747
0.4440597369583856,0.7610774703259924,0.8176928458273494,0.7635333358294673,0.7766992282988747,0.5530651158041449,0.7734621645853408,0.7802219070383631,0.7956316034250013,0.7726762956440262
0.4377924866125934,0.7613537421275198,0.8225878801577123,0.7691009780040912,0.7841428183208482,0.5595247379510238,0.7414022030883134,0.775260414300973,0.8072032979535537,0.7693094994000396
0.4421621277253283,0.6666696461845223,0.7117805283818573,0.7434198163705517,0.7792245073985343,0.5607071439375657,0.7456452483013155,0.7798686688957488,0.8054369155544652,0.7611843839160988
0.4322103446950698,0.7170320962074459,0.7487861512752829,0.7624332465384629,0.7729653809889694,0.541352321442358,0.7645390832323422,0.7774876548553911,0.804638277099165,0.7616557141277013
0.4349129739089541,0.7344078534435088,0.7663591733223399,0.7558553299515041,0.7820280426071289,0.5289873871001507,0.7584747957900576,0.781815345800611,0.8014026560181186,0.7767312737939999
0.4401126638277716,0.6865197184740746,0.7152339595923648,0.7513981054286665,0.7820310977691097,0.5397474778082807,0.7772631819115845,0.7765346320371179,0.7934774802177201,0.7688465291722263
0.4275660178114014,0.6052685137614814,0.7202723579116408,0.7576338719375164,0.7673337089646858,0.5434313561940571,0.7771763359349546,0.7800309155121032,0.7914985473526548,0.7745241815934228
0.437798499691149,0.6337872384926011,0.7089524830410211,0.7657868024704066,0.7776684959056934,0.5393235779027057,0.7800534804580499,0.7511335455257123,0.769685876896661,0.7791346207052481
0.4312317303028791,0.6681893224155794,0.7272904776297867,0.7713340089336882,0.7775351395973257,0.5455276417872408,0.7683911687355859,0.7593567698153025,0.7190973647789561,0.7709450934953623
0.422376052797935,0.6933794798690358,0.7084801317524793,0.7674750971861577,0.7687000655692743,0.5370837879215375,0.7729320104747799,0.7516347563920991,0.735512608201318,0.7499923343635563
0.4299769656414391,0.6966052473002988,0.6876112991807873,0.7537330567272511,0.7798927124365126,0.5455473126868187,0.7406278554163185,0.7482603929084954,0.7482183030074727,0.7619058750828431
0.4200183772104224,0.6871137667030911,0.7121836660256725,0.7430401023626837,0.7823170701430058,0.5513815666482395,0.7665775810626493,0.7557794624143456,0.7349573336438904,0.7729037162200671
0.4117072576189022,0.6906556217209292,0.6873722314253289,0.7451969711700408,0.782528973619433,0.5314972582357247,0.7707314758374306,0.7472834371210229,0.746480619292751,0.7798714334999728
0.4207642719752151,0.6778826500838552,0.7023836282014526,0.7522035225628538,0.7773794229884161,0.5404096968090012,0.7600289592825128,0.7668405580480139,0.7506157133745449,0.7597657237760012
0.4207919341385341,0.6818129467196525,0.7207272913859362,0.7670328700938215,0.7770311874808663,0.5419470309149734,0.7130611010903221,0.7798356919668629,0.7619296187970169,0.7632413427479844
0.4136863332617413,0.6032827103689387,0.7176016303664485,0.7610614275118618,0.7578837827130678,0.5288558094436954,0.7314116245411104,0.7314820698014673,0.697446500780788,0.767808429926072
0.4154891564923005,0.6367952261266627,0.7166056256748797,0.7585431485284663,0.7642894399980701,0.5341841175257818,0.7386229500884645,0.7421070513875723,0.7364024183241197,0.7613320006637679
0.4030824218091443,0.6131238311166572,0.6923985936111536,0.7588198423193344,0.7720885020199868,0.5352880944703263,0.7663438568344678,0.7494216121892263,0.7597723567445346,0.7337233569769458
0.4068419141443585,0.6455929343994711,0.7071106988340112,0.7612961659933897,0.7560307769714698,0.5359812541891813,0.746901446124496,0.7585345463397881,0.7222719647294599,0.745306716105437
0.3999526680699579,0.6743234129293734,0.713102588826303,0.7480936729662321,0.7691940962032233,0.5350104768590558,0.7506256989507356,0.760360128097272,0.7250499121690339,0.7569894134520643
0.4068805591097569,0.6963112814038754,0.7169925378388347,0.7550506800272457,0.7785679835874927,0.5329603331490771,0.7518415610263334,0.7638418437075909,0.7251307621957505,0.7726598254872676
0.4075660742868741,0.6627404999933932,0.7251314233774271,0.7569133880056753,0.7727916195018584,0.5350598817791328,0.7775028154339558,0.7444947141390635,0.7597533108960943,0.7753335036679215
0.4144280522124127,0.6628525900062201,0.6898969281473906,0.735422926628314,0.7613649714198003,0.5398241810125328,0.7484240505165224,0.7532859528646824,0.76391234239476,0.7497151091292777
0.4030208462151444,0.6766948711704031,0.6929711557415987,0.7385709261005847,0.7707193459413071,0.5351667426261895,0.7512698164227037,0.7572775669193925,0.7679385896653353,0.7716241145998345
0.4067264041405606,0.6899202361161034,0.7010481374092021,0.7468221611120499,0.7722138477717091,0.5383573684151739,0.7552047977749278,0.7366887957788558,0.7652987646424548,0.7658074807861098
0.4088873708180013,0.683486443533198,0.7010726635184259,0.7304361422885961,0.7770065442809878,0.5244081654143324,0.7562864844882137,0.7460171602881962,0.7677895181516587,0.7718980243765332
0.4118909658085102,0.6852709516773486,0.7164629564191727,0.746174453799656,0.7768045059443192,0.5120567605568371,0.7580155249691295,0.755310802031487,0.7822639234849069,0.7677376668161442
0.4202279266805669,0.6848966873766754,0.6983113546962877,0.7269582411800858,0.7696376925330894,0.521305666632222,0.7620899762309004,0.7482308978713346,0.7495050168077757,0.776750866670677
0.3957187751979421,0.6909815482148142,0.710491765267792,0.733884503434348,0.760639363860791,0.5130809708251531,0.733480303934002,0.7497749016452692,0.7708622089480721,0.7748656273968189
0.402968812811156,0.6818127581941861,0.7180246037144484,0.7478107123640756,0.7639558785464409,0.5296627166665409,0.7431197625743636,0.7568542059060992,0.7905628842300709,0.7561958032072715
0.4081001455558627,0.6854756953054295,0.717540051952699,0.7345938497102348,0.7755230541521867,0.5088139280003263,0.7384981129615804,0.7486650018653539,0.8020409833972557,0.7663955518378976
0.409831367020478,0.6861718584399945,0.7107097923415457,0.7249390769015811,0.7678238739901846,0.5256686806696509,0.7465592869453453,0.7506489114621006,0.8043323824787878,0.7549219921327642
0.4027814904485289,0.6843131268274267,0.6864255113839741,0.7192156928562272,0.7713428020662314,0.5030644589403188,0.7293852151968055,0.7445330291662344,0.8069587820690903,0.7593031450604655
0.4051669170720358,0.6886929320043113,0.7119199707310675,0.7406321787604696,0.7711944050826018,0.5291302472452575,0.74732273590502,0.749499683837408,0.7759449156027858,0.7579625034187878
0.3908488254967231,0.6681654791021207,0.6934696012608003,0.7262323373756673,0.7582546038888184,0.5106431191360705,0.7438271671899577,0.7545341096362516,0.7728454152090075,0.7684456828432138
0.3952611025236784,0.6845182375217564,0.7071806659983231,0.7365287855316347,0.7572125063813538,0.5269106303009301,0.7599846607754097,0.7539439601802504,0.7842963630048625,0.7604085690833856
0.404555212092838,0.6938442744755022,0.7031160665310676,0.7388168078622546,0.7609442466060097,0.5187498493768726,0.7135612450233365,0.7203188192153435,0.7631031336714637,0.752338792009253
0.4113636699105214,0.7000669449965751,0.7173757669500006,0.7101453115936793,0.7615277234697821,0.5363059063367563,0.7405261418191612,0.7390307720774864,0.7848371252669655,0.7617239632018314
0.4096248270158049,0.6901053410989115,0.7190596040613195,0.7321294270148575,0.7513626710108978,0.5345105567086709,0.75662741053299,0.7564076154983994,0.768052431218099,0.7778052776036599
0.4012115586880729,0.6795002483788796,0.7176671344521397,0.7362108421240106,0.7620068039630349,0.5355039888228827,0.7654073037204188,0.7327956601511372,0.7606090922151232,0.7724910220503336
0.4047178182742337,0.6692889944291889,0.7274540331724663,0.743575564779259,0.7604932626785863,0.5260551907968964,0.7799737449074955,0.7323531438562583,0.7470456852901256,0.7736456403982903
0.4084156280206338,0.6818429969147152,0.7350718340797415,0.734234683348153,0.775216588557244,0.5270730375902264,0.7684389658102238,0.7412438734763107,0.7772509877804641,0.7618070779170574
0.4140137005373971,0.6934016132584025,0.6940188532465738,0.7343513322587638,0.7744888770262331,0.5291230086710978,0.7579105610257286,0.7380303636407436,0.7999908102703613,0.7678095832159635
0.4014532978698796,0.6681743702445639,0.70641276564795,0.7377279828186867,0.7683518441606247,0.5355955018751262,0.7652614045052619,0.739812978259591,0.760432401350569,0.7634728475894406
