Desvio Padrão,Média Absoluta,RMS
0.0707747089705014,0.0566272480066088,0.0707747089705014
0.0707767930648785,0.0566289242142937,0.0707767930648785
0.0707829005300662,0.0566338338594118,0.0707829005300662
0.0707950829961464,0.0566436182548801,0.0707950829961464
0.0708152002290256,0.0566597720517074,0.0708152002290256
0.0708450191010643,0.0566837028084875,0.0708450191010643
0.0708839251722016,0.0567149144019882,0.0708839251722016
0.070931482593341,0.0567530696979058,0.070931482593341
0.0709869992159791,0.0567976250555422,0.0709869992159791
0.071050046994818,0.0568482326267633,0.071050046994818
0.0711201336373653,0.0569044923365142,0.0711201336373653
0.0711969050054565,0.0569661064874411,0.0711969050054565
0.0712799734478664,0.0570327575140182,0.0712799734478664
0.0713685519002533,0.0571038135143573,0.0713685519002533
0.0714623346189701,0.0571790254698474,0.0714623346189701
0.0715606402777613,0.0572578555244474,0.0715606402777613
0.0716633414575782,0.0573402040535071,0.0716633414575782
0.0717701902775604,0.0574258786712894,0.0717701902775604
0.0718810265079655,0.0575147372512262,0.0718810265079655
0.0719957513864335,0.0576067143930092,0.0719957513864335
0.0721142535635243,0.0577017423161772,0.0721142535635243
0.0722363275073028,0.0577996617267196,0.0722363275073028
0.0723618486676233,0.0579003852875947,0.0723618486676233
0.0724910767437832,0.0580041487244666,0.0724910767437832
0.0726237915071149,0.0581107600272259,0.0726237915071149
0.0727601709348826,0.0582203513133227,0.0727601709348826
0.0729004005583805,0.0583330773636988,0.0729004005583805
0.0730444303101043,0.058448886522623,0.0730444303101043
0.0731924703899322,0.058567950306653,0.0731924703899322
0.0733443871251345,0.0586901445334826,0.0733443871251345
0.0734997079624353,0.0588150565970286,0.0734997079624353
0.0736584310196176,0.0589426794035524,0.0736584310196176
0.073820411304283,0.0590728897297284,0.073820411304283
0.0739852783403321,0.0592053667487785,0.0739852783403321
0.0741527221506406,0.0593398696071772,0.0741527221506406
0.0743227606128226,0.059476425608737,0.0743227606128226
0.0744950016237649,0.059614724294389,0.0744950016237649
0.0746696722359925,0.0597549640386288,0.0746696722359925
0.0748467877663102,0.0598971679630397,0.0748467877663102
0.0750260580332305,0.0600411274652364,0.0750260580332305
0.0752073155643201,0.0601867057554041,0.0752073155643201
0.07539041319534,0.0603337894044947,0.07539041319534
0.0755750992915984,0.0604821717320397,0.0755750992915984
0.0757612789863017,0.0606317709408496,0.0757612789863017
0.0759491396484564,0.0607827416167577,0.0759491396484564
0.0761387668078724,0.0609351559661677,0.0761387668078724
0.0763301149086594,0.061088953914132,0.0763301149086594
0.0765226963698622,0.0612437203341439,0.0765226963698622
0.0767162290758106,0.0613992242901561,0.0767162290758106
0.0769108455592964,0.0615555491372777,0.0769108455592964
0.0771073015601114,0.0617133315241245,0.0771073015601114
0.0773055542162814,0.0618725292786179,0.0773055542162814
0.0775059194885914,0.0620334174634859,0.0775059194885914
0.0777086658951104,0.0621962209777683,0.0777086658951104
0.0779140166458159,0.0623611143572523,0.0779140166458159
0.0781217846459108,0.0625279347187895,0.0781217846459108
0.0783317564946326,0.0626965202116896,0.0783317564946326
0.0785439385681131,0.0628668975394604,0.0785439385681131
0.0787583763172663,0.0630391004887018,0.0787583763172663
0.0789749591037903,0.0632130315902022,0.0789749591037903
0.0791934394916773,0.0633884674963851,0.0791934394916773
0.0794139667108771,0.0635655357782479,0.0794139667108771
0.0796366560517478,0.0637443092750485,0.0796366560517478
0.0798614680218608,0.0639247470090278,0.0798614680218608
0.0800882224039286,0.0641067071346124,0.0800882224039286
0.0803170915492722,0.0642903386802968,0.0803170915492722
0.0805483354244548,0.0644758523343888,0.0805483354244548
0.080781986542742,0.0646632718543452,0.080781986542742
0.0810178199862441,0.0648524268373894,0.0810178199862441
0.081255961805028,0.0650434335220651,0.081255961805028
0.0814964434901577,0.0652363209626732,0.0814964434901577
0.0817391974386882,0.0654310307756523,0.0817391974386882
0.0819840677987238,0.0656274488869565,0.0819840677987238
0.0822308586527789,0.0658254257152225,0.0822308586527789
0.0824793351895161,0.0660247754008568,0.0824793351895161
0.0827293006958629,0.0662253253585162,0.0827293006958629
0.0829809882663907,0.066427264662775,0.0829809882663907
0.0832343781013104,0.0666305758413724,0.0832343781013104
0.0834892352367711,0.0668350623593528,0.0834892352367711
0.0837450586774364,0.0670403321729834,0.0837450586774364
0.0840015924372516,0.0672462014392699,0.0840015924372516
0.0842584528290333,0.067452360374853,0.0842584528290333
0.0845153694062598,0.067658590262714,0.0845153694062598
0.0847725605815451,0.0678650648246154,0.0847725605815451
0.0850302525441623,0.0680719698964884,0.0850302525441623
0.0852883822545896,0.0682792600238394,0.0852883822545896
0.0855463143900113,0.0684864120980513,0.0855463143900113
0.0858040562737967,0.0686934297790469,0.0858040562737967
0.0860616803175941,0.0689003838389309,0.0860616803175941
0.0863190570018887,0.0691071497172964,0.0863190570018887
0.0865765191576653,0.0693139780123648,0.0865765191576653
0.0868343256739039,0.0695210918255141,0.0868343256739039
0.0870927021587142,0.0697286530285574,0.0870927021587142
0.0873513719190166,0.0699364240815338,0.0873513719190166
0.0876102922797876,0.0701443697159249,0.0876102922797876
0.0878689796901814,0.0703521020811299,0.0878689796901814
0.0881275289407842,0.0705597040360314,0.0881275289407842
0.0883859275374009,0.070767159939637,0.0883859275374009
0.0886446097217733,0.0709747883799535,0.0886446097217733
0.0889041565596316,0.0711830733072096,0.0889041565596316
0.0891643484708821,0.0713918383195354,0.0891643484708821
0.0894251977703648,0.071601074215111,0.0894251977703648
0.0896867493442983,0.0718108188047999,0.0896867493442983
0.0899492756520156,0.0720213009865044,0.0899492756520156
0.090212722890544,0.0722324792946428,0.090212722890544
0.0904774748194522,0.07244467228042,0.0904774748194522
0.0907434019268663,0.0726577714474893,0.0907434019268663
0.0910105386234764,0.0728717825518731,0.0910105386234764
0.0912788710790779,0.0730867207465728,0.0912788710790779
0.0915485736143132,0.0733027300273933,0.0915485736143132
0.0918191892168723,0.0735194507985544,0.0918191892168723
0.0920908580656624,0.0737369821681817,0.0920908580656624
0.0923635273656079,0.0739552804144147,0.0923635273656079
0.0926372409260663,0.0741743767391105,0.0926372409260663
0.0929122216361378,0.0743944576218743,0.0929122216361378
0.0931888338764699,0.0746158046112879,0.0931888338764699
0.0934675362028152,0.074838784561048,0.0934675362028152
0.093754767018982,0.0750675717186556,0.093754767018982
0.0940479711183809,0.0753001348440758,0.0940479711183809
0.0943445733245527,0.0755344297950321,0.0943445733245527
0.0946426538165462,0.0757689365283677,0.0946426538165462
0.0949397432348282,0.0760017273201753,0.0949397432348282
