Desvio Padrão,Média Absoluta,RMS
0.0567748184152693,0.0457185294249126,0.0567748184152693
0.0567762892036911,0.0457197176700639,0.0567762892036911
0.0567809612480303,0.0457234893123243,0.0567809612480303
0.0567906733729779,0.0457313421204274,0.0567906733729779
0.0568070013146567,0.0457445505992309,0.0568070013146567
0.056831437948251,0.0457643197744159,0.056831437948251
0.0568637923878214,0.0457904928368313,0.0568637923878214
0.0569041996364225,0.0458231888175822,0.0569041996364225
0.0569523549530447,0.0458621517152926,0.0569523549530447
0.0570080824725302,0.0459072568219829,0.0570080824725302
0.057071124744584,0.0459582827564731,0.057071124744584
0.0571413512128874,0.0460151240628696,0.0571413512128874
0.0572185225906993,0.0460775970155841,0.0572185225906993
0.0573021618266703,0.0461452979182176,0.0573021618266703
0.0573920060078078,0.0462180140208932,0.0573920060078078
0.0574878424225846,0.046295571610366,0.0574878424225846
0.0575893324237878,0.0463777007938735,0.0575893324237878
0.0576961376486078,0.0464641193133158,0.0576961376486078
0.0578080373023054,0.046554669839515,0.0578080373023054
0.0579247967316303,0.0466491621194177,0.0579247967316303
0.0580462456165124,0.0467474477877001,0.0580462456165124
0.0581724419677869,0.0468495643921204,0.0581724419677869
0.0583033606816445,0.0469554928947374,0.0583033606816445
0.0584389872873792,0.0470652214317242,0.0584389872873792
0.0585792210539223,0.0471786576409628,0.0585792210539223
0.0587240262461219,0.0472957726954987,0.0587240262461219
0.0588732900694554,0.0474164841989133,0.0588732900694554
0.0590281263863312,0.0475417209113404,0.0590281263863312
0.0591896441124832,0.0476723784301063,0.0591896441124832
0.0593591419786931,0.0478095062796609,0.0593591419786931
0.059538012593015,0.0479542264024678,0.059538012593015
0.0597276959277403,0.0481077129545898,0.0597276959277403
0.0599294618916941,0.0482709943359271,0.0599294618916941
0.0601447562025985,0.0484452435250741,0.0601447562025985
0.0603752419960839,0.0486318165998511,0.0603752419960839
0.0606225303478802,0.0488320004517036,0.0606225303478802
0.0608884905138548,0.0490472903406833,0.0608884905138548
0.0611735250419922,0.0492779666156674,0.0611735250419922
0.0614781523247696,0.0495244299957254,0.0614781523247696
0.0618025927494528,0.0497868280509076,0.0618025927494528
0.0621469646608258,0.0500652634561114,0.0621469646608258
0.0625112738277273,0.0503597174405745,0.0625112738277273
0.0628954627237031,0.0506701038865719,0.0628954627237031
