Desvio Padrão,Média Absoluta,RMS
0.0537248758966686,0.0435766657759406,0.0537248758966686
0.0537264413145588,0.0435779338514709,0.0537264413145588
0.0537310408678331,0.0435816677558243,0.0537310408678331
0.053740114836468,0.0435890395150042,0.053740114836468
0.053755027653679,0.0436011650232459,0.053755027653679
0.0537771556715919,0.0436191592681049,0.0537771556715919
0.0538061078493981,0.0436427104043718,0.0538061078493981
0.0538415755893196,0.0436715743492635,0.0538415755893196
0.0538835004018995,0.0437056968505542,0.0538835004018995
0.0539316471294126,0.0437448855500905,0.0539316471294126
0.0539858110681463,0.043788981555446,0.0539858110681463
0.0540458998821605,0.0438379073322176,0.0540458998821605
0.054111733819535,0.0438915158917449,0.054111733819535
0.0541831700337541,0.0439496819404976,0.0541831700337541
0.0542602181402856,0.0440123936790617,0.0542602181402856
0.0543427771275961,0.0440795664658907,0.0543427771275961
0.0544308782359564,0.0441512074015208,0.0544308782359564
0.0545244778512327,0.0442272723347204,0.0545244778512327
0.0546234802321162,0.0443076846834739,0.0546234802321162
0.0547277759986283,0.0443923519810985,0.0547277759986283
0.0548373560503641,0.0444812557437231,0.0548373560503641
0.0549519493780528,0.0445741880516936,0.0549519493780528
0.0550714342340445,0.0446710456955166,0.0550714342340445
0.0551956249185675,0.044771689619377,0.0551956249185675
0.0553244136506201,0.0448760469650588,0.0553244136506201
0.0554577256029159,0.0449840580828058,0.0554577256029159
0.055595546547485,0.0450957188354009,0.055595546547485
0.0557376679100727,0.0452108694238727,0.0557376679100727
0.0558838164499698,0.0453292854278542,0.0558838164499698
0.0560338540183909,0.0454508520199815,0.0560338540183909
0.0561876559482375,0.0455754680176405,0.0561876559482375
0.0563451363434261,0.0457030560278364,0.0563451363434261
0.0565062256956732,0.0458335589499688,0.0565062256956732
0.0566709316806472,0.0459669684450046,0.0566709316806472
0.0568391828864413,0.0461032050547965,0.0568391828864413
0.0570107403927672,0.0462420750735427,0.0570107403927672
0.0571853636385038,0.0463833852841248,0.0571853636385038
0.0573629048886739,0.0465270203029816,0.0573629048886739
0.0575432687287209,0.0466729095896977,0.0575432687287209
0.0577263595649559,0.0468209950895579,0.0577263595649559
0.0579120828544129,0.0469712057972904,0.0579120828544129
0.0581005287758541,0.047123603877584,0.0581005287758541
0.0582916127695092,0.0472781124147514,0.0582916127695092
0.0584851537968194,0.0474345993898945,0.0584851537968194
0.0586810379353173,0.0475929772340823,0.0586810379353173
0.0588792769861105,0.0477532598096624,0.0588792769861105
0.0590797112143434,0.0479153208483554,0.0590797112143434
0.0592823147576985,0.0480791408431941,0.0592823147576985
0.0594871173217672,0.0482447328315599,0.0594871173217672
0.0596940983240823,0.0484120670438876,0.0596940983240823
0.059903072436433,0.0485810005247616,0.059903072436433
0.060113903546048,0.0487514324434239,0.060113903546048
0.0603266965522041,0.0489234402820192,0.0603266965522041
0.0605413766170782,0.0490969590662047,0.0605413766170782
