Média Absoluta,Desvio Padrão,Kurtose,Entropia,RMS,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Assimetria da Energia,Entropia da Energia,Kurtose da Energia,Densidade da Energia,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral,Razão Pico para RMS
0.0755242900327932,0.0942881051533168,-0.0351136929215725,1.5075236689301963,0.0942881051533168,1.903033632284555,1033.5,0.6238371362474219,3.362260394876228,0.4708443662180907,33.78163839163334,0.4827007518494458,94.35876970033132,98.36375860369536,0.5,188.515625,281.79692649932747
0.0755267463761726,0.0942911680394737,-0.0351146865470329,1.5075688947648058,0.0942911680394737,1.903090286198766,1033.53567,0.6238558401846396,3.3623594756047277,0.4708579996801956,33.78259149485355,0.4827156809228469,94.36164677691043,98.36674390336852,0.500015,188.52096875,281.80489317505806
0.0755340044763605,0.0943002276213193,-0.0351162153082027,1.5077020993993024,0.0943002276213193,1.903264410837901,1033.6405882499998,0.6239115420163521,3.3626234681710367,0.4709028321156111,33.7848757305247,0.482760135072473,94.37043825033872,98.37572654114548,0.500059625,188.5375109375,281.82785806499174
0.0755483762846559,0.094318153170282,-0.0351209919584696,1.5079680231288968,0.094318153170282,1.9036026662834329,1033.84781819325,0.6240219356802482,3.3631114152900383,0.4709967975487642,33.788793965782794,0.4828481635956939,94.38821611466844,98.39355254108358,0.500148132125,188.5708067375,281.87261153131675
0.0755721381346287,0.0943477869782633,-0.0351307640721421,1.508408546488915,0.0943477869782633,1.904151641634132,1034.1901112996811,0.6242043724245765,3.3638974216821818,0.4711545513388108,33.79489569633327,0.4829936070761724,94.41777012648632,98.42293678831226,0.500294417628125,188.6257317033594,281.94594329166694
0.0756066785897212,0.0943908740582144,-0.0351457525644679,1.5090653096309112,0.0943908740582144,1.904960760904125,1034.6776199057226,0.6244758637021428,3.365153316723807,0.4713808758228793,33.80589549247983,0.4832070515897493,94.46073424091075,98.46542787217312,0.5005120237738531,188.7054901115617,282.0584411401936
0.0756524451582482,0.0944480111369463,-0.0351606998428468,1.5099311719366348,0.0944480111369463,1.906027884604262,1035.327347279918,0.6248344518857698,3.36683786383825,0.4716781531686578,33.821006453215055,0.4834888755688635,94.51790646151922,98.52175833295937,0.5007991456032937,188.81144507480337,282.2046524839283
0.0757092230087053,0.094518940090828,-0.035175493733933,1.5110008596430684,0.094518940090828,1.9073473724214691,1036.1344148267729,0.6252779838647269,3.368929379872913,0.4720464543916698,33.83996445931407,0.4838371896802632,94.58927257294576,98.59170651162394,0.5011540125834324,188.94396096544727,282.3834429736732
0.0757767873861133,0.0946033828039133,-0.0351911872001636,1.5122709120519515,0.0946033828039133,1.9089014781599407,1037.0939815828642,0.6258043021933659,3.371405313848194,0.4724856715122609,33.86228980682698,0.484250117058578,94.67455848692268,98.67486989299856,0.501574888017227,189.10262739831387,282.5929215452471
0.0758542092020177,0.0947001601968175,-0.0352125324681677,1.513739524124826,0.0947001601968175,1.9106704969474315,1038.1800790078291,0.6264111171228239,3.3745145573255297,0.4729785919403496,33.896123366381126,0.4847253203324297,94.77182232980616,98.76954893218856,0.5020600684632893,189.283911357464,282.83546319198973
