Média Absoluta,Variância,Desvio Padrão,Assimetria,Kurtose,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Variância da Energia,Desvio Padrão da Energia,Assimetria da Energia,Entropia da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Frequência de Pico,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral,Razão Pico para RMS
0.0787076253594473,0.0174668092733682,0.0934007887301995,-0.0335501925238671,-0.3890297089964598,1.6323911690404342,0.0934007887301995,0.2475416649646381,0.5160401200211431,1.326798587421074,340.70000000000005,0.5932218725736389,0.0091371985360069,4.761437486194368e-06,5.520375127814273e-09,4.792430373271727e-05,12.849588163675415,0.0704996232302294,397.98241193519954,0.4974390402336808,4.817230624198533e-05,71.71875,93.09078549637852,71.97748076834168,0.5,157.421875,309.31441653762
0.078709999114454,0.0174673258022473,0.0934035722411456,-0.0335510997406204,-0.3890436781210962,1.6324406465067058,0.0934035722411456,0.2475487011985234,0.5160546745770035,1.3268365048247857,340.71003500000006,0.5932394618632129,0.0091374113760383,4.761548398144039e-06,5.520420666761075e-09,4.792513022179887e-05,12.849857415504932,0.0705025619109197,397.9883748494012,0.497453947421979,4.817314013985833e-05,71.72187890625001,93.09368996888944,71.97968226820817,0.500015,157.4268671875,309.3249461214711
0.0787172565917899,0.0174689882146384,0.093412173546689,-0.0335507479899029,-0.3890803756224921,1.6325876825347356,0.093412173546689,0.2475719459338703,0.5161003534470053,1.326956568375579,340.74414912500004,0.5932923215478846,0.0091381982954968,4.761958465605479e-06,5.520668665496456e-09,4.792830230711119e-05,12.850726711504947,0.0705108799453976,398.00929129874606,0.4974981095998774,4.8176338660579866e-05,71.72992177734376,93.10348316147712,71.98714225167772,0.500059625,157.4441798828125,309.3540175754633
0.0787320131437183,0.01747252052632,0.0934298070084167,-0.0335488034505117,-0.3891455379923977,1.6328783174653587,0.0934298070084167,0.2476213542986235,0.5161961321809334,1.3272029718806897,340.81756389162507,0.5933979773887009,0.0091400712322337,4.762934461820638e-06,5.521635934881346e-09,4.793655911465808e-05,12.852541531383856,0.0705262357832307,398.05433290713535,0.4975857181969532,4.818465386411006e-05,71.74834513857422,93.1240885279484,72.00269795676552,0.500148132125,157.48095744941406,309.4071020293939
0.0787568549747953,0.0174786267011844,0.0934596017817785,-0.0335459026560154,-0.3892465988692086,1.6333568782497594,0.0934596017817785,0.2477058859534963,0.5163611875012807,1.327615520907467,340.9439316667157,0.5935732449457668,0.0091434979989905,4.764720166227527e-06,5.523797576972952e-09,4.79524927592591e-05,12.855647616060777,0.070549891010857,398.1330093762576,0.4977305912480115,4.820068927119799e-05,71.78247811500732,93.15951628659322,72.02907576965774,0.500294417628125,157.54416379361817,309.4897787191891
0.078794483495335,0.0174880954002428,0.0935048293255694,-0.0335417782590545,-0.389391042819163,1.634067719207719,0.0935048293255694,0.247835286045822,0.516613724990768,1.3282345898447152,341.1367676128453,0.5938345265635301,0.0091489815664417,4.767577679229701e-06,5.527516048088302e-09,4.797833637717764e-05,12.860378614620808,0.0705837559543685,398.2549475297793,0.4979461563014066,4.822669331471766e-05,71.83378848400882,93.21336710158933,72.06886034644855,0.5005120237738531,157.63998814809975,309.6079604211586
0.0788528064408353,0.0175107236383694,0.0935746574335565,-0.0335339891285113,-0.3895834131019303,1.6350065592758125,0.0935746574335565,0.2480314599909242,0.5169947788901725,1.3290544153749928,341.41224107057167,0.594179087556844,0.009160406653953,4.773531346510203e-06,5.585297054927729e-09,4.803936016443578e-05,12.866636207323362,0.0706278497058843,398.415476775703,0.4982306369454618,4.828801697604004e-05,71.90057606581803,93.2849529832447,72.1223140547042,0.5007991456032937,157.76945714415027,309.7558135270585
0.078946726420884,0.0175772257745411,0.0936875032055783,-0.0335220584313092,-0.3898148506721516,1.636165368159861,0.0936875032055783,0.2483518342225656,0.5176251986864919,1.3300754144047189,341.7979871767129,0.5946054636646982,0.0091983502386173,4.793303928409271e-06,6.740665742261048e-09,4.825851313478371e-05,12.874339223404338,0.0706816452576405,398.6112252115639,0.4985810613007866,4.85080757877813e-05,71.97991498355941,93.37284793350872,72.18882899843284,0.5011540125834324,157.9303207608273,309.9244279556188
0.0791001540196368,0.0177486688818464,0.0938701368474164,-0.0335056546452797,-0.3900923907753619,1.6375414709646747,0.0938701368474164,0.2488468606259973,0.5186086938439375,1.3312820067715805,342.30971779404007,0.5951106943747151,0.0092694135524035,4.830335358209256e-06,9.237498815933845e-09,4.869450113829424e-05,12.88359786434335,0.0707433574785308,398.8494720905046,0.4989957639111201,4.894567250249915e-05,72.07202049819738,93.47578094557517,72.26778970110749,0.501574888017227,158.1193137747658,310.1049107839529
0.0793453712942907,0.0181320504273056,0.0941587075867713,-0.0334836589541765,-0.390422320288372,1.63913230089693,0.0941587075867713,0.249585059867523,0.5200828307646658,1.3326572105343222,342.9627654478575,0.5956919817593045,0.0093838784504442,4.889983559376885e-06,1.3689682274820692e-08,4.943926168197069e-05,12.894452824287663,0.0708115497608588,399.1336362011287,0.4994731670422923,4.969289766410776e-05,72.17711232522186,93.5922503851408,72.35832775012415,0.5020600684632893,158.33317757149172,310.28838811839154
0.0797142605093747,0.0188346258033385,0.0945889454610322,-0.0334567228778428,-0.3908104087519211,1.640934370967493,0.0945889454610322,0.250635993441434,0.52218653482323,1.33418724415318,343.77213545266045,0.5963465995013205,0.0095527955320308,4.978007051605438e-06,2.073897079296482e-08,5.0585996391425305e-05,12.907005676248303,0.070883871943845,399.4688745580085,0.500011757536382,5.0843127148599125e-05,72.29358636599599,93.72066354828615,72.45947203636807,0.5026078831649975,158.56833234498325,310.4649899063354
0.0802254132834702,0.0198969898119478,0.0951816339796935,-0.0334240571662582,-0.3912611785728027,1.6429440949740493,0.0951816339796935,0.2520403094009568,0.5249987832186778,1.3358608365735858,344.7523767925261,0.5970719416747131,0.0097801974388527,5.096507263602249e-06,3.043137713175864e-08,5.216464210690366e-05,12.92136566606673,0.070958538931412,399.86114559563447,0.5006099824072032,5.242636906491416e-05,72.419876676402,93.8598980398022,72.57114744819073,0.5032166934888934,158.82339342875176,310.62601729166806
0.0808958963833808,0.0213550702663733,0.0959557169818797,-0.0333879378217119,-0.3917840663435635,1.6451562836608578,0.0959557169818797,0.253833890438388,0.5286043214918962,1.3376600677980677,345.91339127857725,0.5978649087277024,0.0100690803169319,5.247045501267275e-06,4.2759578395997615e-08,5.419268189849226e-05,12.937556126509758,0.0710345792250419,400.3128308421232,0.5012664926750778,5.4460172924224206e-05,72.55572037859295,94.00781559142654,72.69249081384409,0.5038848923722172,159.0959528918243,310.7655414996049
0.0817363401632159,0.0232239611485526,0.0969229204965226,-0.033348704171437,-0.3923903136755449,1.6475677489059848,0.0969229204965226,0.2560400648041572,0.5330487894298014,1.3395684980574405,347.26326254595824,0.5987222550899228,0.0104210451448362,5.430456042124123e-06,5.767424226760176e-08,5.667252179134366e-05,12.95539944834037,0.0711131183841417,400.8168752008939,0.5019797641586827,5.694701245726097e-05,72.69586750672768,94.162450691164,72.82321732884256,0.5046109037794345,159.38367173430575,310.88021932474487
0.0827561922151441,0.0255161024424515,0.0980937908663482,-0.0333057657026687,-0.3930882481204919,1.6501760610656853,0.0980937908663482,0.2586786237131433,0.5383730102099478,1.341571975088124,348.8110300229629,0.5996411679309375,0.010838386343098,5.647934519592444e-06,7.51412690099286e-08,5.961205913925071e-05,12.9748071972222,0.0711948851089324,401.37071102776855,0.5027482905441261,5.989485958981168e-05,72.83519791110224,94.32160801724108,72.96299278025819,0.5053931821676156,159.68426680654136,310.96666235917485
0.0839653606189573,0.0282460768030031,0.0994793743909873,-0.0332592607176714,-0.393885465887242,1.6529735176421825,0.0994793743909873,0.2617835455104804,0.5446521350189392,1.343665375842524,350.5652838236606,0.6006188691249812,0.0113235868868634,5.900774823795357e-06,9.511606942326209e-08,6.301510690739843e-05,12.995573463847878,0.0712814517288263,401.9656785441188,0.503570637490887,6.330764287351985e-05,72.97244536274142,94.48354691513724,73.11158034542123,0.5062302119605253,159.99610741996094,311.02082311099826
0.0853648715198404,0.0314157230738061,0.1010804095216269,-0.0332082440083841,-0.3947842277743296,1.6559555578340153,0.1010804095216269,0.2653519855134109,0.551880481800149,1.3458413662508013,352.5206296248374,0.6016531648406821,0.0118743137230918,6.18776118972985e-06,1.1749558738998473e-07,6.685657486456915e-05,13.017428542125185,0.07137451390725,402.5887656616177,0.5044453019619208,6.716027073627234e-05,73.10755900465297,94.64865989006344,73.26941792152972,0.5071205070312871,160.31947672177407,311.04369768340405
0.086956407240196,0.0350326676039351,0.1028970928202595,-0.0331524707129352,-0.3957962361947588,1.6591214161898808,0.1028970928202595,0.2693615712904429,0.5600061387223204,1.3480823196103555,354.6603619884112,0.6027410514702578,0.0124752730224771,6.5009239304204605e-06,1.413373864592599e-07,7.104964382046353e-05,13.040374479185182,0.071473570730441,403.2413691718895,0.5053721040704697,7.13655592610345e-05,73.24057159496232,94.81694818358451,73.43646491071918,0.5080626101934858,160.65532878117887,311.0366599052785
0.0887382407055497,0.0391016245460152,0.1049275650484805,-0.03309201499022,-0.3969180600812368,1.662461297694995,0.1049275650484805,0.2738295218382128,0.5690820627290848,1.3503955464101227,356.9795779484519,0.6038810672597203,0.0131285383225623,6.841343576113568e-06,1.6718342261190946e-07,7.563427544323891e-05,13.06448043620248,0.071578217041985,403.9295042830501,0.5063495801267109,7.596346497608975e-05,73.37024976791324,94.98804541252612,73.6127273247586,0.5090550927005748,161.00568193009028,311.00014772759283
0.0907006811167435,0.0435847277387429,0.1071610837794915,-0.0330269510734804,-0.3981460434718352,1.665970334994894,0.1071610837794915,0.2787357963302435,0.5790667176853228,1.352779824366286,359.47345445519335,0.6050718218800155,0.0138331461234516,7.208518042444598e-06,1.9555273709105705e-07,8.063678568529697e-05,13.089867632332178,0.0716879420347143,404.6627435782088,0.5073763052208571,8.098023756088026e-05,73.49539130705114,95.16156135280347,73.79824502377018,0.5100965537534575,161.37138888846172,310.934810141387
0.0928363277240926,0.0484556571558655,0.1095893700909,-0.0329573335363622,-0.399477239789839,1.6696439992532437,0.1095893700909,0.2840634307057549,0.5899227311873162,1.355233229696595,362.137277112574,0.6063118984580875,0.014587235795455,7.601477746458781e-06,2.2674599426436059e-07,8.607024370134985e-05,13.11667459562644,0.0718023415130319,405.4520491800134,0.5084508897920854,8.642886790879001e-05,73.6148245514954,95.33735820479696,73.99318633343782,0.5111856200161131,161.75504841433434,310.8413810355452
0.0951500339398786,0.0537504135928055,0.1122179196502138,-0.0328831903959777,-0.4009088144985733,1.673478081533482,0.1122179196502138,0.289819217708692,0.601665133163865,1.357752149666188,364.9664231853519,0.6075998938221422,0.0153950420023986,8.022429391557013e-06,2.613412998686785e-07,9.19892953824542e-05,13.145012863735715,0.0719208688738145,406.30624501777993,0.5095720013957367,9.236403117511244e-05,73.7274078123825,95.51508658813968,74.1971449675884,0.5123209451391392,162.1575630874769,310.72003113882386
0.097646343773718,0.0595020231773293,0.1150519350852901,-0.032804527834444,-0.4024376812024886,1.6774696178242987,0.1150519350852901,0.2960135278024877,0.6143019333375576,1.3603345655997552,367.95634501474336,0.6089344632856559,0.0162613170248976,8.473849413703364e-06,2.9992025935023054e-07,9.845572906458864e-05,13.174995062410227,0.0720425845856434,407.23345765247205,0.5107383351763028,9.884754204616744e-05,73.83202879931468,95.69437213348944,74.40966454258158,0.5135012092910872,162.57841569902874,310.5706417846863
0.1003350315710348,0.0657602728110972,0.1181024868995791,-0.0327214443164316,-0.4040612153584575,1.6816134616697642,0.1181024868995791,0.3026823424625917,0.6278882073930986,1.3629830800145872,371.1026288349223,0.610314245549769,0.0171929879185882,8.959347534438365e-06,3.43277965204412e-07,0.0001055556687127,13.206912379884344,0.0721651979779534,408.250849989258,0.511948590816105,0.000105965559215,73.92886968165172,95.87463817451088,74.62990403111618,0.5147251186974657,163.0170874233287,310.39294366424826
0.1032259260426752,0.072573285679747,0.1213806666395461,-0.0326340153367353,-0.4057773427108044,1.6859055658524509,0.1213806666395461,0.309847618205245,0.6424661984916975,1.3656951596359883,374.40094710784456,0.6117378420684123,0.0181968680455007,9.48247422902529e-06,3.923225155590605e-07,0.0001133765573037,13.240941293479835,0.0722871806075548,409.3694049709336,0.5132015265813991,0.0001138055605306,74.01810926886043,96.0553066582957,74.85700784943383,0.5159914051872911,163.47306965466626,310.1865177545514
0.1063235320246239,0.079967570981994,0.1248923116891958,-0.0325423453654534,-0.4075800359853511,1.6903431750902431,0.1248923116891958,0.3175350332784493,0.6580717349270431,1.3684713835391702,377.8470420296185,0.6132043123936894,0.0192890760288768,1.0051628988470838e-05,4.4811362935859414e-07,0.0001220170466571,13.277231092906517,0.0724062580940014,410.5970143456216,0.5144959361718195,0.0001224665209322,74.09992306718668,96.23587282991971,75.08989552429901,0.5172988257470663,163.9440005483569,309.9511299831399
