RSY_BPFI_0,RSY_BPFI_1,RSY_BPFI_2,RSY_BPFI_3,RSY_BPFI_4,RSY_BPFI_5,RSY_BPFI_6,RSY_BPFI_7,RSY_BPFI_8,RSY_BPFI_9,RSY_BPFI_10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2432408180064867,0.780707409241442,0.6530891786731075,0.5638556154469494,0.5344170219927705,0.5827848846106602,0.5373250710457778,0.3611964143771509,0.4536632138030738,0.5803168041886929,0.1964947302343127
0.1277116609660128,0.7173980813641744,0.6245296948235066,0.4980765713375068,0.5163960092991996,0.5148067006660795,0.4430128906218266,0.4122453497209162,0.5512782934372118,0.5671401868498017,0.2434413533448899
0.1525018745319926,0.6295907363231417,0.6606491177709015,0.4630944555802275,0.493379197638173,0.6248157820163914,0.545986725073994,0.3615467140068715,0.5035406457016219,0.3900019452664381,0.2429259519163895
0.1686710721653732,0.5831634022589582,0.6277632354492306,0.5428077616015654,0.4350164001255093,0.4433487496160104,0.601791657197715,0.3733506755498729,0.5073002360993605,0.3344347829547405,0.4754487303894693
0.1061792797818324,0.6364787411453318,0.6858196636906831,0.5242978121980992,0.5941240677738749,0.5069155220154595,0.5013742026159842,0.3320215402023276,0.575481574009702,0.3701838726020789,0.2580999712958431
0.0717802441196867,0.5701864884214555,0.5539399146146897,0.391168400969221,0.6253432391831163,0.5826163398904763,0.5394064773794535,0.3830319562503167,0.5568821901910168,0.4705030087197214,0.3468502648719288
0.2531472846337444,0.5849043982381706,0.6095052271486961,0.4031953529729747,0.5478687993171121,0.6507679642702108,0.4505731777301536,0.4606114851774177,0.4578652417765496,0.5075708077150588,0.3022140612957641
0.0443040969520889,0.5273382366302958,0.583166119739291,0.5299242392505683,0.3444152084711669,0.5218357248984109,0.5201714362484541,0.4526887480660281,0.553153725653097,0.5150609798405309,0.3022443426258179
0.1569820828309091,0.5399004424872917,0.5682827004084411,0.4016456738959583,0.5876693530947001,0.5470438986602366,0.5705354055213667,0.3617116742432259,0.6377691915749131,0.5251474687456988,0.4000649371232449
0.1182947182582973,0.6230275143610887,0.5882437670936372,0.4698333061803184,0.5934134031302449,0.5820537391201992,0.5810901858097169,0.3245051085683756,0.5246414798831717,0.4226728697557856,0.1711811107682317
0.1883570668810731,0.5532555633559721,0.5266448535778693,0.5751263348250231,0.6151861599171158,0.5346273548843828,0.5256234321283004,0.5307078137265112,0.5634913200706847,0.541631027893359,0.2927766766426969
0.0652288559017536,0.4499063651507518,0.5736289870394871,0.4426255915154276,0.6134947204321061,0.5203520908011802,0.5934090458831227,0.3257534363751601,0.5424560830422247,0.4495578499626241,0.32299462239122
0.072485359147085,0.4659669178539674,0.5757061813824511,0.389348046843898,0.5193228557594372,0.5268331254682022,0.5696947243925461,0.3792881681011149,0.5594117110816659,0.4926552990615463,0.1710526186984717
0.1034349253222418,0.5393183307927608,0.5434980410803557,0.4103484858034254,0.5020777466676196,0.5330609460005474,0.556256796470869,0.4002580147457095,0.4988180598302084,0.5300131747605484,0.216786297461359
0.1456072981535228,0.5896514857611774,0.5853661781825528,0.4192080631127427,0.5298615400008774,0.450923716305289,0.5220310875742277,0.4303718859476921,0.547533216671412,0.3939622800658125,0.2114542436558061
0.1650837115183976,0.610746692374192,0.6274915054577477,0.3464452359647197,0.5741409468376935,0.5169075025622838,0.5561705262661858,0.4581690254185711,0.5736921974959317,0.4468355070707904,0.2936066986833134
0.0761863211437956,0.4769968168579716,0.629346536011943,0.4552752246675018,0.5445110654935305,0.4662751218858947,0.5759082943274055,0.3513016260684609,0.4167630848778498,0.361832595106307,0.2706283986000672
0.168222568383134,0.6484399518552023,0.5425820518380218,0.4436646473556265,0.5516512064484804,0.5258014208161269,0.6090119298100082,0.398526450955144,0.5396960772888996,0.4418239639363082,0.2305041704565188
0.1669140437342769,0.7050339827434876,0.5028236398418263,0.4897454363741026,0.5658429570145995,0.5904089648976092,0.5095588803830221,0.4319501750717173,0.4852289589490527,0.4138765885854498,0.2628063542000887
0.0640236532279373,0.6902971354069302,0.5281777790299836,0.4380827438837723,0.5851601708991216,0.5828043851173256,0.4012181134134053,0.4573448503264519,0.5142101886613317,0.4793538479418108,0.2720558877879222
0.0018804803781457,0.479325235837611,0.5514358939272646,0.429026160677094,0.5188568137895296,0.544721297039747,0.4648994419346095,0.4284576695823246,0.4974882211849354,0.4633911644039475,0.184907731353568
0.0187370256995009,0.4860337052153479,0.4996568340653906,0.4996380617043919,0.4741608635430215,0.5143652891482551,0.5110417926384482,0.4384926976386089,0.5572057569590526,0.443632525531603,0.2135266095383765
2.6386306243114117e-05,0.5168159313177793,0.5622693653801927,0.4352018683581567,0.3725479392385594,0.5478924452418849,0.5444741060136322,0.4516518319025351,0.5433186343794063,0.4402784553954049,0.3087283110623004
-0.0313146000323115,0.5229574934538239,0.5230422934736383,0.4700203553769442,0.4301415117250813,0.4776364761310078,0.543967867844865,0.3288388162197226,0.4778957244536261,0.5061345837623078,0.2480937775388572
0.0225077799221351,0.4244163665397725,0.4790966498374017,0.4366530156009441,0.5066958581517819,0.5138447921089092,0.5766030150673207,0.3344927157048271,0.48037624419776,0.4141347035429463,0.3018583719440987
0.0087622650650516,0.4224713947632981,0.4701499724731793,0.4453543253981302,0.4657520176217984,0.4977815860359464,0.5310807243557509,0.3599666637327344,0.5392024941280373,0.4620781113248899,0.3414319032060684
0.0009203516228664,0.5079720339357349,0.5293506785540334,0.4570304900068471,0.473470579953469,0.511583354384854,0.4892653531402948,0.2333541040268992,0.4970000890612788,0.486460013903135,0.3266868298859892
-0.0507727224908434,0.5968118986497737,0.5201226377269057,0.4208073581525938,0.5449833784825735,0.5957869595861618,0.51770832089917,0.309916151629399,0.5338248448119078,0.5030343878320311,0.3169572818716984
0.0237826425484504,0.6105289911690607,0.5412205476373007,0.4265767575121816,0.5448434566293007,0.5707249450114708,0.5382608704978545,0.3395049632803406,0.5547306921754562,0.4750340561729708,0.2952519545349495
0.1183249324711778,0.6985793955662605,0.4799910991770982,0.4281812046135007,0.4938667070462959,0.5932503106259067,0.4823775925999367,0.4349354598538,0.5516286336117836,0.4377401477412767,0.2890378027652769
0.0515737756655527,0.7178085550190322,0.48986024409627,0.482791019051459,0.4907176913429663,0.5381954681465481,0.5109966466387533,0.3519147673543586,0.5904773618106629,0.4417174111065034,0.1583013570013242
0.0758752939176619,0.7332981389449111,0.5426087034477041,0.4450379344371553,0.5095311819735636,0.6286114402336886,0.5032639948431922,0.3942618559418873,0.6115884814055589,0.4613629489161955,0.2725064594737816
0.1345129603029954,0.7354573091620478,0.5547755081650809,0.4579274223359967,0.4839912703616982,0.5644319220389007,0.517046925635843,0.4293855332381125,0.479015050298942,0.4275783566499027,0.1798194553543947
0.1450555828332091,0.6687276661780083,0.535540525514139,0.4674805794174227,0.4347935389325724,0.5507149325737878,0.5238542961395207,0.4355819024544863,0.5303643575634786,0.4538808243186126,0.264501414728771
0.000672898807466,0.4560455752446026,0.5552022193655773,0.4357760966181886,0.4495904261788354,0.5198944824978932,0.5503583294492786,0.3786514249322594,0.586822723117388,0.4874699107228608,0.3250107305239078
0.0471128664978724,0.4125177835478278,0.5679595266699089,0.4577336627989836,0.5094805067724022,0.5475653181231392,0.532175181243423,0.3861891186550779,0.6076531902577428,0.5122733315159662,0.2909746459617115
0.07133052257576,0.5016510348994772,0.5117508337820849,0.4750243896638364,0.5276990817203846,0.4876385837117046,0.3734618858249951,0.4619132640829765,0.5393301590860028,0.5420599782138955,0.251925120965083
-0.0498357210334508,0.5352521008898932,0.5297194988046754,0.5000948761005837,0.5100525765791445,0.4773651915669243,0.4957726340024776,0.5277836460269754,0.5977036083965694,0.4194948262375013,0.1671608822930949
0.0139714543929512,0.55359441859552,0.5400685344586655,0.4910439005655825,0.5109103168724974,0.487592287891368,0.5415697389670764,0.3758053849697655,0.4999773739484633,0.4581288712456737,0.2382240903890794
-0.0308390671127417,0.5339039919559704,0.5854724515499538,0.4027691782398221,0.5317053419479828,0.5220380068384438,0.472345515034632,0.3524225713132149,0.5026002305230941,0.5067456534852434,0.2444756807534585
-0.0045010035285033,0.615317332593625,0.53477983450019,0.4442148959180023,0.5386569917689226,0.53587038045572,0.453303198787642,0.4205429774518202,0.5306161495983557,0.5357282962824905,0.2508070704010203
0.0377379696849166,0.4021736509284435,0.4721826689405012,0.4572532834186869,0.5140208535426375,0.5658416346170754,0.4909707703652305,0.3395098791316613,0.4968219237415535,0.3915730608408356,0.2661809684502788
0.0822332186496755,0.5923638629414245,0.525185702601907,0.4894640024699214,0.5307883123538415,0.5137341613445823,0.5217751138016573,0.3917548279947446,0.580709185744791,0.4421865763617464,0.2677005036406082
0.0510224214240088,0.4230480508896057,0.5548520421454874,0.4992830300019112,0.4318337423768287,0.4892691141637022,0.5969517973898598,0.3529554460079813,0.5553642601841386,0.4449539776514341,0.3212736851539506
-0.09499209798231,0.4882023615230526,0.5128045886966391,0.3859319943232727,0.4869636240408346,0.5921619838915375,0.4688325714038674,0.3940141427514761,0.5757085376770781,0.4323078249986772,0.3207069249476588
0.0179502275362932,0.4663561137218577,0.5304548517968624,0.4407258562747229,0.4814800587956521,0.6071774922334114,0.518019875483162,0.3971821249037834,0.5830526848052562,0.4222340822938207,0.3709262054486096
0.0790579148660799,0.4828472686684329,0.5470709635889194,0.4068859148280293,0.5605181038063188,0.6053645492657777,0.4396019351626172,0.4064026140217501,0.480388835803922,0.4532920007564983,0.2099903158920502
0.105165775327892,0.6182952018160658,0.5617590357848048,0.4347864591162128,0.5009595791984262,0.4463636092653625,0.477945177702803,0.4219528018909412,0.5063702395469794,0.4517382270264859,0.1898655078738985
0.2017331846255463,0.6701534358897784,0.5551247870862599,0.4406669162131328,0.5132751269436207,0.4828179303448198,0.5172307353440706,0.4012580391324293,0.5472090458141897,0.4701951552476006,0.2477945158655889
0.12979928362747,0.7003912483053438,0.5423738249832353,0.4692813122082893,0.5205151824926597,0.5144255057153905,0.4731376428980674,0.3480875512581874,0.518214351008994,0.4319851219250825,0.2802355425549477
0.1345208803938202,0.5904503229372444,0.4462250659981978,0.4705128081943032,0.565751354162955,0.4862190040078071,0.5047009166334326,0.417587118435815,0.592121571457159,0.4842336620515719,0.2282456570527443
0.1342254036132428,0.6289763848195864,0.4993341844939172,0.3654193578116028,0.5337566492414604,0.5855421506278352,0.5512992388655971,0.4260436152005511,0.62157819446626,0.4408179447353243,0.316153435674355
0.1749800644253758,0.6204853713276476,0.4265831857061051,0.422283574479064,0.5140585155661828,0.587377241559829,0.5727469290248786,0.4437103430845794,0.4955072800278782,0.4950157589991261,0.3341128316833793
0.1997208586342324,0.5501685005309552,0.4405156002234829,0.4037425386903016,0.5212908540586849,0.4902123758626027,0.5631161047311058,0.4478820496439467,0.4957640707132124,0.3645990542968974,0.3545330203273131
0.2222805249625646,0.585242299873044,0.4543402935428692,0.2940719926639412,0.5576340654382639,0.5261143731687685,0.5097068955081132,0.3783980294866632,0.4388823623907029,0.3734111082551595,0.3432783755172394
