Máximo,Média Absoluta,Pico-a-pico,Assimetria da Energia,Kurtose da Energia,Desvio Padrão,RMS
0.4777424190276509,0.1079547265902213,0.9992607328449424,5.342014402095941,78.97485930152914,0.1348534665663299,0.1348534665663299
0.4777524024403356,0.1079570454307691,0.9992804005507318,5.342175005936954,78.97718869936531,0.1348563472222856,0.1348563472222856
0.4777820505233143,0.1079641079254195,0.9993386947166848,5.342631104458554,78.98363897485757,0.1348651237483283,0.1348651237483283
0.4778405572262008,0.1079781960769172,0.9994541791901208,5.343581390119631,78.9979711476495,0.1348826332157385,0.1348826332157385
0.4779369881785668,0.1080015264556195,0.9996447392326904,5.345117400486471,79.0210219476336,0.1349116173320104,0.1349116173320104
0.4780803900017188,0.1080362283230723,0.9999287312320818,5.347381775351948,79.05500541875178,0.1349547304187139,0.1349547304187139
0.4782610707194225,0.1080804390582965,1.0002866936186432,5.350344661889919,79.09913165041047,0.1350096521704022,0.1350096521704022
0.4784797724627673,0.1081340522576963,1.0007200000360923,5.353972578021918,79.15275584358747,0.1350762410934399,0.1350762410934399
0.4787337801573779,0.1081964431549924,1.0012255252726523,5.358257262446199,79.21587119819472,0.1351537585125087,0.1351537585125087
0.4790149240076378,0.1082659594423129,1.0017842952157414,5.363226883045367,79.2901461476617,0.1352400828551961,0.1352400828551961
0.479322925470669,0.1083423239621016,1.0023966982635244,5.368863098300005,79.37517009614884,0.1353349330133444,0.1353349330133444
0.4796579954773188,0.1084253094492949,1.003062606684466,5.37510935234876,79.46973235033526,0.1354380265981213,0.1354380265981213
0.4800194302833453,0.108514540402568,1.0037810810796122,5.3819704037643445,79.57402778173298,0.1355489064717995,0.1355489064717995
0.4804123191682625,0.1086108311795043,1.0045636804732407,5.389444437563032,79.68900846931193,0.1356686309809417,0.1356686309809417
0.4808349910882256,0.1087138987105824,1.0054075396835105,5.397575226653473,79.8160065833034,0.1357968672272211,0.1357968672272211
0.4812863775793213,0.1088233950304129,1.006309685303899,5.406355449612209,79.95481510957106,0.1359331930825429,0.1359331930825429
