Média Absoluta,Variância,Desvio Padrão,Kurtose,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Desvio Padrão da Energia,Assimetria da Energia,Entropia da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral,Razão Pico para RMS
0.1081721501484093,0.0364599107247429,0.13478851387247,-0.0591611426484515,1.539833497707754,0.13478851387247,0.4742794221468265,0.9445470839346356,1.7606929738835344,510.9,0.6230165726998238,0.0293847354449181,1.5312524984324206e-05,6.508689509392001e-05,5.673798051197583,0.2498815725342559,96.38086108712804,0.4920689325656436,6.686817253109e-05,72.40109078778582,70.26291019187434,0.5,135.390625,205.3542291922833
0.1081751830831731,0.0364608512144252,0.134792269847075,-0.0591636695485483,1.5398798368454012,0.134792269847075,0.4742923383359631,0.9445730798609242,1.7607445564572803,510.915555,0.6230351486414322,0.0293854724198846,1.5312909025474013e-05,6.508831917700069e-05,5.673932253328244,0.2498910712164551,96.38254728558825,0.4920837415120983,6.686964748879293e-05,72.40341305693231,70.26514039547398,0.500015,135.39504296875,205.3606099368521
0.1081842142453484,0.0364636670244743,0.134803479353619,-0.0591710355233646,1.540018213986506,0.134803479353619,0.4743307616013869,0.9446497085476148,1.7608975223979235,510.962281125,0.6230905371063322,0.0293877138855514,1.5314077063862158e-05,6.509293771000622e-05,5.674395133544166,0.2499166198561582,96.38958077841556,0.4921278561724566,6.687441235659163e-05,72.41021856811741,70.27173853667027,0.500059625,135.40796376953125,205.37984107706737
0.1082021737806568,0.0364692789450272,0.1348257656365057,-0.0591874135741263,1.5402928453329028,0.1348257656365057,0.474405841173938,0.9448016877654442,1.7611957403805087,511.055371763625,0.6232003675501855,0.0293921756139806,1.5316402091704337e-05,6.510292806409307e-05,5.675520308844899,0.2499617891009792,96.41232446162958,0.492215422419066,6.68846760049124e-05,72.42376800771629,70.28477620221209,0.500148132125,135.43356870009765,205.4186130568736
0.1082318316412827,0.0364785514209539,0.1348625946309284,-0.0592127642246676,1.5407458456611045,0.1348625946309284,0.4745293088171108,0.9450546263096242,1.7616862457554927,511.2097107941156,0.6233820275819534,0.029399597323894,1.5320269579934394e-05,6.511989798006671e-05,5.677459545070988,0.2500340829651014,96.45297778619994,0.4923602362290885,6.690209161038314e-05,72.44621594761584,70.30630684342846,0.500294417628125,135.47610903158449,205.48264140788044
0.1082759376324685,0.0364923555600818,0.134917400998528,-0.059248043884276,1.5414177864686416,0.134917400998528,0.4747145314697306,0.9454348744928076,1.7624217466138343,511.4395480430794,0.6236524322074435,0.0294107068339368,1.532605879829957e-05,6.514525661022413e-05,5.680329984815204,0.2501419310676221,96.512939453346,0.4925757560100137,6.692811820727851e-05,72.47953653676802,70.33823764274817,0.5005120237738531,135.53915363197913,205.5775215522803
0.1083340129333885,0.0365104964164313,0.1349895737020779,-0.0592945807626451,1.5423025367825554,0.1349895737020779,0.4749614661746149,0.94593925923802,1.7634040159026438,511.7435429042,0.6240092594532455,0.0294253351716867,1.5333681694469374e-05,6.517845833657585e-05,5.68409344352231,0.2502851622318495,96.59147930963184,0.4928601323059055,6.696220539997279e-05,72.52354766147398,70.38040107700519,0.5007991456032937,135.62257023225916,205.7031234890737
0.1084053596858923,0.0365326480343454,0.1350782844828675,-0.0593492588935244,1.5433939313895235,0.1350782844828675,0.4752678549732874,0.946563639002144,1.7646286952815813,512.1207069615862,0.6244504887263758,0.0294432883046875,1.5343037157210823e-05,6.521901293060868e-05,5.688704936483802,0.2504641803154863,96.68709212102712,0.4932116341226705,6.700385277366967e-05,72.57808703421819,70.4326913274752,0.5011540125834324,135.7260041382374,205.8585501954373
0.108490020264459,0.0365589473625426,0.1351835683894602,-0.0594152153217122,1.5446883515015215,0.1351835683894602,0.4756322138914558,0.9473047390151672,1.766083546824171,512.569060386102,0.62497387831681,0.0294646137657239,1.5354149956083377e-05,6.526676349726135e-05,5.694089918635462,0.2506800447737626,96.79772058515698,0.4936284285346048,6.70529142952925e-05,72.64282733150995,70.4946648589152,0.501574888017227,135.8488134985313,206.04225983769405
0.1085876637640024,0.036589301559205,0.1353050242124666,-0.0594912723820429,1.5461808447047034,0.1353050242124666,0.4760530319843856,0.9481591608616002,1.767762235032528,513.0867368689608,0.6255773576775328,0.0294892431521771,1.5366984446157983e-05,6.532142507711234e-05,5.700182374799029,0.2509344742671464,96.92132462513658,0.494108593054961,6.710910484848424e-05,72.717662222485,70.56615268633716,0.5020600684632893,135.99092028669716,206.25249155494808
