Média Absoluta,Variância,Desvio Padrão,Kurtose,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Variância da Energia,Desvio Padrão da Energia,Assimetria da Energia,Entropia da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Frequência de Pico,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral,Razão Pico para RMS
0.0906022389108693,0.0254314412255624,0.1127146800483498,-0.0603106077963327,1.552658758474,0.1127146800483498,0.4133058131818719,0.7659767937613331,1.833041273149869,340.0,0.6220518999585194,0.0206818821285928,1.0777426851794117e-05,6.697380021825786e-09,5.751766009141e-05,8.56215988286661,0.19054281396756,194.61468273139505,0.4981901872741239,5.853947652949001e-05,40.46875,108.789882657108,78.66680386798222,0.5,183.515625,226.4432554580492
0.0906050628616961,0.0254322658242305,0.1127181970044231,-0.0603136059767575,1.5527066389594362,0.1127181970044231,0.4133163704414775,0.7659984905978222,1.833086300409461,340.011295,0.622070580999492,0.0206825515207976,1.077777567524631e-05,6.697696903976088e-09,5.751984028228571e-05,8.562480564751397,0.1905462547739363,194.6232460778573,0.4982050931989939,5.854168444933804e-05,40.4742578125,108.7932543748925,78.66917870134901,0.500015,183.5211328125,226.450142209782
0.090613226018871,0.025434579718127,0.1127283491855668,-0.0603229931214965,1.5528482239550436,0.1127283491855668,0.4133486718761178,0.7660623849117371,1.8332288014148936,340.04270762500005,0.6221260745099476,0.0206844180987604,1.0778748357874116e-05,6.6985985355487845e-09,5.752618008155671e-05,8.563521193830793,0.1905556397747721,194.65355352572516,0.4982494840399729,5.854809871162872e-05,40.486249023437495,108.80303266403278,78.67625108683102,0.500059625,183.53750683593748,226.47138205852733
0.0906293879579465,0.0254391496621759,0.1127484431743849,-0.0603405743610852,1.5531281637045564,0.1127484431743849,0.4134141319390986,0.766190285682728,1.833517986785424,340.105193240125,0.6222361061132661,0.020688113931044,1.0780674273602955e-05,6.700313043132348e-09,5.753848354638312e-05,8.565489588706571,0.1905764362142382,194.7090395235839,0.49833759638178,5.8560553139256304e-05,40.51008025292968,108.82249747165086,78.6902985794384,0.500148132125,183.56999412011717,226.51272077932927
0.0906560161962608,0.0254466525248618,0.1127815461686507,-0.0603685445595613,1.5535897485729144,0.1127815461686507,0.413523774077963,0.7664027879327668,1.834003784143574,340.20763030872814,0.6224179493566964,0.0206942052760404,1.078384850236606e-05,6.7029841269354554e-09,5.755816982512771e-05,8.568580756337006,0.1906147643744458,194.7930645114808,0.4984832963132652,5.8580497064627067e-05,40.54656698308105,108.85465697364153,78.71351480637821,0.500294417628125,183.6237089086669,226.58052642923144
0.0906954420312764,0.025457713266294,0.1128305679112952,-0.0604091663036496,1.5542754919599144,0.1128305679112952,0.4136876486706431,0.7667189399341618,1.8347329556750325,340.35877567163016,0.6226885063695528,0.0207031871270676,1.078852898752873e-05,6.706742918598707e-09,5.7586578787719575e-05,8.573029929788191,0.1906751518735298,194.91088479579645,0.4987000895562211,5.8609294869787706e-05,40.59650253294069,108.90241323294158,78.74800054371175,0.5005120237738531,183.703635172135,226.68188436211625
0.090747340167446,0.0254722445597864,0.1128951115222715,-0.0604614847624645,1.5551787780250572,0.1128951115222715,0.4139040912752106,0.7671378092613295,1.8356979572758167,340.5579362559133,0.6230455746579522,0.0207149630932561,1.0794665499351833e-05,6.711587072124181e-09,5.762361016794139e-05,8.578867982751806,0.19075461616663,195.0644560137792,0.4989861460898546,5.864683798910092e-05,40.66344755275638,108.96557875453702,78.79343447284461,0.5007991456032937,183.80913300393004,226.81681761246872
0.0908114834243402,0.0254902073421479,0.1129748915877501,-0.0605267444924407,1.556294677768837,0.1129748915877501,0.4141702747183179,0.7676565089041353,1.8368844262557813,340.80534400923864,0.6234869357760218,0.0207294763872273,1.0802228445663047e-05,6.7175171956303565e-09,5.766916983273965e-05,8.586090796339484,0.1908518618200529,195.25451980488543,0.4993396752681041,5.869302838985216e-05,40.75137556544674,109.04394507833786,78.84962934286196,0.5011540125834324,183.9395745634044,226.98468478235225
0.0908874022465832,0.0255114299413455,0.1130693348277565,-0.0606048438016572,1.5576188682561722,0.1130693348277565,0.4144814373175473,0.7682692897866283,1.8382742238860972,341.0989078782925,0.6240104850464208,0.0207465987189201,1.0811150973903167e-05,6.724522931220131e-09,5.77231198117848e-05,8.594722850693694,0.1909639470552208,195.48239090580864,0.4997589534895341,5.874771741549448e-05,40.864158204436926,109.13708497721188,78.91632036470938,0.501574888017227,184.09433215144128,227.1855811501083
0.090974997507874,0.0255359406252407,0.1131783135061093,-0.0606965065911645,1.559146507576607,0.1131783135061093,0.4148363095781944,0.7689745625631655,1.8398577445850404,341.4392218490186,0.6246140804109268,0.0207663402769548,1.0821438393410588e-05,6.732607088981761e-09,5.7785356591906194e-05,8.604716390581414,0.1910907679890877,195.74671556673664,0.5002422747695072,5.881080356538032e-05,41.00556716486754,109.24490824176192,78.99328137982778,0.5020600684632893,184.27279001984277,227.4184220838746
0.0910738254502826,0.0255635712245808,0.1133012641654498,-0.0608024120642349,1.5608720428314875,0.1133012641654498,0.4152334969014492,0.7697691380820612,1.841631608782201,341.8233631342948,0.6252955809012611,0.0207885385583179,1.0833006023094292e-05,6.741616855461479e-09,5.785509841177709e-05,8.616018538951554,0.1912329729814143,196.04621844334395,0.5007879610945642,5.8881503015861366e-05,41.174869871306726,109.36675806534998,79.08017118792958,0.5026078831649975,184.47406291671143,227.68387126319752
