Média Absoluta,Variância,Desvio Padrão,Kurtose,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Desvio Padrão da Energia,Assimetria da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Frequência de Pico,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral
0.0839444033771639,0.0219617144264342,0.1047678613936746,-0.040956146492854,1.53198540350469,0.1047678613936746,0.3696104980361304,0.7445409682805193,1.7648226835148335,457.9,0.6240571771947786,0.0181187117366944,9.441746605885604e-06,3.995470572392353e-05,5.7045441930001575,92.990945304392,0.4983477660219443,4.105843905704013e-05,130.546875,92.09872659214068,78.52924734724274,0.5,182.109375
0.083946968694997,0.0219623914895444,0.1047710482332774,-0.0409590096466526,1.5320310209684758,0.1047710482332774,0.3696235689633765,0.7445642196984188,1.7648842065072436,457.914295,0.6240758113746933,0.0181192375100427,9.442020588870627e-06,3.995577611145713e-05,5.704694738114433,92.99310957257946,0.4983627070731145,4.105954395348241e-05,130.54735546875,92.101509563226,78.53166581164561,0.500015,182.11490625
0.0839544707872038,0.0219643420410296,0.1047803754374371,-0.0409674001660739,1.5321690947502435,0.1047803754374371,0.3696592448751127,0.7446287017281846,1.7650544789742078,457.956492625,0.6241312943429759,0.0181207673531849,9.442817797386636e-06,3.995897482323161e-05,5.705171032391199,93.00035910017304,0.4984071535581584,4.1062840641539846e-05,130.55387080078123,92.10982662549046,78.5388727015537,0.500059625,182.13138515625
0.0839691631158118,0.0219681160233881,0.104798643374952,-0.0409823906026462,1.5324421561880344,0.104798643374952,0.3697282359864397,0.7447561521751773,1.7653880306095515,458.039948165125,0.6242413433877125,0.0181237483897719,9.444371229688355e-06,3.9965446333569226e-05,5.706222819973776,93.0186424132662,0.4984953123133075,4.106949702734829e-05,130.5718364586914,92.12632360526877,78.55319282305148,0.500148132125,182.16410360390623
0.0839933314314285,0.0219742965593066,0.1048286987754607,-0.0410053339971422,1.5328931665579,0.1048286987754607,0.369840238569695,0.7449662182594221,1.765932197810083,458.1773938428531,0.624423265233124,0.018128658298372,9.446929806342906e-06,3.997627168491767e-05,5.708020255819844,93.05086796435042,0.4986408505334253,4.108062242463028e-05,130.6065316132837,92.1535628029813,78.57677118478797,0.500294417628125,182.21818438259768
0.0840291940970353,0.0219834419749935,0.1048732914801823,-0.0410389311924783,1.533563535776688,0.1048732914801823,0.3700069914680725,0.7452785233750103,1.766744792906676,458.3819423864133,0.6246938466099284,0.0181359276048051,9.450717876396672e-06,3.999230645882673e-05,5.710680154265194,93.09832024575562,0.4988572676210712,4.109710128028825e-05,130.66309001979235,92.19419246519756,78.61182980468212,0.5005120237738531,182.2986432137812
0.0840763093034301,0.0219954079953155,0.1049318795288934,-0.0410830736698864,1.5344489921077131,0.1049318795288934,0.3702266555832078,0.7456873629259638,1.767819898409029,458.652630607308,0.6250508907409625,0.0181454331466202,9.455671259312309e-06,4.00133044184531e-05,5.714217736229913,93.16199056247947,0.4991427697748231,4.111867911873114e-05,130.74098333014632,92.24804223093818,78.65821659602041,0.5007991456032937,182.40485940902772
0.0841343784321581,0.0220101003679187,0.1050040531045813,-0.041140162491027,1.5355446457467803,0.1050040531045813,0.3704963618014995,0.7461889560154383,1.7691444479014535,458.9881493313224,0.6254919669930019,0.0181570613318899,9.461730761797795e-06,4.003896842619975e-05,5.718570323777215,93.23999097065114,0.4994956105823552,4.114505328855282e-05,130.84278687548846,92.31467277043684,78.71569273460312,0.5011540125834324,182.5362121216611
0.0842030598833103,0.0220274184494091,0.1050893921854619,-0.0412094254358302,1.536843928605646,0.1050893921854619,0.3708148688984201,0.7467823729567936,1.770713359723189,459.3870171926453,0.6260149424111331,0.018170729273256,9.4688531908578e-06,4.006902150563606e-05,5.723699970126997,93.33169632150292,0.49991383862982,4.11759440230887e-05,130.96357871594753,92.3937374465893,78.78394477692115,0.501574888017227,182.69183435006724
0.0842820073631351,0.0220472596905567,0.1051874721115466,-0.0412906101384488,1.5383417602349594,0.1051874721115466,0.371180965230764,0.7474644235597555,1.772522123031273,459.84794513503545,0.6266177363183516,0.0181863569237055,9.476996833614163e-06,4.010344431016173e-05,5.729665280934644,93.44005435453388,0.5003957347409143,4.121132360542899e-05,131.10288059236382,92.48506047822296,78.86267832898575,0.5020600684632893,182.87113480969495
0.0843709677173225,0.0220695513222977,0.1052979443629705,-0.0413858420421214,1.5400343704489676,0.1052979443629705,0.3715924313942964,0.7482305146933222,1.7745600197525004,460.3695168262869,0.62729806740813,0.0182038513198303,9.486113246394155e-06,4.014205462404523e-05,5.73645247295106,93.56495710178751,0.5009396037178504,4.125100348646791e-05,131.2652858538123,92.58839737221308,78.95175906403698,0.5026078831649975,183.0734982014295
0.0844695301779088,0.0220941565672587,0.1054203088630099,-0.0414942029825516,1.5419176884169845,0.1054203088630099,0.3720455923581293,0.7490755875515036,1.7768122542213862,460.94998203348695,0.6280539630090659,0.0182231154659893,9.496151884309204e-06,4.018470139743749e-05,5.744058493001638,93.70650701424132,0.5015438074658001,4.129482483219543e-05,131.4552819578857,92.7035185979914,79.05092643206362,0.5032166934888934,183.2983444943992
0.0845774528154999,0.0221210206004624,0.1055542674178236,-0.0416137158514879,1.5439843427373618,0.1055542674178236,0.3725395114230459,0.7500012331392317,1.7792737350040766,461.58773018298297,0.6288834405540823,0.0182441184485239,9.50709663810526e-06,4.023141555448731e-05,5.752505894910679,93.86602789963096,0.5022066623520384,4.134281423046401e-05,131.6721547727292,92.83001846435504,79.15989294534361,0.5038848923722172,183.54508126156443
0.084694522772422,0.0221501043017526,0.1056995647605688,-0.0417438876375936,1.54623040442038,0.1056995647605688,0.3730721195882358,0.7510041711390506,1.781932986707946,462.2808371314366,0.6297845986125029,0.0182668361228775,9.518934925939324e-06,4.028200644806253e-05,5.761691942579924,94.03980001806272,0.5029266216181162,4.139478270226524e-05,131.91011794365792,92.9676116233654,79.27833113157307,0.5046109037794345,183.8131040766264
0.0848205509183555,0.0221813803921677,0.1058559750696675,-0.0418843367824322,1.5486509081580877,0.1058559750696675,0.3736433851625116,0.7520831626777182,1.7847882346242026,463.02800324665145,0.6307555702787119,0.0182912662714291,9.531665592198646e-06,4.033648558585111e-05,5.771567590907177,94.22634506694229,0.503702320786237,4.145074118844969e-05,132.1686116808475,93.11599254644742,79.40600023536673,0.5053931821676156,184.1018554966226
0.0849553609633771,0.022214823358943,0.1060232804733879,-0.0420349873939087,1.5512410971467487,0.1060232804733879,0.374251185753599,0.7532368843119017,1.7878273722284488,463.82736808341616,0.6317944801964492,0.0183173977627537,9.545282836244786e-06,4.039498988385133e-05,5.782151609703011,94.42634227906306,0.5045321899411459,4.151082147331772e-05,132.4420128069158,93.27470982142034,79.54256956652866,0.5062302119605253,184.41076538425736
0.0850990525122683,0.0222505379640351,0.1062015816646784,-0.0421973888543602,1.553996491585924,0.1062015816646784,0.3748947920585,0.7544656852622963,1.7910400365539143,464.67800959877474,0.6328993443795081,0.0183452712039963,9.559807818653685e-06,4.045770845434505e-05,5.79343502225598,94.63983090539966,0.5054145035773043,4.157521251421928e-05,132.72990986308028,93.44327520249529,79.6876182476843,0.5071205070312871,184.7392747463768
0.085251372893679,0.0222884532801298,0.1063905566792969,-0.0423720319259732,1.5569121602608855,0.1063905566792969,0.3755757107418547,0.7557679741381631,1.794433827998248,465.5788559710368,0.6340683040440056,0.018374811862357,9.575201595808796e-06,4.052465568764192e-05,5.805501204868875,94.87041096440608,0.5063478114311404,4.164391934223576e-05,133.0318994409196,93.62159527567812,79.8409899007375,0.5080626101934858,185.0871871033856
0.0854120489891913,0.0223284839998806,0.1065898525528021,-0.0425614119962624,1.5599856826506793,0.1065898525528021,0.376292035410091,0.7571381017931313,1.7980004859178755,466.5287944825526,0.6352995027023284,0.0184059519359866,9.591428835845056e-06,4.059566128885361e-05,5.818370370693683,95.11939306477991,0.5073308891502883,4.171676807732071e-05,133.3519102615835,93.80950698694836,80.00252285939578,0.5090550927005748,185.4542141977572
