Máximo,Média Absoluta,Pico-a-pico,Assimetria da Energia,Kurtose da Energia,Desvio Padrão,RMS
0.8383160316162616,0.2032572118058445,1.6833600047457384,8.211706785076936,176.3019055295626,0.2479877394701867,0.2479877394701867
0.8383417192125703,0.2032635908734986,1.6834167409773904,8.211922400561832,176.30633418462523,0.2479955104867857,0.2479955104867857
0.8384223676196865,0.2032820755699712,1.6835861149977662,8.212589820257529,176.32087170572171,0.2480180542017141,0.2480180542017141
0.8385777654862543,0.203317085931439,1.6839050841158316,8.214097041456752,176.3589677805178,0.2480608621259998,0.2480608621259998
0.8388254048131495,0.2033730036153135,1.6844098042691311,8.216740961121284,176.4294067815962,0.2481293672536743,0.2481293672536743
0.8391773446533985,0.2034525824640444,1.6851249818558325,8.22058691483392,176.53220158331945,0.2482270547180557,0.2482270547180557
0.839622558705285,0.2035535111885674,1.686029375593861,8.2255751230272,176.66672340459013,0.2483511441145313,0.2483511441145313
0.8401495285736466,0.2036725114714405,1.687099023806323,8.231561449011961,176.82922772574128,0.2484977666657367,0.2484977666657367
0.8407536413944788,0.2038076181621974,1.6883226776706477,8.238600561720697,177.02424894980086,0.2486646765772133,0.2486646765772133
0.8414338386513192,0.2039575700963685,1.6896968162082897,8.246690305326359,177.25228191899535,0.2488504817172759,0.2488504817172759
0.8421770923522204,0.2041192496853007,1.6912020623372264,8.255689464607748,177.50922301750717,0.2490513571933718,0.2490513571933718
0.8429703967535885,0.2042891251690771,1.6928078854590347,8.265437979831786,177.7904607867273,0.2492631167728931,0.2492631167728931
0.8437985460451138,0.20446452947151,1.6944866324298675,8.275772074437668,178.09049623163662,0.2494825872963366,0.2494825872963366
0.8446519729180741,0.2046437182209631,1.6962244980884251,8.286383074928782,178.3963745656874,0.2497075943319063,0.2497075943319063
0.8455239930248043,0.2048247331331119,1.6980067247434325,8.297012752632039,178.69893189640166,0.2499357528802425,0.2499357528802425
0.8464128788840067,0.2050072618488818,1.699830710422999,8.307700938019373,178.99953806541885,0.2501666422318743,0.2501666422318743
0.8473135470680515,0.2051904091721204,1.7016866412670515,8.318212335592882,179.28930365778407,0.2503991408060738,0.2503991408060738
0.848225377429152,0.2053738592643826,1.7035752956612815,8.32853952165501,179.56824404157712,0.2506329037254517,0.2506329037254517
0.8491408472663499,0.2055561946280367,1.7054814424970373,8.338791164534005,179.84250459584814,0.2508661349762419,0.2508661349762419
0.850044568745117,0.2057350148232226,1.7073766680667994,8.348832947984464,180.10800804855143,0.2510958878909204,0.2510958878909204
0.8509368577210552,0.2059104257098469,1.7092581877412991,8.358733168490737,180.36692332009736,0.251322287445254,0.251322287445254
0.8518160398552761,0.2060824826746322,1.7111227551315615,8.36849335928841,180.61936197063443,0.2515453402256024,0.2515453402256024
0.8526894864958641,0.2062519727972794,1.7129799346208048,8.378331772085465,180.87429010850056,0.2517660407429762,0.2517660407429762
0.8535584047757306,0.2064190346239889,1.7148417224502854,8.388214022280296,181.13085207589128,0.2519845682966894,0.2519845682966894
0.8544253356795308,0.2065840648950537,1.7167125930638014,8.398266255436543,181.39288182014187,0.2522013776306342,0.2522013776306342
0.855292201331505,0.206747566132677,1.7185977699685662,8.408478219999333,181.6599417081837,0.2524170912131963,0.2524170912131963
0.8561635982960577,0.2069096550981961,1.7205022224715911,8.418853129108367,181.9320254681506,0.2526318730625942,0.2526318730625942
0.8570383849657036,0.207070308432724,1.72242353228142,8.429359662077339,182.2084978727841,0.2528456072738404,0.2528456072738404
0.8579168007774036,0.2072292135515666,1.7243650073678942,8.439690679285418,182.47497220221345,0.2530579743972073,0.2530579743972073
0.8587996456943218,0.2073865403746581,1.7263263086469616,8.44993921610115,182.73488200884708,0.2532691560587901,0.2532691560587901
0.8596876857918186,0.2075421035844419,1.7283038185852826,8.460076562674676,182.98702054294932,0.2534788817894172,0.2534788817894172
0.8605822302836466,0.207695872007929,1.730299996328229,8.470120768160761,183.2318370315688,0.2536871349846281,0.2536871349846281
0.8614735107057937,0.2078468927912783,1.7322996196020797,8.479841065793549,183.4602945094629,0.253892675040319,0.253892675040319
0.8623616635001361,0.2079950373215476,1.7342904076649792,8.489268813598514,183.67315734425952,0.2540953468962227,0.2540953468962227
0.8632468036364763,0.2081403118141266,1.7362719694531,8.498282816986695,183.86686260830336,0.2542951095066713,0.2542951095066713
0.8641262356860833,0.2082824872805994,1.7382368524820273,8.506844737387802,184.0405961968016,0.2544916129719703,0.2544916129719703
0.864996262128554,0.2084216119832861,1.7401849432858347,8.51496193139387,184.19475651574976,0.2546848901172525,0.2546848901172525
0.8658562953187967,0.208557842413826,1.7421145897326635,8.522657379211264,184.3299758129194,0.2548751207810557,0.2548751207810557
0.866705809823193,0.2086912161774793,1.7440228305533048,8.529933218313513,184.44650662623,0.2550622875403595,0.2550622875403595
0.8675459289917874,0.2088216808448247,1.7459127565199446,8.536803632979769,184.54472192136845,0.255246314244526,0.255246314244526
0.8683763714232997,0.2089494770137523,1.7477898545808666,8.543265061098618,184.6248301636156,0.2554274611208162,0.2554274611208162
0.8691969282601386,0.209074826548021,1.7496658394755398,8.54932078934126,184.68720605663933,0.2556059604820245,0.2556059604820245
0.8700109888456161,0.2091980702497629,1.751545013535314,8.555052507249885,184.7345151885927,0.2557821944266518,0.2557821944266518
0.8708242696064934,0.2093194395611068,1.7534332538649042,8.560493903385813,184.76775034226168,0.255956431156746,0.255956431156746
0.8716356603550013,0.2094389963017598,1.755333057213331,8.565676532757925,184.7877460006904,0.2561287503439939,0.2561287503439939
0.8724492929809351,0.2095567991903184,1.7572505785393635,8.570639393144894,184.7955882751018,0.2562992557790313,0.2562992557790313
0.8732651288642633,0.2096729999754172,1.7591829715307064,8.575430329594722,184.79271156964205,0.256468117378426,0.256468117378426
0.8740830720198668,0.2097879236441796,1.7611309518550622,8.580127959839107,184.78142153924463,0.2566357495869082,0.2566357495869082
0.87490196599898,0.2099017655124377,1.7630931237770633,8.584741857811084,184.76195425311752,0.2568023826868781,0.2568023826868781
0.8757253399604596,0.2100149472648191,1.765071727689341,8.589187861830295,184.7316066750493,0.256968488694494,0.256968488694494
0.8765530137005006,0.2101276863446123,1.7670640404429263,8.593534902573143,184.6926894128472,0.257134367174397,0.257134367174397
0.877385846982504,0.2102401382717556,1.76905765715083,8.597862159053426,184.6475801134063,0.2573002224969649,0.2573002224969649
0.8782223474138161,0.2103521926647948,1.771051414322721,8.602159613443455,184.5956350312716,0.2574659388130487,0.2574659388130487
0.8790576360956666,0.2104638603644096,1.7730421946736576,8.60645875838514,184.5377878237149,0.2576315145505765,0.2576315145505765
0.8798907451691171,0.2105753395424799,1.7750296253718905,8.610907994553788,184.4787934528344,0.2577971819887316,0.2577971819887316
