RSY_CAGE_0,RSY_CAGE_1,RSY_CAGE_2,RSY_CAGE_3,RSY_CAGE_4,RSY_CAGE_5,RSY_CAGE_6,RSY_CAGE_7,RSY_CAGE_8,RSY_CAGE_9,RSY_CAGE_10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.7030144095911196,0.6267250605074229,0.663033055750011,0.8264896971979914,0.4126351763466209,0.3911748210264443,0.3345281031312949,0.2233619207916988,0.3312823907066304,0.5899016012349221,0.3026466845695625
0.603104389096988,0.5979156413823923,0.6648310646463099,0.7805394823414675,0.4096702024901725,0.3838189492379137,0.4038782026897616,0.1872476532483478,0.4073012261199589,0.5605891627236251,0.2874609899725537
0.6751313712451323,0.6442315777553911,0.6045996656942253,0.8477580134188711,0.4220418261063235,0.4738894921740731,0.3281031171002216,0.2098672518455527,0.3727389691338485,0.5514668073075688,0.2703635774138926
0.6344346296212455,0.5848941631838226,0.7357208572202274,0.8180597084690971,0.5092051225817906,0.4197997661584289,0.295082237738948,0.1953623992911783,0.400163990239645,0.52956558815871,0.3265606994108757
0.6434480049934053,0.6141497446124972,0.7933698080446276,0.81211291427305,0.517019982684833,0.4525015155210088,0.3341792483338407,0.2045933449502092,0.3989029483052435,0.5520693287333862,0.3395735751269713
0.5657173636123906,0.5661456560769855,0.5959172523669943,0.7627774168945439,0.4169566307147512,0.5039371095818616,0.2266252092576181,0.2163033470218902,0.3736852754169608,0.6018909640738166,0.2604666410207927
0.6135616509243788,0.5011014589983419,0.7605068125983224,0.8117303766345725,0.4073521017390135,0.3794703728797938,0.304347541016813,0.0791923149120888,0.3954236923401583,0.5733070851670232,0.353748330148916
0.601598197237806,0.3873437512337914,0.798669784370576,0.7832846554735565,0.4693478668586275,0.4118153962909635,0.3774362154550741,0.1953910397873659,0.3973828618428032,0.5920681267136534,0.311457445542652
0.5738909268951913,0.4330868702824469,0.615652415407403,0.7762853363938599,0.4365552593793576,0.3987722305808795,0.249660440856461,0.1846902135721608,0.3643471502013192,0.555087219030147,0.3163836366638129
0.5507216741085162,0.3150494001443447,0.710941482551822,0.746576023769648,0.3575462163146174,0.3462858932422011,0.4165163769722834,0.1360683992232947,0.3703653767501986,0.5305883357449164,0.2990297430930544
0.6108216607846905,0.378107307607808,0.6063588367433813,0.7539241387407893,0.4305867404263447,0.3756908199149349,0.3215073921679436,0.1339740670424901,0.3473670110515851,0.6089236429557578,0.2368997698384791
0.6268242051365172,0.4821426598077445,0.62811696266666,0.778323563885492,0.4223263649969481,0.4470482966348474,0.2845389376155334,0.1891012352958234,0.3698272423085285,0.5184460782258585,0.2570185241044013
0.7016692391046475,0.5479650468353202,0.6560866329341014,0.8202373457405214,0.4304995178528129,0.3858651313853005,0.2945939648846686,0.0797812948269052,0.410456863454999,0.556286961551548,0.2650435743729131
0.7382821155847803,0.3788996297368578,0.6220219117012585,0.8189780690040691,0.4406891046008971,0.3933813433312524,0.3431175520174083,0.1225355123212532,0.375514054852379,0.5031994547073312,0.2784701324495487
0.6768238084338235,0.3805401310749446,0.5466243839167565,0.8045117068238965,0.445576582894154,0.3171253657118428,0.3489693231745926,0.1364301986390675,0.3819319182744015,0.4940351346541792,0.3008835155879337
0.6831862363705055,0.3253129808459341,0.5654853567682313,0.7901909732021619,0.4542837926572647,0.3577826720694558,0.3229632188356046,0.1404974985513367,0.3854332952661974,0.5248422115998609,0.3441058810680218
0.6060151299396462,0.300092313412644,0.5742193466201923,0.7616616360257294,0.4776282303727828,0.4077776032904333,0.2909116202701246,0.1615763042620372,0.3633260412755519,0.5448082699693535,0.3514474073677336
0.5818699900018728,0.2860114585850412,0.5873184954923736,0.7488769270555099,0.3812114013545,0.4097611160397501,0.3243972526556185,0.1604493526563618,0.3887164359356868,0.4919819589973657,0.2998610847529199
0.5728507309346824,0.321831613397183,0.5659259289693381,0.7232293068747281,0.4376794947262766,0.3649628879275806,0.2471722525510994,0.1520799079779311,0.3705212014528931,0.514514657838353,0.2780028448919706
0.5324208126192562,0.3357201614854237,0.5677661266504468,0.6994926672736022,0.4569730166072308,0.4037480775285933,0.2645426856898543,0.1218524222285731,0.3736121006653816,0.5206744882478973,0.2640232473741184
0.4894946690069024,0.3388794791281778,0.5608928790890554,0.6751109302661947,0.4634356661578871,0.4280071451048405,0.3226188006267334,0.1111647608549824,0.3841156632989533,0.5581283188922006,0.2882287593250142
0.6050619555148384,0.3437403838262593,0.5722762592001938,0.7425198369421538,0.4202485508083204,0.4399965514286927,0.2565270170356858,0.17080371100447,0.3852567307361845,0.5428959720616965,0.3163234260250874
0.6250516827381145,0.3544526904061743,0.5761220443208663,0.7631385637205588,0.4251496524842859,0.4667788819751011,0.2555861773405062,0.1552112743435056,0.3865989555669784,0.5504981359695975,0.2995867265834624
0.6045642060612112,0.3422977269425677,0.5196017903949511,0.7551953661583901,0.4463950457051038,0.4166903594292893,0.2790879532253248,0.1621579629830122,0.3825195565043422,0.4996508049783096,0.2826725604465328
0.577433103177641,0.3160753167345589,0.5088536135267465,0.748845151329898,0.4557005997394909,0.4252572134562237,0.3003831705216382,0.172369652021968,0.3311326442794188,0.5123309776164694,0.3230701640784946
0.6153026097619798,0.3771262680313388,0.5759364748222773,0.7744854969795882,0.3884235423411636,0.3307983412787696,0.3676141249460536,0.1474452514043315,0.3685423288828254,0.53072730932138,0.2985916049467026
0.6339064756782586,0.3381126915140887,0.6051781884400285,0.7705274604033439,0.4483924627589817,0.3499441633493869,0.3729349684586406,0.1884187277481631,0.3823862199608514,0.5604306809214963,0.3026733066251695
0.6138675783677897,0.2024079839666177,0.5916851033865776,0.7597835976073183,0.4628193665962883,0.3355243629236204,0.4000659484618199,0.2091518561887614,0.3600372626860072,0.5580149231563897,0.3091425452934673
0.6232155580426424,0.2507831182002994,0.5411909448197343,0.7689057861402773,0.4075592349587694,0.3944243984058919,0.2691440098157282,0.1683105529722003,0.3626197845264864,0.5382466448994084,0.3281700544642822
0.5937272735441723,0.3160365522936499,0.5830341600615936,0.7318619078155063,0.3141918823361931,0.4129453065016599,0.2687647574465585,0.1745142711276998,0.3828060714828529,0.5598740112696944,0.3109654862456143
0.5634252359138389,0.3331796723135455,0.565486675262029,0.7333352169401574,0.3619925380921832,0.4205800396842837,0.2765065247545621,0.1785698798411339,0.383670932831628,0.4770441967752465,0.3091597916109541
0.5684371376890249,0.3454406671565347,0.5961956387413551,0.7055577684579714,0.4201184895109244,0.4140234353852529,0.3139216579455071,0.2063926235785649,0.4060455619455566,0.5275253525161785,0.3200226255807168
0.5834704520700625,0.3286842236219546,0.5976833966828907,0.7169970162330157,0.4211180471470195,0.3799116866659999,0.3315425447701553,0.157779973464727,0.4134287255494545,0.5315842354463187,0.3395231543657486
0.6307786407020978,0.3380541954327429,0.5156948913200441,0.7676671996021409,0.3954014997712899,0.4197022501059811,0.3124110802090487,0.1279041872372414,0.3627350265886138,0.5396874197987075,0.3134274425323144
0.6352563042119566,0.3387035539074632,0.5362213785379119,0.7723155880038333,0.4119798157927435,0.4235744638476839,0.2371667720312572,0.1471729712335456,0.3611987033221028,0.5471793454876368,0.2759266966213548
0.6070741281683179,0.3728764559486733,0.5214941956067888,0.7629557081923688,0.4162600465139873,0.4204774130889846,0.3245153580026504,0.0284797806023369,0.3924820639573194,0.5530254094759033,0.2912545850036853
0.5446696582476778,0.3528809814626324,0.4706917661623142,0.7333911820701122,0.4246609776361338,0.360400227603176,0.3387030651667022,0.1339727483758467,0.3901179790626431,0.4723740687891593,0.3442685163421184
0.5701157106156395,0.3545672024001257,0.5018348082952195,0.72440441556716,0.4328535577961043,0.3427455874356127,0.3450287625419601,0.1703401127999504,0.3670042934976043,0.5336056450533254,0.3325674064018538
0.5651103818667816,0.377276292408225,0.5506314187731616,0.7219327119818402,0.4222401457963266,0.3701400255685029,0.260932067875854,0.1370255244508084,0.3920930844543132,0.5206314154687959,0.3159112854554978
0.5375434426800807,0.3086568493061601,0.5155119601374416,0.7082267372334144,0.4428649771491849,0.4045704076394332,0.317816807702433,0.1656865509448668,0.3757526415913579,0.5221539510106952,0.3153139267988064
