RSX_BPFI_2,RSX_BPFO_1,RSX_CAGE_3,RSY_BPFI_2,RSY_BPFO_2,RSY_CAGE_2
1.0,1.0,1.0,1.0,1.0,1.0
0.4732386162001973,0.9003268510971537,0.5692099484394458,0.6027123022377104,0.6328948173373478,0.5631473459211864
0.5926810544033898,0.6964836980018042,0.5376595410469783,0.6967571191905436,0.5686007698995,0.6029475226520111
0.5904879698923771,0.7739531351523777,0.5023821978946437,0.7317935945904733,0.5851813690088584,0.5466100538714591
0.673730566397291,0.7324236727622322,0.5690212218782329,0.7530145141380296,0.5300721682226226,0.5346780550262877
0.6779600937043151,0.7046418036959577,0.4451512092520881,0.7241542535762802,0.5960147798099246,0.5693960704458504
0.6575616722247304,0.717792557717508,0.3224152594541568,0.7534493355882705,0.538363732177056,0.496319977755117
0.5949633024762117,0.6780769027865602,0.3537163215124375,0.8033329968685451,0.5436173272126449,0.4572316717606487
0.5680422687916453,0.6503842946263082,0.3207840664632236,0.8171476164515598,0.5294422413901217,0.4343759011020396
0.5426378470044411,0.7784428168958485,0.2904952047311241,0.7257616330468019,0.5878742666366451,0.4878211041654696
0.3249823290531485,0.7344001548034349,0.2043535301353623,0.5871129026822088,0.6175129858807152,0.4720417413594347
0.2657655713782053,0.8001142301189046,0.2542638172236198,0.6366293714220679,0.5445494704220762,0.4350646971082685
0.3255046833428743,0.8306243509921905,0.2243927917998218,0.4933221547312738,0.504452657057565,0.4360326532946452
0.4389814862091218,0.8498466040531987,0.2288817712786632,0.5241104464073268,0.512000433191592,0.4774448558041757
0.5321669783790779,0.854861331483254,0.2476368778721119,0.5266229791598263,0.5212866001335272,0.4488653144028735
0.4577992563375678,0.8239242414479645,0.2585269112058268,0.5063298429657395,0.3734709907399903,0.2537864177363568
0.4997485075567719,0.7969558486069875,0.2728794878134578,0.5210411564808722,0.3901102612601261,0.2805675832021964
0.3833679980413597,0.5699565256962756,0.2473651820706524,0.5391188821422828,0.4830780527976467,0.3211237115089863
0.3292132975492606,0.513405766507352,0.2494387314168704,0.5608090330301705,0.5343551004886087,0.3391521085761733
0.3529930739440777,0.513191959596848,0.2636734946034672,0.576238151081799,0.5676018466608143,0.3581570680622036
0.268694104352879,0.4633701668207345,0.2838822934901759,0.5429148588529943,0.5850459310059217,0.3798721692035816
0.3282059239902609,0.5779811613743596,0.2511573208526652,0.5155688281135826,0.612140225771641,0.4106946998004411
0.4065134659146571,0.4258013799922761,0.2468374083056801,0.5384414634923722,0.5905549375815441,0.4426413288435115
0.445368381052214,0.4303265152876244,0.2529559786139929,0.548351410348312,0.5746680050431328,0.4063050557827543
0.389409709222217,0.2796801031403685,0.2466254451999188,0.5410033448865239,0.4533075777244518,0.4025052272366303
0.3423896295094666,0.2810311882695914,0.2620709464599925,0.5492369657188134,0.4230334360650049,0.3629491259021168
0.3721208567423852,0.3142382828142248,0.2590587918232255,0.5497343828292587,0.4411018003765869,0.370772765062059
0.3680347591645678,0.3407200572809257,0.2807150475597599,0.5764101254058297,0.4581792628853739,0.3760588902021683
0.4457261336780244,0.3759073156038507,0.2658430315055967,0.5946089206681919,0.4739030923126224,0.3938005651783427
0.4105194990474636,0.5115177193709031,0.2929601548726763,0.5462424014237999,0.5341418928002164,0.3990127648021213
0.3670316898656646,0.5996595744519623,0.2802830524539391,0.5377799111376674,0.5681633760747657,0.3587175560481894
0.2051489012383564,0.3719503069751551,0.2762435488366751,0.5378237866666571,0.5939135031801415,0.3607196489605861
0.2799785628988469,0.3205965716461191,0.3170130485579813,0.5483815390091862,0.6059662598453535,0.3665202157601556
0.2664722294957676,0.2878150038420071,0.3271074867179714,0.5601124925700791,0.6062032297471954,0.3783364778638323
0.2699045604294012,0.3015492398200928,0.3579476842741782,0.5797492358151023,0.5920886851606889,0.3585035765278037
0.2841165017459248,0.3026921543761,0.4004977351429988,0.6118616541899403,0.5846792640947334,0.3656435109164387
0.3049217661572592,0.3392103907099637,0.3979812489653906,0.6127835002007334,0.5935325287952127,0.3628567123803906
0.3166991618353201,0.3910324487654299,0.399725834782269,0.6175864171222459,0.6030794156660673,0.3519607260831159
0.3521481244772084,0.5820255935349025,0.1955940862897781,0.5659461807460536,0.6061145663799687,0.3437525562362026
0.3534990224542479,0.6576668595685122,0.2077313972726774,0.5961385882000716,0.6046376602676524,0.3554123495250786
0.271246665701334,0.696775295717015,0.2332580684521862,0.5826581985474454,0.6067573097898852,0.3592912499308363
0.298777646234247,0.7249480968165236,0.2434469416285756,0.5768618436272699,0.6044659385766908,0.3593285798584013
0.3562555772406106,0.7120913888626244,0.2609307752924011,0.592074097026394,0.6006803571086667,0.3419720493930757
0.3698825891089941,0.7157964847675207,0.286007924561815,0.5858201298359063,0.6045979640993158,0.3548800223848815
0.3665263230372606,0.7264536452338084,0.2861737593454998,0.6261532577454619,0.5911688075943047,0.3557963954944226
