RSX_BPFI_2,RSX_BPFO_1,RSX_CAGE_3,RSY_BPFI_2,RSY_BPFO_2,RSY_CAGE_2
1.0,1.0,1.0,1.0,1.0,1.0
0.4993451034581412,0.8201033467280848,0.2167622940185022,0.5318197493842657,0.658868931477732,0.5331876346117135
0.3655920138047301,0.7711350797258553,0.2987994748047359,0.4565032662567707,0.621051755852135,0.4507247854159926
0.3895938001035978,0.6871035243079909,0.3221516065164617,0.5058610627041517,0.4937355391001602,0.4753945967745042
0.5565615167709723,0.727645482300064,0.3015101824452659,0.5668478665302998,0.5336396595018301,0.4763567760081491
0.4164226987388146,0.7213011349845191,0.279463862962363,0.5489486369887917,0.4932987833789422,0.4680261774016898
0.6620976309934172,0.7635389860274387,0.3145585861136439,0.6158687198856764,0.4649512934481034,0.4115876326929063
0.5728446195968684,0.7483708620194833,0.272320197293142,0.5301579071275004,0.5191791103714791,0.4553052170904086
0.5087903230184456,0.695788824046541,0.2816255038280879,0.5741520330389989,0.5688406191973518,0.4834883857182927
0.5579883150947947,0.7338874272703175,0.2898791921220007,0.5569468600184213,0.4059514166756729,0.4132980293370407
0.5059087983521637,0.6870503724264458,0.3250699472883678,0.4759497118003737,0.423533663551759,0.3736823970750731
0.6252880290418634,0.7257490212482646,0.2218841589189454,0.4922384672063813,0.4309285693106366,0.4108278792466459
0.5374539259039117,0.7064389155186049,0.2840329450879377,0.4832722469944986,0.3887591389542907,0.3740982941312554
0.542098392933777,0.6994883788478642,0.3123353747591798,0.5236193631351319,0.4332722039727509,0.3807359975022311
0.5432805505877644,0.7258392229967306,0.3236719277117996,0.5182713775970194,0.3792693891619019,0.3747246466810208
0.4608779180685827,0.7109290972190178,0.3067782959370921,0.4069385493187926,0.3305178432019036,0.3308140203705646
0.5324842117229894,0.7130427568841343,0.3154575499399429,0.4365009614522989,0.3784748515350447,0.3409141956240481
0.5104049463817399,0.7315204936844022,0.3166943004465347,0.4953251093734682,0.4277884606679522,0.3588999357530618
0.5196847272018756,0.735068161166399,0.3184222439722937,0.5102007994904121,0.4343983547412897,0.3672708825293439
0.6017040133639171,0.7137704418274157,0.3332214190263756,0.5780266556415967,0.478537554589773,0.3959468212375149
0.585474369134527,0.7517113860843458,0.3495263497647261,0.4038358309795105,0.3507978127794393,0.3560254374875546
0.4729621820467549,0.7416299432488198,0.3597147088796303,0.4573105558332257,0.4037299274025708,0.3983729953005313
0.4968469815789877,0.6991412327989233,0.3424040424032044,0.5117365852119579,0.4170955913452697,0.4068861221847549
0.5629012203273314,0.7127563725685298,0.2482456578899671,0.5782508956008995,0.4423007283188981,0.4069754548137578
0.5027447412855383,0.7281281174198869,0.278975535664414,0.4134500644717489,0.4420693787645817,0.3797795769939182
0.4519145040602433,0.6838160935881544,0.3141448902055647,0.4643052610733112,0.4028238767509216,0.378715593391014
0.5146429490471245,0.6887600966483467,0.3287479055047919,0.4962580524907576,0.4431697987269384,0.4058686768694101
0.5395180984966306,0.6943489991701917,0.252921967418215,0.5112672794449766,0.4440613934166474,0.3462083044525826
0.4965627604157634,0.7102664188278416,0.2991052342157274,0.5122424078077108,0.42978769002619,0.3524955179468096
0.5412063146186941,0.7280577032210562,0.2261023865319285,0.5008677779891715,0.4616756206729304,0.3717920022924212
0.5187472513612958,0.6309355979527961,0.2918774431101519,0.5004948686555272,0.4573843455980407,0.3848656313291168
0.5739822087532322,0.6609458361868762,0.2664688578541307,0.4898329520855577,0.3804945110129042,0.31773825360018
0.5338869597839626,0.683295343358611,0.2702028816639967,0.5134872430724245,0.4275563806284136,0.3288600906037926
0.5160686695564107,0.6956196285494627,0.2818261208200793,0.5376726733302388,0.4102577385434015,0.3578745306641866
0.5041216629849942,0.7053554621041744,0.2968276497149753,0.5004944544062959,0.4663345498274382,0.3888491454242979
0.5193667909959905,0.7098080068346353,0.2947853607508675,0.5120687502331323,0.4737056641463559,0.3927049141670086
0.544690898936946,0.7361681798046485,0.3143320496030531,0.4750729106345089,0.4520603877087737,0.3958859525234999
0.5405156576194614,0.667232396249141,0.3409285859347704,0.4449432063997128,0.4950891498522748,0.3624555959107063
0.5536602228374188,0.686603578951326,0.3649932540677899,0.3803285145565065,0.4634532704586616,0.3804476008788012
0.4537140931817703,0.678391816669289,0.3022433838470617,0.3916263408371916,0.4496639094281774,0.3675221709602133
0.5065991468807238,0.693282811244103,0.3000364301744708,0.41128333701004,0.457794543500827,0.3806967002172667
0.409321274342875,0.7020517703980244,0.2922428222895641,0.3615403575862202,0.4337870284498994,0.3315881980164416
0.462061594921382,0.7246892000967793,0.3181622827208431,0.3874950671629334,0.4582682222070418,0.3663770467212975
0.4840854730607844,0.6517781222269383,0.272751847315392,0.3876311974335498,0.4486587431086646,0.3775924938968972
0.4944159027949493,0.6921504290174966,0.2732686273487619,0.3580560412012026,0.4605644872744757,0.3373068085016004
0.5271481342315556,0.6939817560563302,0.3195124799078274,0.3643936632092334,0.456878450481512,0.3403985204121078
0.4631877958701637,0.7040909873975572,0.3352728204820688,0.3837111791057164,0.4257936175695848,0.3036243651035758
0.5376929355569989,0.7148728148555872,0.3370873486815121,0.4041273318902901,0.3598950279644556,0.305729867044665
0.4731351055361936,0.6757347819171098,0.3007337775054609,0.4075231810920384,0.3818464455653479,0.3170114514051393
0.4917088344073106,0.6546709346207438,0.3389615980370946,0.4217340074860414,0.3927749951072417,0.3342383656172818
0.4192511082323747,0.7013401031309427,0.2357058764962245,0.5028694444479644,0.4194839701003565,0.3485919099038903
0.5122461938146748,0.6591651826229797,0.2612008070929303,0.3911759399640619,0.426899586375858,0.3635498846806428
0.478947778806612,0.7041446785852834,0.2998025120924281,0.4569650790208849,0.4676150974519512,0.3825798296554915
0.4799202650812537,0.7258406249679061,0.3110419072575112,0.4605222891688543,0.4729907895871832,0.338010879373576
0.4301952037189628,0.7409558916444827,0.3102564612102089,0.4916793519598242,0.4860763217247841,0.365750147052691
0.4541839903073529,0.6481238275547883,0.3168648930723768,0.4508688601476959,0.4432077972372686,0.3432066667544153
0.3877652173887754,0.6761076537837049,0.3269194081985478,0.4544918456610933,0.3575421943373763,0.3114540483092942
0.394610484978942,0.7077117921920817,0.3418128808477844,0.4754718362018787,0.3872145587219184,0.3578782840891612
0.4180517946614071,0.6892131854809025,0.296985769881871,0.4858832725031585,0.4132221595003194,0.3723706368133627
0.4745870726921693,0.7248597203728937,0.3301010010859565,0.4939717230726333,0.4463809893814672,0.3806410606408605
0.480542411835861,0.6500576337196138,0.2908089189545628,0.4376035425942425,0.4151687583492799,0.3364145136594717
0.5200384340538675,0.6731209503207007,0.285087775278083,0.4662293508198832,0.4254850352318262,0.3468719288919737
0.5458624878408571,0.6126417115955941,0.2903385270016727,0.426136960494039,0.4291023687981865,0.3498313504024621
0.4462122377127294,0.6838917429017004,0.2504094654682889,0.4687651232775233,0.4450285925044907,0.3634272554307907
0.4795621442974796,0.695812523695699,0.2545973162978948,0.426191104559919,0.3066974474041442,0.303406546567468
0.4222218764669583,0.5774331468541745,0.2706635236683376,0.4416235056737121,0.3594421059696577,0.3044208195434362
0.4433477892484284,0.5904931758091085,0.2939686084980579,0.4555149845753749,0.3177812606286441,0.2905443452112747
0.4740332498962815,0.6389455164669665,0.3137459294458953,0.4818440552302274,0.3392110174152736,0.2843965361272174
0.4536516467076042,0.6595473359122977,0.3264190494289149,0.484680605852634,0.3281620977048746,0.2942330903920885
0.4633454303090971,0.6205586532597063,0.265648615409621,0.4975814784853137,0.3283867918547177,0.294818595328266
0.4767682509221905,0.6219756343911969,0.3216993035491493,0.5056966028437156,0.3498044518022135,0.3028978354929478
0.4977284895165119,0.6008780810847708,0.3063639792712098,0.4270191612261715,0.356860401078701,0.3166815784659457
0.4074026354996202,0.6034269281104465,0.3267160098528949,0.4388920210361774,0.3675208981783343,0.3127127250690623
0.4225897412827674,0.5680755997406722,0.3149621175190442,0.4769740961616341,0.3602705927181241,0.3163065981203931
0.4500814819256108,0.5827596550727532,0.3020049587364734,0.4459824379414279,0.3657545604785595,0.3095568451743855
0.4336415602932932,0.6257386705583833,0.2845443641383297,0.3785106809550392,0.2844480728603151,0.2442474511163735
0.3286693595634439,0.6581303768725595,0.2611809576225114,0.4589483742021466,0.3000252648153516,0.2767120649112338
0.4435575701715491,0.6085136139135278,0.1406317008418444,0.4842394176906776,0.3120591173203867,0.2790891088025035
0.2297791205630078,0.2653907937192838,0.0377942330826363,0.4197842356214348,0.2550111150529471,0.211376381667304
0.2517773968729993,0.2602279250648077,0.024676839843972,0.4260064550838819,0.2633530445942479,0.1990260926034901
0.3201840270555808,0.2681588755569372,0.026254237657647,0.4385173659537703,0.3075946623930345,0.2126801350921031
0.3005333050343969,0.2743717397416017,0.0430199284881012,0.4514566586499865,0.338439927498499,0.2143629072978619
0.2437399503267057,0.2771012013464815,0.0342826760078715,0.3930164436530594,0.3407758926836511,0.2070611212123297
0.2560132013559206,0.2777032499754739,0.040672400508369,0.4226745802819454,0.3587662336436208,0.2162589490850449
0.2979726708090729,0.2773097791646744,0.0458929579822304,0.4863095352715154,0.3644928041023966,0.2233278619410351
0.2567512914884964,0.2666361334839527,0.0463040226536895,0.4339857938554532,0.3315317353540537,0.2072890274486862
0.2676560413764913,0.27239494320973,0.0465951443988116,0.5233717967989552,0.3321731885281213,0.2103836756375857
0.185865708562658,0.2727191462812706,0.0493729918758023,0.5353620536974374,0.3573371933830693,0.2122736342149848
0.2088639484414495,0.271814298946302,0.0516884622296988,0.5393882979875548,0.3270356503471845,0.2137371771952762
0.2284007888195695,0.2763721566809511,0.0652015978947074,0.4477593524301924,0.3387645700099014,0.1988949307251079
0.2770441805204983,0.2738074137666942,0.0629045716359805,0.5078359260075008,0.33585365256265,0.2014527242805102
0.1986675917441165,0.2708025100162969,0.0540950608765762,0.5040052116161854,0.3540741339632482,0.2054144930148816
0.2661977404990922,0.2757644293813085,0.056718169008775,0.4082823875698306,0.3279716440668699,0.1754792344382067
0.3228005352318392,0.2815659596477407,0.0512602080010156,0.4237885004853262,0.3479155917585438,0.1939734163937869
0.2947477750046245,0.2829674026120898,0.0533809187211335,0.401536026927649,0.3213950653718088,0.1992141061916321
0.2794425221890095,0.2638862340460496,0.0642410332290307,0.4074415613453749,0.3202116235700001,0.1902569851100228
0.2990966736136093,0.2650924266659156,0.0501268966397511,0.4283323976644559,0.3264128529012072,0.18422359855842
0.3277785160560189,0.2666132031940141,0.0695199619535034,0.4419987266297764,0.3232042206335065,0.176441213102073
0.2553436355084723,0.2693159135808851,0.0785700420596677,0.4300374010357543,0.285731060045358,0.1632003610043091
0.3089794786374998,0.2621809094460046,0.0716900068287503,0.459013853738457,0.3039317153195956,0.1593438549699861
