Mode_0,Mode_1,Mode_2,Mode_3,Mode_4,Mode_5,Mode_6,Mode_7,Mode_8,Mode_9,Mode_10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5648653191976337,0.8225428725931689,0.8907048887227327,0.7984848326770094,0.7873411924857464,0.8409600316174343,0.7901050091112133,0.7610472059832188,0.8162381242038225,0.7482785858085774,0.7213143502622258
0.5072011656411496,0.8336512658044709,0.8803415695656729,0.8209973444453169,0.7894710302975733,0.7487702916888692,0.7535169773519731,0.7477194337535751,0.8001914811451147,0.6910926526129686,0.7694967749987659
0.4473514127796612,0.7863336179450165,0.7466633691404899,0.7274142605374256,0.7805136830311556,0.7893949227023804,0.7954335905769204,0.7673323287311754,0.7668114404852394,0.7561429655291181,0.7551985720916561
0.5783204800515684,0.8318690099861822,0.9153442591848132,0.7856499754421638,0.8055937018303523,0.7621193051287576,0.8012095481735995,0.751539277921669,0.7323791065922091,0.7561240892046429,0.7390282202582725
0.4563406937674096,0.8247994693327856,0.918070112634088,0.7337622875247718,0.792309552852703,0.6837235117429417,0.7636354957619547,0.8006345866967848,0.7635726805504484,0.7410202502909339,0.7402839815404101
0.4840093990460284,0.8417603924613635,0.9185551934308424,0.7119577605457531,0.750227069134091,0.8189185634799339,0.7950221086965689,0.7738085013425646,0.7775259258940458,0.7605540698833543,0.782493259905212
0.4558145482360668,0.8162980978029496,0.8363023984401661,0.7618429348612058,0.7241040849769055,0.7572736697045018,0.8108615263279253,0.6949948469418824,0.7505131837768185,0.7225861544912385,0.7704998739666397
0.4447142635148395,0.8243420771314962,0.7310650143575558,0.7538046910207,0.7840693273073799,0.7612186484424572,0.8124425905885642,0.7178897600237569,0.7416051911889462,0.7473931698435234,0.7841700660695081
0.3902498746720522,0.7482541489723994,0.7494879368349032,0.7531551861213237,0.7020878595132954,0.8451758347675824,0.8296056103357811,0.7376750525825964,0.747580637452621,0.7237439645068796,0.773631808538805
0.4752166927416743,0.8541013619219107,0.88712841119338,0.6862338240515385,0.7395220102311422,0.8181593942298613,0.7675410023122909,0.79818583895881,0.7979818707210701,0.7549918132934569,0.782089353877576
0.3321179247639313,0.7556980779962218,0.6718811077334078,0.7108416514095388,0.8269659433269124,0.749562102225726,0.7726638431357707,0.7712237570269527,0.7635125984628637,0.8152006950287798,0.7714341311142205
0.3582836304536336,0.7872634461595578,0.7323909897638424,0.69481947933322,0.7769935414087809,0.7356070643582764,0.773386755100939,0.7627145855575164,0.7631717552686431,0.770988858588762,0.7281520866450693
0.367364309039431,0.7933687310729535,0.6767976523259005,0.6918870009868567,0.7598533059673592,0.7778280325087115,0.7943666970157133,0.6701940083406387,0.7688968520027347,0.7403014456053796,0.7546909294953743
0.423105527291837,0.7930119333167636,0.7625477765497352,0.7141248460962761,0.7454082953561967,0.7274693015618701,0.7065614773907616,0.7080181071493377,0.8140021614142674,0.7368725820491683,0.7391532216598531
0.408056615996499,0.784697856628751,0.8065645046449468,0.7515930537406945,0.77168790060097,0.7620787743162396,0.7655917895429406,0.7398905115021742,0.7979758158032818,0.7358909501339688,0.7554296890843131
0.3889784909552243,0.8106726215264486,0.7228594885113256,0.7049246829726926,0.740432456683291,0.7654231423055777,0.7941583193951289,0.7528634199660689,0.7584623264942316,0.7411674170851705,0.7546722592091046
0.3944468571444234,0.7144743561701485,0.6370275559324644,0.730298490014877,0.7553929649279517,0.7588153714958434,0.790798339594152,0.767095944398777,0.7636057968742255,0.7424103079849825,0.7471787497143215
0.3542833901625413,0.746488916316811,0.6447548068753183,0.7397615030198896,0.7601828151173616,0.7260436019487143,0.7949046050941609,0.7468626402436609,0.766241492477655,0.7563089186586448,0.7644001262559263
0.4038652237971643,0.8022908809790144,0.7726114446184404,0.741518835303762,0.7593326474607957,0.738859801477741,0.7618630269856115,0.7787806427140137,0.7460394522314097,0.6997227662259037,0.7314116178596358
0.4141969909133514,0.8269812941977843,0.8476980097095304,0.7268965780360183,0.7592286496992996,0.73793308923247,0.7924948454196652,0.7817245245361983,0.7492088192333668,0.729728568160966,0.7640863609947154
0.4342389642102154,0.8329023397628899,0.8559705801379118,0.7392124376405795,0.7335761874022201,0.7979025742733847,0.7980538923730789,0.7575331416749572,0.7777686440689764,0.7410028153109784,0.7888243883503734
0.3212480258902175,0.8150970367606916,0.6717562235109871,0.7450088232608381,0.6970118011881896,0.7776254855047146,0.7980305854941318,0.7608797331654137,0.7859987230733725,0.7449512839289414,0.794782365479074
0.3860900830340867,0.7904676267452863,0.7906709137205544,0.7648845424234068,0.730403702742995,0.7833838971798198,0.8019529616963395,0.758361685704682,0.8033889050055469,0.7592657952733521,0.6989414291874618
0.4259983219680519,0.7921563992353793,0.8378911363178454,0.7763612475293792,0.7605602207447888,0.7277312777005214,0.7763954949125152,0.7450174232619868,0.7685854326268765,0.7645636838634837,0.7340366102702102
0.462133768786964,0.8200132807360734,0.8490624522895807,0.7093738905155084,0.7147597623497538,0.7415574216990357,0.7484995251889277,0.7348138853964254,0.7697362094631197,0.7409622026217934,0.7625735648705603
0.4042318395504602,0.8237206647407402,0.8714336759565791,0.7137517220875664,0.7276568932150751,0.7673177139308589,0.7944073062258887,0.7631903278938595,0.7598309831091158,0.7615908544194393,0.7200803427922764
0.4326979494573982,0.8534106160615798,0.8173905059851837,0.7622442989937206,0.7233744967101131,0.7476740546704905,0.7711921607417466,0.7778255035393676,0.7453157464848366,0.7446042805277802,0.7236192639019994
0.4415058505494977,0.8577078483692551,0.8272546590319956,0.741877654265593,0.75622769077817,0.732283171917455,0.7966086903551455,0.7655044245369982,0.7474490613309567,0.7525840082243793,0.7408341271714495
0.3920127879379387,0.7556285431925305,0.8106125477757601,0.7434902005746222,0.765377057590626,0.7773235160189125,0.7932205153521958,0.7736562621645027,0.7617252209373739,0.7354090961419636,0.7617506480401428
0.3058511203188168,0.6887321890658544,0.6085961010646519,0.7520457225078503,0.7410608874053607,0.8021793571726421,0.7801230080757507,0.7710452488381152,0.7725268042865099,0.7477004311443565,0.7720678759572617
0.3569810905638913,0.7689165049055111,0.7470541776072306,0.7309257327768791,0.7557461567208485,0.7385763174223249,0.803266049259583,0.7343155011634013,0.7499349504318323,0.7046036662054338,0.773110676266618
0.3781254338056681,0.7907682829682384,0.8289284147448224,0.6246931132709997,0.7762135236637109,0.7483350562853892,0.8047424190576482,0.7520943140397546,0.7841282289197037,0.7506413051012906,0.7899516940673672
0.3885856918869586,0.7836742020052273,0.8814553978231623,0.6994194160100213,0.7366741557865645,0.6776156209313793,0.8124358283438463,0.7577117213480583,0.821915058487459,0.7447674364272676,0.7930204084585424
0.3985835730615503,0.8395640070673545,0.8968725132059043,0.7419018309055379,0.7239517917896089,0.7492251152452194,0.8288700956820895,0.766809462858832,0.7428086289205276,0.7809335171670513,0.7380253963217711
0.3748663937670852,0.7549741442958157,0.9047104841140354,0.7449296331355266,0.7304471957964549,0.7572452578546367,0.778204438676344,0.7834320214108763,0.7610399661803573,0.7835553748027211,0.7380203796046549
0.3982002232932329,0.796557846298099,0.8768964781405806,0.7455935856953355,0.7442094042967456,0.7761278808250247,0.7968003690081387,0.7868872337294788,0.7814001869193561,0.7752580210261121,0.7352313867599172
0.431735811132594,0.8116823625674928,0.8914938691061817,0.7322564853918675,0.7282463807332689,0.7901022963948312,0.7907414628050813,0.8138492994034612,0.7699068517531931,0.7611391546926759,0.7251362151917174
0.4314818643369258,0.8479554536346011,0.8894694525335884,0.6817018714028573,0.7511529720995738,0.7045066377099856,0.7685738528602234,0.7045422146936511,0.7781588540913447,0.7632490540548689,0.7542033832505045
0.3652691587209672,0.8350227636617498,0.8896328856095854,0.7333344696425608,0.745407336141176,0.736643948011916,0.7855461737704266,0.7464556507754829,0.7553482810507034,0.7620684083171032,0.7641468086516765
0.3877655744397378,0.8361335454471335,0.9010539479151434,0.7393438232668474,0.7699482283583823,0.7208830319367642,0.7887700423909199,0.7792774716054682,0.7779239209108362,0.7787049813934146,0.7786858886979409
0.3865674575764375,0.8392014223090181,0.8978252331195885,0.7143685836178159,0.7806583912919967,0.7729762169306096,0.7462485909998124,0.7911419496079266,0.7415745232620935,0.7656308590901408,0.7683495347576554
0.3936301303490048,0.8406000817414231,0.8846323413585561,0.7329448484910953,0.7741672354752157,0.7580761183152965,0.7878133271986444,0.7355873113972287,0.7637788350073091,0.7298548649881758,0.7737063378985292
0.3292161381602551,0.8159853608314308,0.8667133690090687,0.7516004305791602,0.7864397223542146,0.7792028044392305,0.7938748480873326,0.759056457114165,0.7819356532172104,0.7073362972052466,0.7532850582424622
0.3578578482807213,0.8244848015081903,0.8217446847372532,0.7631895808413149,0.715899443719807,0.7631701953639972,0.7968412281859688,0.728157873404452,0.7388714143916184,0.726485872334947,0.7446743813604306
0.3765381513854101,0.8456067396281843,0.8577386194116197,0.7694141556893861,0.7239458136278127,0.7767679036993692,0.7817976625134935,0.7784247229962555,0.7463422789735891,0.7476044104372713,0.7553786068123394
0.4086846362337528,0.777802965272775,0.792605603705489,0.7268168314775983,0.7490287735937508,0.7643368776087939,0.7742849547480367,0.7519322742759227,0.7348019202248297,0.7562406376997659,0.7162686095613182
0.3572287909709731,0.8069703271916548,0.8514953935097493,0.7071735449108114,0.7660465705167363,0.7289942076371599,0.7638151166402148,0.7660515605073195,0.7455086470688208,0.7572039659350289,0.7313932021971439
0.3861487920502922,0.8134594514173845,0.8264219854672309,0.7265416785367339,0.7698041648842779,0.7407879412838978,0.786054370267405,0.7932493032666145,0.7556867108561525,0.7320569107147549,0.7540670619709537
0.3451044454406245,0.8029610720145984,0.8736487753388564,0.730218048566835,0.776493853432394,0.769946725037193,0.801012289401441,0.7743634789324182,0.7662114374442874,0.7542185450463761,0.7231197414008916
0.3742072918498297,0.8324988203528507,0.8359122361251954,0.740228610214001,0.7745144461318829,0.7369739235497696,0.7870415373927657,0.7178868911111784,0.7693406816280093,0.7244165869572435,0.7340548320539931
0.3443153685077847,0.8172590405588522,0.7353525995691474,0.6690712399843294,0.7748267964294371,0.759225118387336,0.7641297112391637,0.752491371524106,0.6874344822365988,0.7122175979915657,0.7708679127332972
0.3459007213386432,0.7449379591126692,0.6896259155059064,0.6783503827640691,0.7190843208273012,0.7590535897053537,0.7517831352760203,0.7487585914391353,0.7294853072309226,0.7265996520493474,0.7684134944376516
0.3271233258775264,0.74249721162744,0.5821533198742751,0.7322326285055093,0.7405511926993884,0.7521776783746009,0.794092570855174,0.7183977607638085,0.7914871480169121,0.7423988192287272,0.7384651853574956
0.3709470094355463,0.7627972392669082,0.7221279973389443,0.7023330249103554,0.7542732815797617,0.7389623165414189,0.7956001270474425,0.7270643918114332,0.7533206540525704,0.7430989914807188,0.741719130870484
0.2585389186282317,0.8008338279699736,0.5654860475883472,0.6977326146637554,0.7420733189570506,0.7429388989316257,0.7971712763422262,0.7563224843263385,0.775657223289757,0.7472030689426541,0.7650946335362356
0.2926337879459936,0.8033124607556033,0.5931227005357067,0.7058364464015212,0.7545888971381711,0.7449184429735575,0.7684042801579937,0.7942898757156805,0.7110318004196764,0.756528679436289,0.7580848446307995
0.3333659861938364,0.8335618278409866,0.6651499706747754,0.7181705030585023,0.773513005445849,0.8032344588941278,0.7947125664043775,0.6815510683793118,0.7455362274014261,0.7569677758348798,0.7745743023816276
0.3366578429844856,0.7881874208810434,0.659730489593967,0.7019051849729515,0.7797012673301016,0.7791171679469965,0.7484933711325623,0.7240520263783605,0.7664211418566156,0.7589608374169146,0.7795016243760158
0.3598219254072123,0.794041710238261,0.7464032034583324,0.7026854696028189,0.7778860528224769,0.7600608598138735,0.7747107886545384,0.7494727508219019,0.7740332310563852,0.7640835632655067,0.8023823678890323
0.3862142822643087,0.8035037870316613,0.7478946240281743,0.7170335598295465,0.737920818662899,0.7396677281511846,0.7850348401928944,0.7759727933645225,0.7425714079079255,0.7097160706266832,0.7520240645986908
0.3907507544799715,0.7676823155047641,0.7167282495527009,0.7393538443856087,0.7704263909016131,0.7608447144390775,0.7703753765776421,0.7470551395396552,0.7500423831696139,0.7217897492947789,0.7534074272440681
0.3201318926202506,0.7883843180391137,0.6931405093925485,0.7394225023127059,0.7424990157493242,0.7937942168646558,0.7759775007219607,0.762117486987197,0.727283781313147,0.7261168866884946,0.7617471115007122
0.3270545096526941,0.7925891534177423,0.712194935257346,0.7438518477436677,0.7382146789274899,0.7935316433594569,0.7920383394766823,0.7667582472846336,0.7689757304846757,0.7166018581103694,0.7846132769152689
0.2807376103563654,0.7951961527004884,0.5926885386143524,0.7488849121185337,0.744698608758346,0.7647866440963956,0.8094357961953881,0.7307222204788326,0.7695266692154074,0.7363498415961807,0.7747561727695641
0.319188194904734,0.8117062354520159,0.6657748811368316,0.6298296152603295,0.7536075069097932,0.7764681135556537,0.7674540933126501,0.7436227496400478,0.7492980495681583,0.7606468334949624,0.7763895276207773
0.3534936235020415,0.8163480067517981,0.7187816095367479,0.6658568399298075,0.7544030089194987,0.7799135994689803,0.7826978777672005,0.7396339745009846,0.7290662867343599,0.7629580383610637,0.7096849793991006
0.1664056855969277,0.7798533633329845,0.657353632212617,0.7015043586080412,0.7607371238725034,0.7695548011802934,0.7094117610170511,0.73297611950901,0.7487791890063098,0.739881904943125,0.7233128624132247
0.3119167102501615,0.7885705588552476,0.7548769845107268,0.7053819761886737,0.7691168816909321,0.770339531062098,0.7315111278766563,0.7535507963888868,0.7773576469426573,0.7427801343191012,0.7752563921794438
0.3560481776166843,0.7876886147210438,0.8261763547523298,0.7338467489488885,0.7648131613516106,0.804695961543572,0.7464385060629605,0.7808981890588677,0.7740340139962675,0.7381420366083253,0.773155227179661
0.381094198614226,0.8028852611169288,0.8101558355007272,0.7813662302028832,0.7654600560077178,0.7897188566272484,0.7721217077760885,0.7513226096309119,0.7937778780400716,0.739696839700116,0.7199827694675723
0.3252937923434186,0.8091953826820855,0.7180328856857109,0.6825539184441498,0.7480912788430678,0.8096566057785496,0.7919001209368279,0.7688752759430694,0.7896699178711103,0.7628353703716997,0.7278278579668316
0.2985201007683018,0.8075544818016746,0.6640827698307165,0.7117751485567918,0.745654919522378,0.7581777982753937,0.7936762485315005,0.7687915913183798,0.756619764234802,0.7434422674573767,0.7437515674333541
