Média,Média Absoluta,Variância,Desvio Padrão,Assimetria,Kurtose,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Variância da Energia,Desvio Padrão da Energia,Assimetria da Energia,Entropia da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Frequência de Pico,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral,Razão Pico para RMS
1.463672932855431e-18,0.10303756207595494,0.033240689580483665,0.12882800510259773,0.007399696207863222,-0.04872747901292062,1.563029467691727,0.12882800510259773,0.4239822410305371,0.8596656665467594,1.6455042042383892,487.0,0.6251899557841405,0.028447015616675623,1.4823874735109762e-05,6.965525619165967e-09,5.855359451543e-05,4.897325901078672,0.2841234313283766,67.71182071450023,0.49746390069684,6.040601567811e-05,38.4375,90.52741802475995,87.12925723223296,0.5,172.96875,198.4847133006501
1.4635721020533898e-18,0.10304071371846886,0.03324172380303518,0.1288319438001328,0.007399741609331672,-0.04872941053143271,1.5630751472972149,0.1288319438001328,0.4239970465772029,0.859694289910713,1.6455605891722431,487.01493999999997,0.6252087017119432,0.028447890388761637,1.4824330582991998e-05,6.965740199996919e-09,5.855538859248082e-05,4.897472028573549,0.2841318133781787,67.71380386323843,0.49747886668230695,6.040786676151061e-05,38.43788671875,90.53015731435781,87.13190975310813,0.500015,172.97395312499998,198.4906201415505
1.463418497710603e-18,0.10304992570436915,0.033244697458514834,0.12884345983749082,0.007399726936669796,-0.04873443959608207,1.5632116774994875,0.12884345983749082,0.4240397576085699,0.8597767688512578,1.6457260155707538,487.05938649999996,0.6252644887008493,0.028450409058706463,1.4825643073843912e-05,6.9663197790293936e-09,5.8560460530770564e-05,4.897895912232583,0.2841575623918419,67.71942842465879,0.4975233574657072,6.041310588526674e-05,38.44320908203125,90.53843685979099,87.13981143599062,0.500059625,172.98956132812498,198.50855735685468
1.4631971912576222e-18,0.10306827751423259,0.0332506467714636,0.1288663971688623,0.007399478606446772,-0.04874383160648294,1.5634830480500739,0.1288663971688623,0.42412425018486927,0.8599398439446857,1.6460519482302192,487.14710459649996,0.6253751130836142,0.028455444835421322,1.4828267240969946e-05,6.967464650250435e-09,5.8570500617671676e-05,4.898703158577339,0.2842102013131222,67.72970976056851,0.4976116020872272,6.042348350964898e-05,38.45353114072266,90.5546823957739,87.15538976741091,0.500148132125,173.0202824519531,198.54346520101225
1.4628741196161615e-18,0.1030985725769285,0.03326045240277587,0.12890425436012007,0.007399102240629667,-0.048758152905117376,1.5639315022434122,0.12890425436012007,0.4242623826692266,0.860209099892084,1.6465854982657064,487.29145083261244,0.6255579168401436,0.028463747983868366,1.4832594050999674e-05,6.969300097936661e-09,5.8586830454533114e-05,4.8999868535217495,0.2843012548960373,67.74543577741314,0.4977574580534607,6.044037779828133e-05,38.46952397908448,90.58147506205145,87.18105584945175,0.500294417628125,173.07092773848632,198.60016192897456
1.4624583653249357e-18,0.1031437623085351,0.03327510813164308,0.12896070048936462,0.007398138787203437,-0.0487778123273828,1.5645980004987776,0.12896070048936462,0.4244680917519858,0.8606117922747184,1.6473781201033497,487.50575634713266,0.6258297347143651,0.028476144200520734,1.483905377828074e-05,6.972044974723122e-09,5.861117393113891e-05,4.901875975015824,0.2844388179864739,67.7682666268448,0.4979744233116934,6.0465565484271304e-05,38.49143099806614,90.62119481409765,87.21917576718575,0.5005120237738531,173.14604525673838,198.68346006697053
1.461883989174069e-18,0.10320314296611113,0.03329428165003364,0.12903483247295897,0.007396303848869918,-0.04880154220122315,1.5654748903406002,0.12903483247295897,0.4247400694122026,0.8611454964897,1.6484312954149467,487.788235506165,0.6261881865261706,0.02849234366888795,1.4847495398065637e-05,6.9756378608942105e-09,5.864313573926721e-05,4.904404570918049,0.28461932663862516,67.79962661199144,0.4982607661689309,6.0498626004741855e-05,38.5230160067264,90.6739219604287,87.26958926984575,0.5007991456032937,173.2454726353734,198.7940722541372
1.4610997247623987e-18,0.10327732959084542,0.03331851536091775,0.12912734543322382,0.007393180245575448,-0.04883445413294715,1.5665577855075863,0.12912734543322382,0.42507961471665834,0.8618126580473788,1.6497356548318007,488.1371518227694,0.6266307444179436,0.028512644207426125,1.4858074104964113e-05,6.981173107972747e-09,5.868526511851642e-05,4.907720607636647,0.2848364415846596,67.8453177500424,0.49861455661401627,6.054209319856635e-05,38.55986189427044,90.73882678569379,87.33175572058683,0.5011540125834324,173.36843851650403,198.93011907059434
1.4601840890995107e-18,0.1033658656499838,0.03334764764692332,0.12923770584530406,0.007387467420375625,-0.04887306884517615,1.5678403393095892,0.12923770584530406,0.42548496824779647,0.8626114363078623,1.6512854640666057,488.5509069961328,0.6271554169046755,0.028536947539876477,1.4870738686751685e-05,6.988559334261572e-09,5.873710356701234e-05,4.911750489440817,0.2850923259041028,67.90359069460858,0.49903408992830306,6.059551034827028e-05,38.60241833847488,90.81559412571822,87.40541659231805,0.501574888017227,173.51433952346108,199.09020015190666
1.4590786845825155e-18,0.10346892400514145,0.033381923790450414,0.12936613692386528,0.007378449944684197,-0.04891648503099543,1.569315066583733,0.12936613692386528,0.42595818802050267,0.8635475517626354,1.6530797749448969,489.0276327173887,0.6277601125167781,0.028565449596125565,1.488559124342135e-05,6.99807806115241e-09,5.879952673723894e-05,4.916547826181873,0.28538351681824287,67.97677917898648,0.4995176466510464,6.065975338757422e-05,38.650619079790054,90.90338442100048,87.49001736811691,0.5020600684632893,173.6820213332167,199.27288187018638
1.4578022163558144e-18,0.1035865133868831,0.033421490305901164,0.12951264978577762,0.007366351454434626,-0.048964618797133194,1.5709775969407809,0.12951264978577762,0.4264989090409099,0.8646194501273062,1.655111649916252,489.56558765956385,0.628442744617728,0.028598277690468476,1.4902698119056008e-05,7.010369263742853e-09,5.8873971212065276e-05,4.922223738377539,0.2857049045269064,68.06960860165195,0.5000636127736574,6.073624513179196e-05,38.70451584607158,91.00163681940347,87.58511510265376,0.5026078831649975,173.87067144679995,199.4775627772618
1.4565250097552177e-18,0.10371860387018174,0.033466446318729484,0.12967720034121738,0.00734979622519527,-0.04901713384913823,1.5728244267023503,0.12967720034121738,0.42710412461272634,0.8658235564710667,1.6573650748945263,490.1621495832769,0.6292012368202521,0.028635529192150018,1.492211005323086e-05,7.025657154379594e-09,5.8961097614737806e-05,4.928796269568689,0.28605295889648413,68.18281212509378,0.5006703583985403,6.082564041842873e-05,38.7640996315841,91.10962423936131,87.69012113483952,0.5032166934888934,174.07948269184362,199.70300727962703
1.4552391431940134e-18,0.10386501271112904,0.033516776710668356,0.12985955967928475,0.007327575371865605,-0.04907350063805673,1.5748500355230475,0.12985955967928475,0.4277718955845096,0.8671594481451771,1.6598299668893908,490.81535262074823,0.6300335763307124,0.028677196414352304,1.4943823040308653e-05,7.043907149132935e-09,5.906077228394741e-05,4.936222464374766,0.2864276369870996,68.31536235823722,0.501336309119449,6.092780766127027e-05,38.8253178325819,91.22675000389921,87.80463015629273,0.5038848923722172,174.3075360237942,199.94792733604336
1.4540458555542479e-18,0.1040252623314615,0.03357226957670182,0.13005912404118677,0.007299353403697738,-0.04913363166712144,1.5770494103178434,0.13005912404118677,0.42849952954300763,0.8686232334496367,1.6624985701875952,491.52360125984524,0.6309377588167281,0.028723093870071752,1.4967740422132232e-05,7.065050806235909e-09,5.917270157867987e-05,4.944516641719906,0.2868267045285688,68.46766311241115,0.5020598688741532,6.104243725811969e-05,38.88952690111002,91.35276915385589,87.92839782061888,0.5046109037794345,174.5543307875422,200.21223316527625
1.4530178351927707e-18,0.10419905740852396,0.03363282958642352,0.13027551686341904,0.007264290109712751,-0.04919819923276847,1.5794184858414186,0.13027551686341904,0.4292853983505134,0.8702109162363557,1.6653642301322145,492.2851813800717,0.6319118161811634,0.02877311021683843,1.4993804177612522e-05,7.0890373123077925e-09,5.929668495090008e-05,4.9536884805481565,0.28724656408571736,68.64005803154593,0.5028394534663784,6.116931866467162e-05,38.95724053900004,91.48744663803096,88.06118470297757,0.5053931821676156,174.81938767679293,200.49623015220547
1.452118603355596e-18,0.10438581433923758,0.03369818200425622,0.13050801957610111,0.007223297095934189,-0.049268997186149466,1.5819538018016133,0.13050801957610111,0.43012506020351177,0.8719150218226448,1.668414217890744,493.0980834571036,0.6329538998186298,0.02882700179842079,1.5021887336331835e-05,7.11570094634835e-09,5.943199544409212e-05,4.963701458832415,0.2876874807109399,68.83172634927207,0.5036735181826477,6.130771524870522e-05,39.03253337565765,91.63068864540716,88.20274357191387,0.5062302119605253,175.10224827544425,200.80007873442037
