RSY_BPFO_0,RSY_BPFO_1,RSY_BPFO_2,RSY_BPFO_3,RSY_BPFO_4,RSY_BPFO_5,RSY_BPFO_6,RSY_BPFO_7,RSY_BPFO_8,RSY_BPFO_9,RSY_BPFO_10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.0187852038592626,0.5890999092691356,0.4810323889632863,0.4745259215425666,0.4405090343792992,0.5336261954085658,0.5747202639431446,0.4885964447569111,0.6302227052214947,0.4504944640885008,0.6668515984367799
0.0032919331248088,0.6688683282760727,0.4989520414760554,0.4800857147307857,0.3561131764307026,0.6454542932227667,0.4491356254455546,0.3724960640288374,0.5205025795885406,0.3856886097835468,0.4349044722941608
0.012793385783196,0.4768438628003426,0.4144357244372966,0.479093269827944,0.3555587095735413,0.6305975807833522,0.614981059985335,0.3620321860934208,0.472574719905425,0.3425304601002996,0.5789907913032083
0.3864999137465277,0.7558057038537218,0.5944495108915032,0.518141597051649,0.3903393846336394,0.5636977641748309,0.5387760731201621,0.4166215723761347,0.5932764832202044,0.4092668367944235,0.4272875470232471
0.0427586167013509,0.6332317051812908,0.4557294402711369,0.4906496611425096,0.4098418183219411,0.632734506763195,0.5517929642478303,0.491761312364956,0.4326292528631705,0.5307137305152918,0.5142274969349325
0.0607735728334958,0.6111486255643198,0.4520566499347011,0.4629692905617281,0.3760540960614629,0.7030395753469784,0.6215224917117713,0.2469629771920715,0.5631239684022313,0.4535873647528187,0.4724788929861974
0.0079359485734293,0.6526097017862448,0.4046208367208418,0.4772397107737581,0.370347403329091,0.6151886995530453,0.5675983853237166,0.2861124269814701,0.4880255640593138,0.481224284433592,0.509675906347158
0.0364675552599284,0.4700338639060146,0.3643757187741902,0.4298948213243286,0.4681435867782971,0.6383138218065668,0.605361645970971,0.3940272341843509,0.5094178977393107,0.4679084684581343,0.5389518147716387
0.0108535824815264,0.4842603369816659,0.2444488079522717,0.4659762123545866,0.2720352956868971,0.6429179359561785,0.6189833388439401,0.3607103945267832,0.53487578955939,0.3862639817106862,0.5082569426425444
0.0559315429607378,0.6544597908668487,0.5104184138508467,0.4560528057508419,0.3812027041110148,0.6864626936352043,0.583182843241382,0.4191433119661873,0.4704655334932637,0.3457065848062104,0.4596442777247149
0.0033267113843838,0.397535699524115,0.3975751965259038,0.4252818560686875,0.3949186843100821,0.6597856923960064,0.5677199607271911,0.3583455133120078,0.5091239537496212,0.5117639060751258,0.5000237692614327
0.0118401502013654,0.4503597589562282,0.4053045951324473,0.3915180730194435,0.2470764011645308,0.6412517460077332,0.5674480497182014,0.3765896101692129,0.4623028820356445,0.4336609774385151,0.513292503432772
-0.0765599502491262,0.5057772719484183,0.4143389285038581,0.4089502466078124,0.2949452330345559,0.646968706705431,0.5227012896637738,0.390884873876312,0.4420125241197416,0.4494453437156401,0.4165792066223641
-0.0332742837552725,0.5194096541062361,0.4675559145332899,0.4273259514585184,0.34979382287748,0.6551902440571877,0.5594406996562966,0.3712014394262343,0.4863923042742635,0.3661727536198157,0.4346900110903283
-0.0199863725566874,0.4772114729000876,0.4676476053738787,0.3694543097832716,0.3965620935542225,0.6840766463489627,0.5690676352890294,0.375613991037409,0.4745483787847181,0.3198353643871406,0.4759073829002914
0.0228047624830154,0.5277893411347911,0.3262665438691945,0.41495091408969,0.4228601343601926,0.7205185739244412,0.5713662589671511,0.3979761587211159,0.498611478264227,0.357995006679924,0.5073354121379223
-0.056818064073544,0.5548023172503799,0.3384811622286965,0.4554419093172678,0.4515767378496416,0.6566155510226461,0.5797158867085721,0.4492828864105503,0.3741509646556038,0.365255652469524,0.508772248203837
-0.0195437486616971,0.4635304786343491,0.4028618743554546,0.5188478056082739,0.4051946334864897,0.6204608308305445,0.5810577878822412,0.2896559782665876,0.4460760723298176,0.4156040127687068,0.4063509090159472
0.0312272930277142,0.5666519047327867,0.4477392567108201,0.4348578021394016,0.3340551583054589,0.6592466872892244,0.6616398125065419,0.3230026753459226,0.5307115730490866,0.2950524894297668,0.350699896209397
0.1200985383893657,0.5837511750532632,0.5003999936300793,0.4278950698532154,0.3618790542274622,0.6910819022990035,0.6407595892982609,0.2043890425063975,0.5440595053908266,0.3267452984924163,0.4643175456050806
