RSY_BPFO_0,RSY_BPFO_1,RSY_BPFO_2,RSY_BPFO_3,RSY_BPFO_4,RSY_BPFO_5,RSY_BPFO_6,RSY_BPFO_7,RSY_BPFO_8,RSY_BPFO_9,RSY_BPFO_10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2669473213049935,0.7513804717939685,0.4952258107372272,0.5974243693628631,0.5240158310565122,0.5447616186978432,0.5301996517951133,0.3797804311261823,0.4962284056969787,0.4636323494657285,0.2695238565032271
0.2827157308689512,0.7356474471806433,0.5523613306494883,0.5881144562424947,0.4825186501192,0.6023235096079302,0.5039652209287588,0.4725760005473916,0.4579792721058719,0.3914349631144207,0.2538186410258821
0.1844510062693101,0.6343036807247204,0.6382446971841125,0.559488181754338,0.4625808025844366,0.540118218636686,0.4954884692046695,0.4301677494319999,0.5049099734077719,0.4479037644819189,0.2878279785693804
0.1878734133391403,0.5824519782574277,0.5185982654408705,0.5396250005084253,0.4190410168040732,0.531514486539567,0.6264979312366263,0.3872529213788162,0.4853939316302435,0.337234206768247,0.3293824982060923
0.1967852691169833,0.6634389467574244,0.6728612667704146,0.565010988648183,0.5258411592303629,0.6175832521992936,0.5304487840526536,0.3229812008728391,0.5027533719079172,0.3841849560252767,0.404015522365361
0.0306179963686353,0.5035363124145285,0.5501914334473427,0.5672132924513377,0.4140535902857705,0.5547651195258353,0.5493220332536325,0.3734692668857476,0.6029933428036521,0.3914393776523036,0.3445836000061733
0.0808415780775871,0.5181848603394225,0.6987400623039699,0.565936310734012,0.4861629984810536,0.6386083002906424,0.5490357138672414,0.3043308113503727,0.5311239914304521,0.4612172621163339,0.3569903892490794
0.2194259854320801,0.5796659087000963,0.5869709820687554,0.5567978766571133,0.4480518529822654,0.5488620326704657,0.5523195330421068,0.4287904285196802,0.4342324050549908,0.4459903576558017,0.2447887653733483
0.1555707399025311,0.5792304546744635,0.5284072545035939,0.4744463572238362,0.4677464774926989,0.5821610649177547,0.6118773893164893,0.3487650695746945,0.4723228052384556,0.5556231869500673,0.3146485657482626
0.2318514519452124,0.6247028899779314,0.5970127188983589,0.5433491023444804,0.4754355036248892,0.4827891848284971,0.4666457045563738,0.3982625293402177,0.4453804434244252,0.4253316224987919,0.3419965545978004
0.1455771126072038,0.7633232330936106,0.5624445598021056,0.5128790463542408,0.4842577515973186,0.5835580484173272,0.575338635769098,0.4443626902614524,0.5881986444534157,0.3802240227270758,0.3729858583760563
0.0282084883081266,0.7303236655252056,0.5925599808124017,0.4331403969242536,0.5165960864822335,0.5862964914210508,0.519880073566504,0.4144986972907299,0.457476647230791,0.4037629367133689,0.2434650062976492
0.1130428555093334,0.5639495469093534,0.5936189847418929,0.4761037897440808,0.5555013927424497,0.6047540524360193,0.530998417901585,0.3346196383782584,0.424887189282852,0.3966310484027416,0.2598209722665648
0.1703140668699048,0.5915873378295051,0.6494096889412849,0.5431074794214257,0.4655150453310865,0.4140110916874409,0.5340377365070679,0.415781072411665,0.4713812161601285,0.4465085935841861,0.2603098486708274
0.1797315514209881,0.597331567443361,0.6733921569661758,0.5487794094508736,0.4934148300387202,0.4917319095064221,0.5160977503390174,0.3139633658353488,0.5058246035984975,0.4555830217307487,0.2425066423364044
0.181351788385709,0.597653527779687,0.5386515930189694,0.6158721024669132,0.4482999235945343,0.4760702253225373,0.5339838771835979,0.3474057116307715,0.4679138084394736,0.4015784988965373,0.2774235699422154
0.0147424440153472,0.5761899531988237,0.5293631761837828,0.6040152244015383,0.4765605927851905,0.4861452402228071,0.5472792108710866,0.4022917646819322,0.486985428222441,0.3612659982149799,0.3143958232485669
0.0937202818828143,0.625268534413316,0.5104979634785727,0.5185541918300415,0.4449398390821213,0.5330796007854954,0.5560973006893959,0.3002891614711134,0.5130619434006438,0.3632231113990062,0.3250787910249169
0.1787383032184523,0.6639937346577309,0.5395961895671604,0.5382044814261671,0.4876119843201378,0.4494388601055445,0.5505419994626406,0.3648792443183887,0.4181204892207094,0.310641649763485,0.3095386652144452
0.1369120634468552,0.5578788442193218,0.5755412519814451,0.6068170860163375,0.4879441020062814,0.4740318578949724,0.4356527359850157,0.3868309180864916,0.4625142199210799,0.3666354221256213,0.2669843401634826
0.169966113201968,0.6056770131766138,0.5981582661580985,0.4996260253984362,0.4036968678427226,0.4793486015673411,0.4688040213154638,0.2186252622200535,0.4878513679418835,0.4022702415309533,0.2400622655188013
0.0635418718977926,0.508260382040292,0.5403296442465275,0.5058723796870659,0.4472060166148003,0.3915140535926317,0.4826696066787949,0.2569547402213628,0.5163599955277747,0.3486648236917486,0.2811060889451022
0.0440906911446613,0.4994436305388399,0.5955570644287271,0.5371792636938524,0.4894101703547315,0.4697020515245294,0.5757917068129214,0.3260779129173929,0.4265238072269781,0.3761285477681765,0.2187236059881423
0.0652500818617672,0.5415744526128985,0.5387946117204565,0.3967945865827154,0.4502393634182036,0.5367329234602644,0.4948139885462255,0.3999341244230809,0.3954055111556402,0.405101543380111,0.2454410300703748
0.0184103691754785,0.5011676128305056,0.570016500780459,0.4598609144863071,0.4604009361037193,0.5218144143305413,0.5166192035496759,0.3765850763106089,0.4362808664359507,0.3649629395163361,0.3302874971820294
0.0028004694099231,0.5318160136915551,0.5979041147306823,0.4809525860985825,0.5014129446378015,0.5237872034977142,0.5061693412065552,0.3915568490997261,0.458902969450034,0.4173733238610166,0.3356681821381266
0.0993282646959838,0.5757612016489762,0.5638985672729543,0.504646767631737,0.5198881388483225,0.5245370754127067,0.5055548900487473,0.3750707234355559,0.4401320574633505,0.4107520980888243,0.3123763186431963
0.0260922657730968,0.5953624162280943,0.6430962122572292,0.5615491767090786,0.437341072992337,0.503787864766691,0.4946562845212325,0.3634855324132071,0.4683205646883935,0.3196245095880818,0.3771956930318877
0.0925136297276663,0.506798050747785,0.6140097118751836,0.5088735874988528,0.4677096333334012,0.581675958748207,0.499909250543844,0.3482441389996472,0.4259616535153666,0.340314798733927,0.3950442897045055
0.1535035925117755,0.6123775101171371,0.545293574436062,0.5171238034768643,0.5091283411975708,0.3792518898905863,0.4738019057119458,0.3275775570246264,0.4873238975812046,0.380265786573304,0.3173944465681146
0.1209139561952851,0.6075931511420634,0.546164339470808,0.5120340811661032,0.474255921487829,0.4301221579191114,0.52643826861046,0.3322643598017648,0.4884811182713771,0.3809394924267787,0.3228244908859288
0.0988755552548482,0.6119866800462848,0.5968579878292448,0.5016767923800558,0.5042818030314697,0.3609939029915564,0.5511946799075871,0.3905274653092878,0.5328257505710614,0.2916623626828276,0.2910317414741287
0.1968887880569423,0.6337345786365709,0.5791251349699964,0.5287648560615947,0.5195370129046704,0.4807404707515714,0.5556528055208969,0.3941265396927184,0.4546111601118003,0.372926050988853,0.2545516901814099
0.0945555178072168,0.6514028674033071,0.4986257102748948,0.4457750991457478,0.5502364956971306,0.5236406210160269,0.5881405153553299,0.3974663554613292,0.3958178140490864,0.3242451373195585,0.2513922771065257
0.0748836469930887,0.6199381539083662,0.5658343099047378,0.4898898281990261,0.5494183488289464,0.5213109170416228,0.467245405037402,0.3207807794668961,0.4753487939651076,0.3231860611649598,0.3004011489864033
0.0540865765760648,0.5868486930204382,0.5923073507546168,0.5350562081994934,0.5999716045333128,0.519962886336113,0.4841238450169266,0.3489916174634925,0.4926140167525132,0.3755690585266702,0.309638543330855
0.0844372312550467,0.6059707885939903,0.5278959338718066,0.596250845797945,0.382403590233326,0.5812958533435483,0.5215235458081466,0.3711568280746669,0.4200583666264545,0.354375437903783,0.2711725196520879
0.0373661326188473,0.572788289890053,0.5721766698057694,0.5411844061556322,0.4548655501066375,0.6511059496208557,0.4848617084561241,0.4007156758677628,0.4427983791427883,0.4301454941219612,0.325505227662844
0.0441430362326974,0.5222573837525186,0.575850971968656,0.5379079907322385,0.5732186847724896,0.6097579163958351,0.5438190660373998,0.391870744993585,0.4759205367406076,0.3732593639536218,0.3101124437218078
0.080984750914552,0.5491783154966461,0.5112686835135637,0.5521049352289905,0.4788789004851999,0.5268513836760208,0.5054147554495865,0.3979804619279873,0.5432097429553195,0.3736192788923395,0.2726121831649452
0.0812552507503008,0.605785540082318,0.5180745225871188,0.5667148497869443,0.5410568689563372,0.4359217784369549,0.5604450309993498,0.4283449329464431,0.5436176215747665,0.4111697562762504,0.3039785126168914
0.096981251926383,0.5688057796196533,0.5800961441540171,0.5790783218976439,0.5467746109855299,0.4972550572383809,0.590469049925582,0.406974655039508,0.525908552016862,0.3981160158577393,0.3429206632295966
0.1420142235272688,0.6092051869313819,0.6238595205914564,0.5375620093058205,0.5627820116310416,0.5073953717218704,0.4275248808200783,0.379353229238862,0.5072135809398755,0.4317434197728375,0.3347202359349182
0.0993750655451245,0.6369112700052741,0.6027342899942447,0.5468878356457125,0.5922376612088337,0.534398686864388,0.5194543068133736,0.390331131374114,0.4778121717780498,0.2699885431322571,0.316493004749368
0.1013506126727294,0.567170482979871,0.6360650427156217,0.5668574592421768,0.498817224405075,0.5507350495841001,0.5152352827744268,0.264737069968621,0.5123201469344312,0.2957004764478595,0.3498155083039572
0.0126055744915462,0.3433257570956192,0.3171965190214511,0.6077876137607483,0.5243370572189257,0.4632972471918735,0.5305451729887467,0.3229766841168117,0.5504089613034233,0.4106701166285513,0.2776029163998024
0.0134598174298655,0.3729109183876197,0.3673302886487082,0.5821203299879567,0.5688153212808669,0.4965364233759723,0.504207347916205,0.3130400547096038,0.5191258346567947,0.3979409082004488,0.3352689749180647
0.022198088024361,0.3983174741397028,0.4155009923086039,0.5569718943095969,0.5919983622784678,0.5159235688864086,0.5111026811624979,0.3304933689970994,0.4671349376728523,0.3028860806046657,0.2699549737495628
0.0364618634806138,0.4075997631614219,0.4080986779097821,0.5091062043361175,0.574186414005212,0.5189310616494105,0.5001663995057226,0.4259975732591925,0.4223473876528989,0.3387048449393629,0.3091328127863632
0.035137720449179,0.4104992369523008,0.4208985242797213,0.449957854436269,0.576321834066656,0.4627368449623495,0.4766475006222954,0.3552544059236913,0.4467064852592411,0.3420299486725459,0.3388071530818863
0.0097914365087091,0.419173365756045,0.4239862739055686,0.5004502964986661,0.41200661498205,0.4485302200432974,0.5181686471017906,0.3592364090750229,0.4887434479155867,0.3266860318561636,0.2462540171776112
0.0093740054743176,0.4187349240422657,0.3775192414752647,0.5059677111920217,0.5035628592243505,0.4509003056520807,0.3959367017799651,0.3594088998094468,0.5286468397294847,0.3238996202273293,0.26072348743275
0.0121361756695539,0.3853597469944975,0.3631675152221496,0.3194153705588127,0.5208868928803745,0.284590143458349,0.282207753003988,0.3600219913227442,0.486419578051127,0.2749276683720348,0.2524396182075918
-0.0134909631815723,0.3338211439312705,0.3532145371627114,0.2828602687181482,0.5316802433823807,0.2744093043295881,0.3035330099308699,0.3689302304920731,0.4989729289045309,0.2801266987457191,0.2200306968564955
-0.0063186997705419,0.3507328841749877,0.3563223253122545,0.2762804789445293,0.535069213812448,0.3476160137241925,0.3491162892492198,0.2812665272422167,0.4205220026150722,0.2800250968522187,0.2288284190583332
-0.0668095418957365,0.1067831290594146,0.3393785051989507,0.3121074362289853,0.5409561034551598,0.3981215390926808,0.3489902320339264,0.2625898984029535,0.4771202152838387,0.3133663260433778,0.2135853126297721
-0.0992794000651058,0.1347542793806929,0.3393965526172341,0.3303070642576666,0.5410177261255585,0.3617059792990418,0.3896857368394341,0.2268030033553428,0.4311748616856197,0.3576531963087396,0.2594186547001145
-0.1138215321050233,0.1212421220703559,0.3145023320810545,0.3478749449638039,0.5654454748152575,0.4238213204135149,0.2846087364217536,0.2376617168985852,0.4425417556605057,0.3715491725229535,0.2285369404789182
-0.0895482383464872,0.147463730372345,0.3382523018105203,0.3266670467044475,0.5534165215369342,0.3915143950641312,0.3351995129238968,0.2505138410099282,0.5053155606941173,0.3412391859022063,0.2703224113476703
-0.0762684585731064,0.1501953925933247,0.3647334568028989,0.33742521600305,0.5348433524227996,0.3602809505817001,0.4138513944709938,0.217834425906777,0.5195489597098789,0.3519766061933214,0.2358456992751385
-0.0687984622774845,0.1341405924718348,0.315937615541576,0.3217681431191462,0.5585663890788076,0.3506218797954483,0.4976627390098585,0.3151582879980946,0.5503875696737666,0.203090735292454,0.2716623513644823
-0.0718989363990152,0.1526661170178603,0.3574964096470338,0.3494262344711225,0.5705240151010362,0.2663659160907269,0.5485786220165113,0.3591390940819752,0.48740753886489,0.2641458069785314,0.2017325878251711
-0.1070253882352356,0.1545667719312614,0.3437344908772559,0.3915536308549554,0.6238344709599455,0.2941813910424036,0.5660263190640074,0.2288751239277748,0.4431264281591371,0.3014710752208496,0.2508784326712817
-0.1057581122390737,0.1610039258935003,0.3330480330499337,0.3134839647596637,0.5283691068888726,0.2777517639023623,0.5526078211743068,0.2338083679915679,0.4701454729648577,0.3128474076722005,0.2379338238739258
-0.1031253927325338,0.1555660568848541,0.3078033401211114,0.358262696755093,0.5429008649721407,0.2392479171755306,0.4852473628075446,0.2381477821458307,0.4764191227292693,0.3477033624693458,0.2686828639957931
-0.0964572020197181,0.1483243046880388,0.2874873101054555,0.3649364416813436,0.5924949688021067,0.2603536503764617,0.4993786703786915,0.2140120526065271,0.4572051525773254,0.3706715249868277,0.2974439617438313
-0.0895119993793772,0.1635298260802628,0.3350617261448078,0.4015928403287314,0.5844105639384071,0.2761166684885282,0.4086814790715113,0.2832125437902586,0.5040106107485506,0.2783132515279856,0.2234734294369477
-0.0894760872068897,0.1786959125401521,0.345368065878594,0.4415235840131732,0.5875808421734743,0.2263379741286183,0.4231186108182511,0.2780223477540475,0.4833683096207036,0.3032196610318145,0.2392649470858897
-0.0774807106929486,0.1835026424359963,0.3584626624238387,0.4540092955428532,0.6169531218727028,0.25014295946337,0.4403719906469104,0.3255131509625212,0.4966288222280728,0.2122989090502864,0.260375706754694
-0.0748047375462983,0.1948152854688222,0.2714802031334858,0.229713358625228,0.5817078788911858,0.2873708017818707,0.5282488433517519,0.3322804518439375,0.4473718142489992,0.2626757896776094,0.2445925334094246
-0.0550244645133238,0.1872323952441709,0.3124527681997455,0.3406326419365608,0.6155680525204194,0.3061190451203932,0.445847274202477,0.3587719395472502,0.4144664986480867,0.2636689762784412,0.2605429270506471
