PC1,PC2,PC3
0.9389117193920518,0.6542484833800083,0.7054760262514026
0.9388908523143692,0.654258085899021,0.7054148036757448
0.938829106000943,0.654287689464859,0.7052300422718031
0.9387066963170211,0.6543454748919888,0.704868801509847
0.9385047860189096,0.6544406058945242,0.7042728475108715
0.938204415194485,0.6545809908446005,0.7033892834809983
0.9378082156594993,0.6547687175655633,0.7022204409792889
0.9373174712641069,0.6549951340211502,0.7007876154939621
0.9367346491468611,0.6552597708323922,0.6990946844871229
0.9360614228246555,0.6555572993119743,0.6971714762842315
0.9352996812254214,0.6558837632241163,0.6950355675570055
0.9344519231321983,0.6562344556886162,0.6927072382687374
0.9335204848851874,0.656606539353641,0.6901978483206896
0.9325078681728342,0.6569999615506246,0.6875093514342852
0.9314161504296565,0.6574136234769913,0.6846449368069992
0.9302480994870639,0.6578479746735026,0.6816031723802625
0.9290051994070957,0.6582973797744969,0.6784120169005806
0.9276904842186577,0.6587694651204339,0.6750647187182524
0.926304894136982,0.659255087781311,0.6715934494833273
0.9248510582423033,0.6597567117518324,0.6679884106363914
0.9233314063696828,0.6602766382782745,0.6642437916293126
0.9217475168892043,0.6608154988728336,0.6603580114684184
0.9201010080109759,0.6613737385394227,0.6563380413338937
0.9183937722604192,0.6619507877960555,0.6521817836236328
0.9166273358267358,0.6625430216993561,0.6479040288391849
0.9148031698533526,0.6631493277490745,0.6435158452933278
0.9129226333760448,0.6637690707461124,0.6390240746190433
0.9109872140773282,0.6643980416775337,0.6344351581061283
0.9089994222850829,0.665041895470637,0.629733141445415
0.906960442227044,0.6656988308204987,0.6249339859419708
0.9048715838463788,0.6663661968691024,0.6200532235203632
0.9027349804229379,0.6670457756091813,0.6150945269912853
0.9005518815833327,0.6677348865782783,0.6100658769037108
0.8983234989849714,0.6684317560279243,0.604985406224259
0.8960512718417115,0.6691381058552037,0.5998550649731036
0.8937367665328387,0.6698531087819315,0.5946755008521526
0.8913822233171081,0.6705774118094988,0.5894373577478884
0.8889888661544432,0.6713104591473715,0.5841478263208009
0.886557711849743,0.6720494298654471,0.578826215569392
0.8840899756795833,0.6727906152757508,0.5734855030257295
0.8815865953996752,0.6735327434671037,0.5681354325898487
0.8790482436748847,0.6742721383178246,0.5627911031731319
0.8764763386518296,0.6750076236461839,0.5574565716777224
0.8738718657569085,0.67573954076873,0.5521391971372303
0.8712358360467961,0.6764651462411644,0.546850513304151
0.8685693996907462,0.6771821246136742,0.5415973497458981
0.8658734007336282,0.6778888732710247,0.5363922257436716
0.8631495424872471,0.6785868688137193,0.5312347684539307
0.8603995411733341,0.6792792889154018,0.5261105941976831
0.857624836671717,0.6799691489955857,0.5210094896121845
0.8548268549843574,0.6806583068860093,0.5159259348952447
0.8520064372551314,0.6813455444063539,0.5108519568903716
0.8491645412775133,0.6820297510250464,0.5057978123633324
0.8463021770768977,0.682707418789593,0.5007678267458326
0.8434204823834609,0.6833781729957412,0.49576750140928183
0.8405202087064481,0.684041606425714,0.4908084807252183
0.8376024397282023,0.6846984817357339,0.48587880650662907
0.834667934499155,0.68534846441183,0.48099462415656513
0.8317174236155236,0.6859921523657483,0.47615685724180445
0.8287519542588827,0.6866311856075533,0.47135613790558983
0.8257724132167429,0.6872641794146293,0.4665940764481321
0.8227803696383587,0.6878942418874798,0.46186310864959434
0.8197761355348792,0.6885231696639507,0.45716746278245735
0.8167603037107497,0.6891499568428197,0.4525084496796843
0.8137332527652046,0.6897768424674944,0.44788993563544566
0.8106953715602723,0.6904017382136267,0.4433158444202302
0.8076471715912902,0.6910234643120451,0.4388035425930058
0.8045883054515438,0.6916368191291492,0.43435195764436163
0.8015187010114768,0.6922342257980043,0.42997529017894975
0.7984394290555727,0.6928156098599677,0.4256729262789837
0.7953513085107188,0.6933844496926445,0.4214340824125301
0.79225433083847,0.6939365020891428,0.41727680242614995
0.7891497056060848,0.694472066140537,0.41319181516853354
0.7860387387449214,0.6949958680112003,0.4091711751799111
0.7829225343856926,0.6955057341059463,0.40520355245084594
0.7798021130625157,0.6960060959823184,0.40127513377067026
0.7766781069829968,0.6964959166619871,0.39737417026274324
0.7735518636540986,0.6969786545282786,0.39349334861505214
0.7704240702318151,0.6974574118250708,0.3896291976258043
0.7672942387747612,0.6979313071905985,0.3857928537670343
0.7641631333296269,0.6984001466441747,0.3819886994538525
0.7610313882211086,0.6988675307960247,0.37821388023092384
0.7578997892359716,0.6993343103225733,0.3744545798993195
0.7547686406186688,0.6997981130003942,0.3707179448052984
0.751638064285289,0.700258391026862,0.367002058071601
0.7485078494908504,0.7007123498713058,0.36333411784279046
0.7453773663925237,0.7011548993684436,0.3597378625869556
0.7422468244384579,0.7015871490898395,0.35622362442633726
0.7391169449618211,0.7020111018540454,0.3527963948927797
0.7359885200801592,0.7024256481057833,0.34945682884191276
0.7328610993718361,0.7028266824202853,0.3462209190765235
0.7297352051976317,0.7032147047872954,0.34308526458252075
0.726610818238427,0.703588746926245,0.34007020551025513
0.7234877315805868,0.7039464898144464,0.3371792432680687
0.7203663613222734,0.7042890916650907,0.3344120522420607
0.7172478750499363,0.7046192701494629,0.33173726134724224
0.7141329359280687,0.7049406198440301,0.3291526945803138
0.7110218937498598,0.7052508979634474,0.32665496453440535
0.7079152592922617,0.7055468034233263,0.32426848527962426
0.7048132239479417,0.7058273522719443,0.3219987252939044
0.7017164543440289,0.7060942565327374,0.3198348564254708
0.6986250199498572,0.7063453294799,0.31778064702616426
0.6955377186958309,0.7065693642525983,0.3158462301767321
0.6924553979945736,0.706768899992017,0.31402349067248525
0.6893786006641835,0.7069446879241297,0.31231079906071124
0.6863070531079676,0.7070917178395333,0.31072630944759605
0.6832418839680037,0.7072127958203274,0.3092609643760029
0.680183532106879,0.7073100884751834,0.30791149147628605
0.6771317363758894,0.7073850957552494,0.30665504932416154
0.6740863561621144,0.70743728706925,0.3054951965271796
0.6710474395146816,0.7074660312192037,0.30443604279439307
0.6680144879421612,0.7074662295814955,0.3034828819129973
0.664989319297958,0.7074504844098479,0.3026211513313305
0.661972282059659,0.7074192224386882,0.3018551131087649
0.6589629758817788,0.7073681005193582,0.30120297221291836
0.6559621401410713,0.7073020488895123,0.30065094512580604
0.6529696245349339,0.7072217041353436,0.3002048327979985
0.6499851745015859,0.7071261949799571,0.29987858701574244
0.6470095023599542,0.7070196300749314,0.29966976078788476
0.6440428654558882,0.7069016513233632,0.2995725893566027
0.6410864914870946,0.7067780024321414,0.299579518883586
0.6381415654490428,0.706654014267895,0.29968533883285176
0.6352087445326038,0.7065296316387903,0.2998833027383895
0.6322877890472036,0.7064048168207486,0.30017336417708484
0.6293788822964712,0.706283396250877,0.30055293722018817
0.6264819064032934,0.7061640512894258,0.30102445022496327
0.6235964635124074,0.706040076942656,0.30157355156030485
0.6207230642651179,0.7059100952870241,0.3021845117833062
0.6178614552969777,0.7057720868944848,0.3028657143838086
0.6150119791222595,0.705630127454743,0.30362012147523165
