RSX,RSY
0.0,0.012725783776052844
0.31792577917885445,0.38481732939781893
0.36828464168753017,0.32725709163639105
0.4041260339444468,0.35727708949249487
0.41117382827249355,0.42449593998334617
0.41184888506752726,0.4164551957125921
0.41641874553994734,0.40546381313875246
0.42699101989443683,0.3990226189475314
0.42907962926572474,0.40721888037066717
0.41343120983699233,0.411650940357759
0.4066720632661836,0.4075393788898964
0.4462020672622163,0.4155533103486846
0.429024575753982,0.3634436996876178
0.44062039450934526,0.4170119672635472
0.43276912287743186,0.40999869527338817
0.44725001516945806,0.4103765109786113
0.44962573403175987,0.4245271442170563
0.4585685699043639,0.37223452651907557
0.4411545094868921,0.4228346507196599
0.44338237444523654,0.41385676107749436
0.45541127318405283,0.3669572746866457
0.4701257900045082,0.4136367350237618
0.4572629623566202,0.3756226448517887
0.43930612660409346,0.4075733314248462
0.4370582900732098,0.4071751747934423
0.4407407471305958,0.40969762991960273
0.44875179533147314,0.40547696645172443
0.4497441810419073,0.42414074893371956
0.45806493983246,0.3997080378693879
0.416095046304376,0.4091914270850429
0.4300316169130605,0.4084665317963362
0.4948509551571097,0.498831216812868
0.5279638427435606,0.5046606122563176
0.519492643974079,0.5100603502080673
0.5135093857327946,0.5119913797898172
0.5200378682572498,0.5231399115536571
0.5085922463949037,0.5335990620751239
0.5042956358352405,0.525545578422172
0.5280094403019572,0.5520982448493904
0.529057379334017,0.5532378867358477
0.5247451098520626,0.5594668014486478
0.5366268570575818,0.5293080869067519
0.540360292894718,0.5525903769749011
0.5337282669395029,0.56477657896118
0.5248442354559405,0.5664771346910829
0.5107863131118576,0.5504599040048774
0.521167166893737,0.5651917563253901
0.5401064126011799,0.569901673591334
0.5641283347493531,0.5864630928147533
0.5311609382921822,0.5633203829210952
0.5366299921525393,0.5645494803998607
0.5523857849791248,0.5705056440587842
0.5462838383897081,0.5635376084242291
0.5737347062013557,0.5888061585776223
0.5654894609973432,0.5907533670396815
0.5967772270776379,0.6100890461117854
0.6457497362408983,0.6813083537918105
0.7079388724693043,0.7582475715757241
0.693011553940678,0.7356052270868692
0.7129711340956831,0.7437474381233165
0.6804346059824558,0.7306370665334787
0.684647299231106,0.7361252035134922
0.750857356312584,0.7801525166983011
0.8064593122435477,0.7903089754106551
0.8263312359721476,0.8022658257406544
0.8074641654781977,0.738313166682793
0.7736321912375611,0.7980991674430451
0.7945810401073579,0.8044095168560534
0.7910311076568428,0.7880212725425527
0.7672099751587032,0.7854150022637226
0.7720724779826929,0.7861956807677858
0.7668527201776153,0.7774632601483605
0.7798435089001041,0.7679343282285599
0.8188144692601976,0.7873426680555842
0.8023565115302393,0.7438104534298818
0.7010552350669463,0.7352853204110291
0.6947018144048271,0.7305293156614668
0.6891858447271617,0.7009018243140304
0.6732273203137075,0.6970193562337588
0.6980182255727324,0.7003480640121175
0.7022687333382978,0.6973167984497621
0.7120554260424529,0.7060024603888354
0.7233652768289891,0.6980453548802885
0.7158359550609795,0.6764327475736638
0.7156821189405819,0.6737292848537639
0.6970578309631188,0.6678839353580421
0.6785002623523229,0.6667076091702915
0.7076759965899597,0.691076862699797
0.7078923898654916,0.6479610275740202
0.7342816012897103,0.646953575541906
0.8041983573998219,0.6594333909819917
0.7565499905125433,0.6439092382973964
0.73702185827883,0.6430710711993111
0.6439711720499711,0.6323297886862965
0.6547094518761328,0.6522794159073219
0.6389347406213313,0.6511704236322442
0.6254214000238151,0.6296307073191513
0.6482546695274416,0.6543738529814762
0.6452326737861162,0.6524707064960374
0.6571404538207171,0.6574052531611299
0.6624851419812612,0.6861012790623118
0.6667677399004749,0.693977879825432
