Média Absoluta,Variância,Desvio Padrão,Assimetria,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Variância da Energia,Desvio Padrão da Energia,Entropia da Energia,Densidade da Energia,RMS da Energia,Largura de Banda Espectral,Planicidade Espectral
0.0489906069116853,0.0075853305078216,0.0610045093416575,-0.0034092457666491,1.5426851452245556,0.0610045093416575,0.214616109506748,0.4310672847923757,1.73454210369676,736.1,0.6220998551664624,0.0062536549059369,3.25880922664774e-06,5.147952145857885e-10,1.5550908684059877e-05,0.1977216359976253,0.4974301617451205,1.5901541283058972e-05,109.39901737153468,0.5
0.0489918440299761,0.0075854868413989,0.0610060406821357,-0.0034095198384587,1.542731829618564,0.0610060406821357,0.214621393368226,0.4310776219398225,1.7345938609142453,736.11347,0.6221184225963873,0.0062537792745149,3.2588740357034577e-06,5.148053059959294e-10,1.5551297748517408e-05,0.1977252925707334,0.4974450746454296,1.5901935708420498e-05,109.40213067634816,0.500015
0.0489959173958187,0.0075860840495401,0.0610111451612826,-0.0034112221231252,1.5428684626225186,0.0610111451612826,0.2146400344702055,0.4311145850122109,1.7347552531971038,736.16882825,0.6221742344547287,0.0062543003529226,3.2591455721326924e-06,5.148472995510123e-10,1.5552641429276057e-05,0.197739088713239,0.4974893697174465,1.590330761386139e-05,109.41164020991002,0.500059625
0.0490042707699725,0.0075873535688077,0.061021640372773,-0.0034140223863543,1.543137937200599,0.061021640372773,0.2146793118529527,0.4311919281884732,1.735083415158947,736.29142552325,0.6222852413755662,0.0062554223599135,3.2597302552962685e-06,5.149274161628625e-10,1.555524030170177e-05,0.1977769396722588,0.4975772404261547,1.5905975655714467e-05,109.430916366231,0.500148132125
0.0490183814171223,0.007589539327197,0.0610393687564177,-0.0034184080268831,1.5435825735077486,0.0610393687564177,0.2147459881770695,0.4313230507543465,1.7356293717028457,736.5082825404313,0.6224687755712075,0.0062573459819181,3.260732663844777e-06,5.150528918596045e-10,1.5559413399700927e-05,0.1978488027496535,0.4977225100190158,1.591027543072798e-05,109.46325859958532,0.500294417628125
0.0490398194741774,0.0075929250375549,0.061066293168241,-0.0034239705634271,1.5442433636299246,0.061066293168241,0.2148471761295276,0.4315225154965513,1.736442192430602,736.8455244183546,0.6227417668929419,0.006260307667582,3.2622760122887102e-06,5.152370787732093e-10,1.5565587316627326e-05,0.1979627053850219,0.4979386765687301,1.5916650884230033e-05,109.51176048280811,0.5005120237738531
0.0490689365328737,0.0075976589198427,0.0611028812371387,-0.0034304324338767,1.5451125687618177,0.0611028812371387,0.2149862781524139,0.4317960165598506,1.737529044327067,737.3163240069487,0.6231022313625232,0.0062644541596241,3.264436768954733e-06,5.15493161881132e-10,1.5573917382381233e-05,0.1981217199787459,0.4982240067268411,1.5925269458270862e-05,109.5762591528824,0.5007991456032937
0.0491056308905658,0.0076037393281548,0.0611490078508567,-0.0034370370198064,1.5461854462764013,0.0611490078508567,0.2151622109065188,0.4321419332081169,1.7388788215130313,737.916961777165,0.6235479784106136,0.0062697882337538,3.267216380278197e-06,5.158160906295581e-10,1.55842954186223e-05,0.198327595459905,0.4985767302781467,1.5936026849858418e-05,109.6563185498211,0.5011540125834324
0.0491498053330758,0.0076111622440977,0.0612045331884965,-0.0034441413998524,1.5474567761070286,0.0612045331884965,0.2153742325451349,0.4325591482377123,1.7404834891020398,738.644556154525,0.6240766829111372,0.0062762870270363,3.2706029322753485e-06,5.161866150073723e-10,1.5596435647875147e-05,0.1985852192506164,0.4989951196017928,1.5948642732522533e-05,109.75159588075262,0.501574888017227
0.0492015644539071,0.0076199939092834,0.0612695641656535,-0.0034515823278286,1.5489193212703347,0.0612695641656535,0.2156241433017799,0.4330513863945454,1.7423456171276184,739.4969831281845,0.6246860114004328,0.0062839840518123,3.27461388838579e-06,5.166112169660051e-10,1.5610413665905137e-05,0.198892097993298,0.4994774361991698,1.5963194657513022e-05,109.86132874038836,0.5020600684632893
0.0492614101471539,0.0076304257704736,0.0613447366057134,-0.003459544058838,1.5505648860167631,0.0613447366057134,0.2159152290181378,0.4336256146050488,1.7444690093580335,740.4891327440793,0.6253740603212812,0.0062930367575238,3.279331296260469e-06,5.171023453236683e-10,1.5626417143190906e-05,0.1992517622939708,0.5000219932609661,1.5979883965379225e-05,109.98531718598304,0.5026078831649975
0.0493297748352984,0.0076426265301406,0.0614306001221655,-0.0034678779813603,1.55238732817039,0.0614306001221655,0.2162498143449785,0.4342868634883456,1.7468506083094737,741.6331190721074,0.6261389122025175,0.0063035849978728,3.2848280343266525e-06,5.176659464760391e-10,1.564452048925981e-05,0.1996692802157049,0.5006271715962645,1.599879986322509e-05,110.12328070678676,0.5032166934888934
0.0494066401182719,0.0076566093055606,0.0615270786903642,-0.0034755261909243,1.5543842530397751,0.0615270786903642,0.216626933110153,0.4350317194637697,1.749479474356553,742.9248023720234,0.626978075670692,0.0063155963284964,3.291087195672978e-06,5.182928491607847e-10,1.5664564334854273e-05,0.2001489316036405,0.5012913813883364,1.601978443643774e-05,110.27481233541108,0.5038848923722172
0.0494921187972283,0.00767244346765,0.0616343049836437,-0.0034829885802807,1.5565513649356773,0.0616343049836437,0.217046973951327,0.435860681239738,1.752348173292541,744.3624186215806,0.6278894846307778,0.0063291218436395,3.298135405752786e-06,5.189953718607922e-10,1.568673427549269e-05,0.2006838665215875,0.502012998969067,1.604302314305348e-05,110.43930109941016,0.5046109037794345
0.0495863284603544,0.0076902010020837,0.0617524090756893,-0.0034897671787678,1.5588826470715351,0.0617524090756893,0.2175114365770799,0.436776492776733,1.7554572660706833,745.9424257445429,0.6288710776282178,0.0063442048093237,3.3059952106950265e-06,5.197853758850554e-10,1.5711198531515676e-05,0.2012705932134247,0.5027904979427053,1.6068683967750214e-05,110.61611483673676,0.5053931821676156
0.049689291518731,0.0077099228828627,0.0618814017811476,-0.0034962149046225,1.561375001693638,0.0618814017811476,0.2180191866541341,0.4377773791821737,1.7587938816554187,747.6614383266381,0.6299208246556174,0.0063608652129261,3.3146770260167874e-06,5.206723830718534e-10,1.573805832084133e-05,0.2019059573665922,0.5036223961811165,1.6096867408620266e-05,110.80458191361411,0.5062302119605253
