Média Absoluta,Variância,Desvio Padrão,Kurtose,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Variância da Energia,Desvio Padrão da Energia,Assimetria da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Frequência de Pico,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral
0.0435766657759406,0.0057806007406456,0.0537248758966686,-0.1707423884435689,1.5784185258173136,0.0537248758966686,0.1732904923865256,0.3446951950712902,1.6134109430821797,384.0,0.6164195860819601,0.004433506383586,2.310321200409629e-06,1.7649360686074192e-10,9.362783220163986e-06,5.580855677258447,86.97843307098246,0.4930387412463007,9.644296677623143e-06,55.78125,117.07451824136496,90.3144174544246,0.5,158.671875
0.0435779338514709,0.0057807641095237,0.0537264413145588,-0.1707476978328704,1.5784657414040315,0.0537264413145588,0.1732952618858814,0.3447053202680668,1.6134566449300909,384.01122,0.6164381033293906,0.0044336297755628,2.310385500553864e-06,1.7649751090080574e-10,9.36302521314107e-06,5.580990926798465,86.98004693849455,0.4930535480212254,9.64454706753809e-06,55.78228125,117.07814625175445,90.3171994100052,0.500015,158.67686718750002
0.0435816677558243,0.0057812383377573,0.0537310408678331,-0.1707633372110289,1.5786062019530462,0.0537310408678331,0.1733094871855446,0.3447350789556015,1.61359471119026,384.0438345,0.6164930714921939,0.0044339892157777,2.310572806554357e-06,1.7650945646538612e-10,9.36375519347688e-06,5.581412756327465,86.98528596533457,0.4930974991161618,9.645300747736238e-06,55.78863046875001,117.08884889235746,90.32541846223316,0.500059625,158.6914728515625
0.0435890395150042,0.0057821689208532,0.053740114836468,-0.170794342034166,1.5788847007265665,0.053740114836468,0.1733377757078161,0.3447938521876749,1.6138707482897343,384.1080469545,0.6166020109346094,0.0044346935667233,2.310939847172173e-06,1.7653339653419066e-10,9.365210563028982e-06,5.582305587803782,86.9977180341206,0.493184598831855,9.646801801951784e-06,55.80425439609376,117.1099009380018,90.34173146596386,0.500148132125,158.7204196564453
0.0436011650232459,0.0057836898108293,0.053755027653679,-0.1708461477262021,1.579345481981924,0.053755027653679,0.173384668182655,0.3448901080836121,1.614330993413026,384.2132625224625,0.6167819132600301,0.0044358426830184,2.3115386571227166e-06,1.765726146827625e-10,9.3676049793805e-06,5.583820644941319,87.01962659882791,0.4933285922808231,9.649270131443508e-06,55.8332327119336,117.14462399834292,90.36864801862964,0.500294417628125,158.76809297652832
0.0436191592681049,0.00578594088471,0.0537771556715919,-0.1709236026162694,1.5800321871138343,0.0537771556715919,0.1734542101826179,0.3450320451384394,1.6150152472936967,384.3697264941828,0.6170494952875614,0.0044375417016219,2.3124240237738e-06,1.7663287235009767e-10,9.371218400373652e-06,5.586309398782192,87.06305427520932,0.4935428864465854,9.6529909766067e-06,55.87952999421804,117.1963674142904,90.40864393361004,0.5005120237738531,158.83905936941076
0.0436427104043718,0.0057888594846527,0.0538061078493981,-0.1710269569802867,1.5809385338892366,0.0538061078493981,0.1735457586930033,0.3452176026331813,1.6159237026910824,384.5754668772316,0.6174024461997553,0.0044397381459582,2.313568601333109e-06,1.7671189884543109e-10,9.37597476700482e-06,5.589804368604298,87.12941700601614,0.4938256945396177,9.657884085708873e-06,55.94576751578857,117.26500544828106,90.46156379736264,0.5007991456032937,158.9331277947747
0.0436715743492635,0.0057924000207122,0.0538415755893196,-0.1711557019605427,1.582060495494093,0.0538415755893196,0.1736578330628281,0.3454435399826174,1.6170461813103054,384.82825329173016,0.6178384977327103,0.0044423948413563,2.314953017903255e-06,1.7680953813055034e-10,9.381853596621645e-06,5.594332873378205,87.21986430932019,0.4941754019319305,9.66392499335104e-06,56.0347093573207,117.35030197196956,90.52701838027951,0.5011540125834324,159.04992099434912
0.0437056968505542,0.0057965696180261,0.0538835004018995,-0.1713086725487,1.5833933968660432,0.0538835004018995,0.1737895269250318,0.3457088853143116,1.6183702077892497,385.1270587258346,0.6183556096505229,0.0044455184493053,2.316580744817822e-06,1.769280063855946e-10,9.388894145472589e-06,5.599872337573472,87.33386855700559,0.4945903179281886,9.671152757334444e-06,56.14883656893716,117.4514831070948,90.60454496128943,0.501574888017227,159.18843486351497
0.0437448855500905,0.0058013375939425,0.0539316471294126,-0.1714841550708711,1.584930190909995,0.0539316471294126,0.1739411709196553,0.3460134231944317,1.619900672751141,385.4703197860927,0.6189517061514438,0.004449084455841,2.318439007733761e-06,1.7706811596760563e-10,9.39709814562054e-06,5.606496588214285,87.4752617869393,0.4950684870452407,9.67956642188884e-06,56.28735383135962,117.5681065834549,90.69381475230178,0.5020600684632893,159.3478862103025
0.043788981555446,0.0058066796179216,0.0539858110681463,-0.1716813413884274,1.5866646427952296,0.0539858110681463,0.1741125822803087,0.3463565112933718,1.6216368353395645,385.8563852610355,0.6196246205957003,0.0044530769487195,2.3205195147053763e-06,1.7722860896923977e-10,9.406413657601236e-06,5.614181806399559,87.64368676991248,0.4956083287276023,9.68911358474162e-06,56.45291552423617,117.69971759667656,90.79445720678788,0.5026078831649975,159.52788316444085
0.0438379073322176,0.0058125945409648,0.0540458998821605,-0.1718975236028078,1.5885909226464034,0.0540458998821605,0.174304323382534,0.3467380971805064,1.6235814208270338,386.2845985511368,0.6203723695579462,0.0044574983972679,2.322823552510654e-06,1.7741297273453555e-10,9.416914387013268e-06,5.622953043373255,87.83982271319574,0.4962078482388378,9.699866294620174e-06,56.648094290466105,117.84563961214695,90.90617175104136,0.5032166934888934,159.72765379304417
0.0438915158917449,0.0058190625504245,0.054111733819535,-0.172133501706342,1.590704756972953,0.054111733819535,0.1745160177805142,0.3471564352245463,1.625731306940234,386.7547330511964,0.6211929882994596,0.004462334981376,2.3253439194247474e-06,1.7761974427157868e-10,9.428542858981776e-06,5.632765121082152,88.06259127597548,0.4968655875728794,9.711767008234538e-06,56.872160025211656,118.00566309914416,91.02868445195068,0.5038848923722172,159.94693456720773
0.0439496819404976,0.0058260709186525,0.0541831700337541,-0.1723873519921431,1.5929997716099835,0.0541831700337541,0.1747479542181484,0.3476117068643594,1.6280887853401145,387.2663064989719,0.6220846753080868,0.0044675832393119,2.3280788115226605e-06,1.778478750956712e-10,9.441255059248156e-06,5.6435306272148935,88.30928816844265,0.4975801304006522,9.724772584603243e-06,57.124607371195,118.17942972774932,91.1617164222392,0.5046109037794345,160.18517261144825
0.0440123936790617,0.0058336382833713,0.0542602181402856,-0.1726560845383294,1.5954705962331237,0.0542602181402856,0.1750003395445443,0.3481043415368778,1.6306503230213742,387.8193974005953,0.623045812757003,0.0044732676876079,2.331041004485657e-06,1.7810420974752638e-10,9.455196353841268e-06,5.65536580711738,88.58563462416826,0.4983498348011592,9.739027904455235e-06,57.40470489702498,118.36623704860216,91.30491698693277,0.5053931821676156,160.44167360189766
0.0440795664658907,0.0058417599432297,0.0543427771275961,-0.1729381914837493,1.5981119332826887,0.0543427771275961,0.1752729708058709,0.34863404759041,1.6334123225969754,388.4130710837032,0.624074571351152,0.0044793878866092,2.334230269207556e-06,1.7838795368939775e-10,9.470332741540342e-06,5.66805141103588,88.881316467474,0.4991732267652571,9.754499639557096e-06,57.71153598110352,118.56548777178764,91.45807202643704,0.5062302119605253,160.71568741669415
0.0441512074015208,0.0058504588418576,0.0544308782359564,-0.1732304443053047,1.6009185460908928,0.0544308782359564,0.1755658538841512,0.3492014989356967,1.63636863181322,389.0474150151234,0.6251693823003547,0.0044859734871654,2.3376620568866373e-06,1.7870366091540783e-10,9.48675352835246e-06,5.681521525615341,89.19404707410985,0.5000488243513522,9.771278375174212e-06,58.04052308234555,118.7763384103375,91.6209182958888,0.5071205070312871,161.00637447883042
0.0442272723347204,0.0058597418972166,0.0545244778512327,-0.1735305517573352,1.603884797735038,0.0545244778512327,0.1758788458577143,0.3498072387569806,1.6395145754175011,389.7216533875955,0.6263285728645573,0.0044930375218546,2.3413431588611924e-06,1.790540262765315e-10,9.504505933033292e-06,5.695712565898439,89.52143718428408,0.5009752512981723,9.7894117167205e-06,58.39112486940936,118.99799668705164,91.7932985219325,0.5080626101934858,161.31297216755078
0.0443076846834739,0.0058696054758311,0.0546234802321162,-0.1738391791141809,1.6070064646014075,0.0546234802321162,0.1762120181260534,0.3504503974190991,1.64284890897064,390.4348886885035,0.6275503667610457,0.0045005680627139,2.3452673594132065e-06,1.7944218470086354e-10,9.52363587845324e-06,5.710701749947407,89.86729798818106,0.5019508334707024,9.808943561978837e-06,58.76275162708423,119.23024326318398,91.97497508092698,0.5090550927005748,161.6350859891313
0.0443923519810985,0.0058800419734449,0.0547277759986283,-0.1741566281448071,1.610279449915912,0.0547277759986283,0.1765646349821702,0.3511300138148397,1.646363338737196,391.1863448588807,0.6288330909105614,0.0045085602135475,2.349432107111838e-06,1.7987007355949256e-10,9.544166524068952e-06,5.726424883706332,90.2283735530146,0.5029743484037604,9.829896244512026e-06,59.15484857833681,119.472718057967,92.16564238089197,0.5100965537534575,161.9722468943472
