Média,Média Absoluta,Variância,Desvio Padrão,Kurtose,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Variância da Energia,Desvio Padrão da Energia,Assimetria da Energia,Entropia da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Frequência de Pico,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral,Razão Pico para RMS
1.7347234759768072e-19,0.0425167952022703,0.0056384461848643,0.0530938422269198,-0.0842427641579708,1.5769038438509853,0.0530938422269198,0.1611545408803545,0.339195485647008,1.516777651265171,346.8,0.6244128005113998,0.0040567857052013,2.114010268473898e-06,2.650391767648648e-10,1.1458665328752644e-05,9.385292619285345,0.1576919172252902,248.4360243817192,0.4918438647571748,1.1653756938603206e-05,33.984375,121.3175336877537,91.56568440752903,0.5,172.8125,540.1144085565722
1.7342355849991886e-19,0.0425181283225171,0.0056386260368826,0.0530954847190126,-0.0842478461124854,1.576950978546472,0.0530954847190126,0.1611598951491833,0.3392061647755621,1.5168265489327963,346.810065,0.6244312815009817,0.0040569088215268,2.114074424974949e-06,2.6504484752384217e-10,1.145895698160221e-05,9.385497112353931,0.1576976719016181,248.4400393530936,0.4918586413738788,1.16540555645252e-05,33.98540625,121.32130423656088,91.56851564166034,0.500015,172.81798437499998,540.1312287733604
1.7339713107196452e-19,0.0425220685631903,0.0056391550897609,0.053100343471268,-0.0842623377783403,1.5770917710324917,0.053100343471268,0.1611752960101247,0.339237298900342,1.5169679517362469,346.840953375,0.6244863096687847,0.0040572723246768,2.114263848190155e-06,2.650617025816098e-10,1.1459824251249258e-05,9.3860963899789,0.15771524423122,248.4513372956258,0.4919025196343468,1.1654943281406644e-05,33.99172031249999,121.33255680365193,91.57690388495736,0.500059625,172.83386679687496,540.1803825971654
1.7330469321446586e-19,0.042529832055556,0.0056401906467231,0.0531099160904037,-0.0842919324758674,1.5773711532697905,0.0531099160904037,0.1612053606504201,0.3392984354211503,1.5172458168445595,346.901878030875,0.6245954420108428,0.0040579735970431,2.114629284545673e-06,2.6509330850418606e-10,1.1461492922928827e-05,9.387301170530376,0.1577500480925212,248.4744159633638,0.4919894983781107,1.16566515066344e-05,34.0042162125,121.35487238385132,91.59349697728892,0.500148132125,172.8651130542968,540.2799026216359
1.7315765697182804e-19,0.0425426545143294,0.005641904633657,0.0531257483379544,-0.0843381809974415,1.577831878015513,0.0531257483379544,0.1612560589996293,0.3394003895375584,1.5177138408520017,347.00345342734687,0.6247760617921204,0.0040591417985515,2.115238039891369e-06,2.651466909754359e-10,1.1464275930217988e-05,9.389304922425293,0.157807893307132,248.5129487355022,0.4921330989451434,1.1659500329734963e-05,34.02698064445312,121.3917017027257,91.62082696364784,0.500294417628125,172.9162937002636,540.4432439596496
1.7299317984105017e-19,0.0425617339896275,0.0056444618131725,0.0531493340077507,-0.0844041355213827,1.578516852978368,0.0531493340077507,0.1613319000515073,0.3395525651551947,1.5184129018117916,347.15564915720233,0.6250450544632022,0.0040608986671407,2.1161535524444143e-06,2.652284134417608e-10,1.1468471797270244e-05,9.392285823588512,0.1578938961323654,248.57009683485785,0.4923466857733567,1.166379494035762e-05,34.06078627067554,121.44644726025784,91.66134531598352,0.5005120237738531,172.99188615687308,540.6841965515665
1.7282716978073006e-19,0.0425869612298255,0.0056478532400433,0.0531805338767586,-0.0844889977600272,1.5794191815649627,0.0531805338767586,0.1614336223901147,0.339755067515233,1.5193481621014582,347.3574544757973,0.6254001347333614,0.0040632370858264,2.117372113510407e-06,2.65333967578698e-10,1.1473960347862069e-05,9.396031434329242,0.1580113711022682,248.6365454405048,0.4926285353995874,1.1669416788154392e-05,34.108716927895735,121.51861063076733,91.7147144965728,0.5007991456032937,173.09085057676228,540.997950630687
1.7267920542478065e-19,0.0426182500316758,0.0056520744427078,0.0532192321399025,-0.0845920749996673,1.580531555101564,0.0532192321399025,0.1615618588093698,0.3400085920364661,1.5205234457910632,347.6082513140538,0.6258389962972633,0.0040661507215531,2.1188904229041894e-06,2.654608734438871e-10,1.1480669772199526e-05,9.400390812283012,0.1581611825189844,248.7054696922775,0.4929767324836706,1.1676294572627704e-05,34.17042613824482,121.60806152965122,91.78067430916175,0.5011540125834324,173.21248585323073,541.380362276105
1.7253991586417872e-19,0.0426555093710094,0.0056571153714187,0.0532652888367296,-0.0847164904403614,1.5818496666395483,0.0532652888367296,0.1617163453523216,0.3403113828980031,1.5219349596083591,347.9063946131825,0.6263591674532906,0.0040696232464598,2.120699972099974e-06,2.6560790472917817e-10,1.1488553747513373e-05,9.40530179754868,0.1583425375294538,248.77482894335972,0.4933896299592898,1.1684381178452663e-05,34.245573967046,121.71449698376234,91.85870664161357,0.501574888017227,173.35565958895097,541.829537627584
1.7241561163672886e-19,0.042698652472749,0.0056629731883126,0.0533185969281139,-0.0848614940371826,1.583366854138375,0.0533185969281139,0.1618970356921248,0.3406639109285219,1.5235796628910478,348.2519080921359,0.6269585399246513,0.0040736582396852,2.1228026262038883e-06,2.6577683063199326e-10,1.149763453808231e-05,9.410768156287173,0.1585542803526836,248.8452873923148,0.493865668434456,1.1693698786633836e-05,34.33382691120641,121.83759162784102,91.94851404330588,0.5020600684632893,173.5200611709002,542.3432882815758
1.7234009137096965e-19,0.0427476381567936,0.0056696596627774,0.053379116756829,-0.0850254055980403,1.5850779912141464,0.053379116756829,0.1621032387749616,0.3410658265881918,1.5254472268042252,348.6439677749235,0.6276351649103071,0.0040782759283071,2.1252089256420875e-06,2.6597019552794415e-10,1.1507948477799092e-05,9.416761843218849,0.1587961557170176,248.9166314908691,0.4944033352538013,1.1704285100425666e-05,34.438057008167746,121.97665504352815,92.04957463289487,0.5026078831649975,173.70450561436235,542.9185377082833
1.7236094321125482e-19,0.0428023550872845,0.0056771619286183,0.0534466994192611,-0.0852087622903766,1.5869787475737156,0.0534466994192611,0.1623341619672678,0.3415154947580118,1.5275295490391865,349.0822431794276,0.6283868970361222,0.0040834657228787,2.127913352203613e-06,2.66187100844281e-10,1.151945655186133e-05,9.423233841449758,0.1590694304777758,248.98725036314943,0.4950010194617033,1.1716100877705678e-05,34.56106252866837,122.13143996696346,92.16155055422291,0.5032166934888934,173.90813906256233,543.5515470430212
1.7234729122553357e-19,0.0428626713139469,0.0056854648593233,0.0535211881350327,-0.0854112975301207,1.5890646564352942,0.0535211881350327,0.1625887842768892,0.3420113882099619,1.5298167978307675,349.5643051036528,0.6292118226973284,0.0040892119893953,2.130907758934545e-06,2.6643062936253444e-10,1.15322107164607e-05,9.430218357681206,0.1593708015168931,249.05906610220316,0.4956572609592032,1.1729195633591757e-05,34.69911235885526,122.30140805824782,92.28395446743562,0.5038848923722172,174.13002052996515,544.2404324865752
1.7236179440551168e-19,0.0429285337330842,0.0056945807821102,0.0536025518676764,-0.0856283812693955,1.5913308802102863,0.0536025518676764,0.1628670536382598,0.3425532741332483,1.532304464309526,350.0904931432955,0.6301083768308595,0.0040955483703742,2.134209677110102e-06,2.6670403814834676e-10,1.1546279974704623e-05,9.43766752175894,0.1597008980200024,249.13051076524812,0.4963705597170518,1.1743640552583991e-05,34.85181194015817,122.48599965985288,92.41650389607004,0.5046109037794345,174.3693234273235,544.9791769462701
1.7242651916546677e-19,0.0429997921364224,0.0057044858802287,0.0536905974140475,-0.0858601586396919,1.5937720390701202,0.0536905974140475,0.1631675734976716,0.3431403149759508,1.5349805888761687,350.6593468361816,0.6310745657439699,0.0041024545174187,2.1378085030843197e-06,2.6700707135135263e-10,1.1561641212756369e-05,9.44556644310206,0.1600580859745691,249.20129558903216,0.4971395873673785,1.175941084572704e-05,35.015563383824684,122.6849664790554,92.55900889246529,0.5053931821676156,174.62587190541842,545.7666419908421
1.7254346039693978e-19,0.0430763523156559,0.0057151707017788,0.0537851975800457,-0.086105846745044,1.5963837732803852,0.0537851975800457,0.1634894549209549,0.3437713805411204,1.5378361300995886,351.269525612774,0.6321083947181904,0.0041099257480406,2.141701796790356e-06,2.673389393189418e-10,1.1578259836278778e-05,9.45386918657622,0.1604441168585297,249.2701116670723,0.4979627515450161,1.1776472216237211e-05,35.19006748835851,122.8978195320084,92.71127702546396,0.5062302119605253,174.89922236679683,546.5991823871398
1.7270398461476461e-19,0.0431580895809436,0.0057266179570601,0.053886191884873,-0.0863659764854682,1.5991612983380203,0.053886191884873,0.1638316457417548,0.3444455181658029,1.540861449231934,351.91962601792613,0.6332079555089071,0.0041179531104935,2.145884893430732e-06,2.6770068976267256e-10,1.1596145147001632e-05,9.46257581184252,0.1608577470040439,249.3371399887781,0.4988385536828331,1.179483272713848e-05,35.375030874521414,123.12435227588642,92.8730292660701,0.5071205070312871,175.18892799835498,547.4745014231222
1.728354273597136e-19,0.0432449198901185,0.0057388221043952,0.0539934736632078,-0.0866406066262614,1.6021007884819607,0.0539934736632078,0.1641937388688302,0.3451614639344086,1.5440512074276669,352.6095784841076,0.6343714124660963,0.0041265382817839,2.150358666901497e-06,2.680905086478943e-10,1.1615239885405471e-05,9.471628708160438,0.161301213005252,249.4008600673021,0.4997656059423589,1.1814436596243236e-05,35.573517447156995,123.36423877763306,93.04408677857842,0.5080626101934858,175.4947498557692,548.3902140070354
1.7298402808122046e-19,0.0433367662424296,0.0057517814275199,0.054106955123907,-0.0869280724468491,1.6051974815910686,0.054106955123907,0.1645759064616251,0.3459188979026259,1.5474047773132575,353.3386941947319,0.6355970816788364,0.0041356888087786,2.1551270499107143e-06,2.6850951667432187e-10,1.1635551188913331e-05,9.480944150185245,0.1617757214091487,249.45743223751705,0.5007423732388482,1.1835291570882184e-05,35.78516138209551,123.61709199242422,93.22417653208848,0.5090550927005748,175.81625329629827,549.3411607364761
1.73103801622215e-19,0.0434335082703114,0.0057654795127286,0.0542264840390362,-0.0872295627286289,1.60844812012572,0.0542264840390362,0.1649772954975766,0.3467158387236827,1.550914394053729,354.10565057581795,0.6368831942469074,0.0041453926476556,2.160183766365669e-06,2.689568050652659e-10,1.1657043206698307e-05,9.4905154186189,0.1622801879774851,249.50710290977003,0.5017674840130731,1.1857361283837896e-05,36.01263912854348,123.88240549883572,93.41304975919444,0.5100965537534575,176.15283634458575,550.3268910578751
