Média Absoluta,Variância,Desvio Padrão,Assimetria,Kurtose,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Variância da Energia,Desvio Padrão da Energia,Assimetria da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral
0.0457185294249126,0.006461678537256,0.0567748184152693,-0.0075623147165042,-0.0683771634687424,1.5077702873361134,0.0567748184152693,0.2423829029237883,0.4334807591483876,2.123192461433778,441.8,0.6209625643394171,0.0050214914789435,2.6167230218569706e-06,5.834007589454041e-10,1.6216608501019506e-05,9.741929531101558,253.7843827419235,0.4913518214796692,1.644445707636337e-05,127.23812092648052,109.77495745154654,0.5,194.296875
0.0457197176700639,0.0064618227518281,0.0567762892036911,-0.0075641096901078,-0.0683813036803145,1.507817384816966,0.0567762892036911,0.2423877939117312,0.4334903505329753,2.1232423427206126,441.81173,0.6209811310689373,0.0050215987132217,2.616778902147873e-06,5.834087247909695e-10,1.6216954170924874e-05,9.742206923869375,253.7908430153348,0.4913665481209958,1.6444807233885625e-05,127.2423027421119,109.77817093321563,0.500015,194.30288671875
0.0457234893123243,0.0064623157840975,0.0567809612480303,-0.0075696460437031,-0.0683927074326592,1.5079575621638557,0.0567809612480303,0.2424024822619804,0.4335207830880347,2.1233835405549417,441.84733175,0.6210364047094227,0.0050219682545683,2.616971471895949e-06,5.834473300565908e-10,1.6218222608528605e-05,9.74308994199373,253.81275276515848,0.491410258775313,1.6446090275054645e-05,127.25426955767084,109.78770146591198,0.500059625,194.31993955078124
0.0457313421204274,0.0064633944156835,0.0567906733729779,-0.0075798762456983,-0.0684171013798731,1.5082367523704527,0.0567906733729779,0.2424318889264075,0.4335830064764965,2.123654148176084,441.91897169675,0.6211458875633801,0.0050227698534862,2.6173891888933067e-06,5.835804686351213e-10,1.622137553597246e-05,9.74504588787732,253.8676133077869,0.4914968739868909,1.6449271945399808e-05,127.27730866028634,109.8065465169954,0.500148132125,194.3526667227539
0.0457445505992309,0.0064652371525391,0.0568070013146567,-0.0075953366353513,-0.0684581805866167,1.5086978057768294,0.0568070013146567,0.2424813198006398,0.4336879949277091,2.1241009202636305,442.0387335450688,0.6213267598526628,0.0050241362020194,2.618101199593284e-06,5.838364679979925e-10,1.622704421461479e-05,9.748552611671933,253.97398323955505,0.4916399733971333,1.6454987261304472e-05,127.31515022900692,109.8377009242284,0.500294417628125,194.40652147449464
0.0457643197744159,0.0064680083765785,0.056831437948251,-0.0076166838384744,-0.0685197166564988,1.509383174376104,0.056831437948251,0.2425555549380217,0.4338455711316193,2.1247671766108183,442.2176435014251,0.6215957981350491,0.0050261885209289,2.619170672709192e-06,5.842236030438398e-10,1.6235578189150095e-05,9.753826986133216,254.1359011893338,0.4918527838923897,1.64635913060405e-05,127.37137694349114,109.88391219925008,0.5005120237738531,194.48652539493344
0.0457904928368313,0.006471687857316,0.0568637923878214,-0.0076437264585629,-0.0686002910332999,1.5102873089922269,0.0568637923878214,0.2426535947675027,0.4340543965671128,2.125643662633525,442.4534698988407,0.6219508019973352,0.005028914665018,2.620591279321567e-06,5.847547062655167e-10,1.624717323516912e-05,9.76093891807266,254.35574794699855,0.4921334924312631,1.6475275213267436e-05,127.44513065571546,109.9447468212836,0.5007991456032937,194.59107917664008
0.0458231888175822,0.0064763294008334,0.0569041996364225,-0.0076758139569878,-0.0687009453191832,1.511405513995543,0.0569041996364225,0.2427754420955387,0.4343146659048012,2.1267203037552025,442.7451379897957,0.6223894406793965,0.0050323467961494,2.622379779129482e-06,5.854616720037928e-10,1.6262262411510792e-05,9.770007122129783,254.63807699840032,0.4924801382689175,1.6490469185208314e-05,127.53552325417088,110.01955112975702,0.5011540125834324,194.71852582249485
0.0458621517152926,0.0064818857894849,0.0569523549530447,-0.0077142554977759,-0.0688196631973286,1.512733153848923,0.0569523549530447,0.2429198699477295,0.4346235392464817,2.127989804840238,443.089491357992,0.6229097058075825,0.0050364484755002,2.6245171836895867e-06,5.8634590703132e-10,1.6280828069739738e-05,9.78095971827687,254.97958732923328,0.4928903779677869,1.6509153286129633e-05,127.6418366437903,110.10782918937664,0.501574888017227,194.8674804528267
0.0459072568219829,0.0064883390994254,0.0570080824725302,-0.0077591610553237,-0.0689631118202939,1.514270316699479,0.0570080824725302,0.243079691874689,0.4349739039823928,2.1293902459369063,443.4845241212849,0.6235092605314019,0.0050411930089742,2.626989582581718e-06,5.874477634383907e-10,1.63031836460011e-05,9.794012350280218,255.39491988530776,0.4933624508620063,1.6531637799427992e-05,127.7636625321487,110.20885738144192,0.5020600684632893,195.0363315635269
