Fator de Forma,Densidade da Energia,Fator de Cresta,Desvio Padrão,Largura de Banda Espectral,Planicidade Espectral,Média Absoluta,RMS,Entropia
0.6230165726998238,0.4920689325656436,1.7606929738835344,0.13478851387247,70.26291019187434,0.5,0.1081721501484093,0.13478851387247,1.539833497707754
0.6230351486414322,0.4920837415120983,1.7607445564572803,0.134792269847075,70.26514039547398,0.500015,0.1081751830831731,0.134792269847075,1.5398798368454012
0.6230905371063322,0.4921278561724566,1.7608975223979235,0.134803479353619,70.27173853667027,0.500059625,0.1081842142453484,0.134803479353619,1.540018213986506
0.6232003675501855,0.492215422419066,1.7611957403805087,0.1348257656365057,70.28477620221209,0.500148132125,0.1082021737806568,0.1348257656365057,1.5402928453329028
0.6233820275819534,0.4923602362290885,1.7616862457554927,0.1348625946309284,70.30630684342846,0.500294417628125,0.1082318316412827,0.1348625946309284,1.5407458456611045
0.6236524322074435,0.4925757560100137,1.7624217466138343,0.134917400998528,70.33823764274817,0.5005120237738531,0.1082759376324685,0.134917400998528,1.5414177864686416
0.6240092594532455,0.4928601323059055,1.7634040159026438,0.1349895737020779,70.38040107700519,0.5007991456032937,0.1083340129333885,0.1349895737020779,1.5423025367825554
0.6244504887263758,0.4932116341226705,1.7646286952815813,0.1350782844828675,70.4326913274752,0.5011540125834324,0.1084053596858923,0.1350782844828675,1.5433939313895235
0.62497387831681,0.4936284285346048,1.766083546824171,0.1351835683894602,70.4946648589152,0.501574888017227,0.108490020264459,0.1351835683894602,1.5446883515015215
0.6255773576775328,0.494108593054961,1.767762235032528,0.1353050242124666,70.56615268633716,0.5020600684632893,0.1085876637640024,0.1353050242124666,1.5461808447047034
0.626258588134647,0.4946513515619024,1.769658006140414,0.1354420565499844,70.64707900790694,0.5026078831649975,0.1086978580646232,0.1354420565499844,1.5478666540304764
0.627015638058405,0.4952550944307189,1.7717609914242742,0.1355947977480688,70.73706212162512,0.5032166934888934,0.1088206917116732,0.1355947977480688,1.549741057217812
0.6278465899663739,0.4959181836260571,1.7740690008005915,0.1357630804856049,70.83580614997057,0.5038848923722172,0.1089560156455327,0.1357630804856049,1.5517982001872277
0.6287496790680793,0.4966388738668353,1.7765773285150397,0.1359465374874752,70.9431033868612,0.5046109037794345,0.1091035022697071,0.1359465374874752,1.554033493520671
0.6297227548002837,0.4974155095879993,1.7792795846252585,0.1361448270544648,71.05878037090234,0.5053931821676156,0.1092629140699424,0.1361448270544648,1.5564429998464655
0.6307638451212791,0.4982454158810578,1.78216038001123,0.136357915596794,71.18266258074301,0.5062302119605253,0.1094342385027466,0.136357915596794,1.559022855614573
0.6318713434574681,0.4991270436226472,1.785212830804536,0.1365854243712284,71.31454856896352,0.5071205070312871,0.109617131618544,0.1365854243712284,1.5617673937129914
0.6330433776957606,0.5000589800338824,1.7884323456192175,0.1368265595553132,71.45409877246892,0.5080626101934858,0.1098109666095891,0.1368265595553132,1.5646707291024968
0.6342782556766019,0.5010399759715292,1.7918209377717764,0.1370804047537125,71.60109717176115,0.5090550927005748,0.1100149921129891,0.1370804047537125,1.5677273834619063
0.6355741230557808,0.5020687376306049,1.7953767371815172,0.1373468924854339,71.75521639968582,0.5100965537534575,0.1102291745571196,0.1373468924854339,1.5709321310537605
0.63692926937398,0.5031437069731823,1.7990866393092475,0.1376254496843284,71.9160386169722,0.5111856200161131,0.1104530534877071,0.1376254496843284,1.57428160583986
0.6383419342499342,0.5042637291417714,1.8029486016670504,0.137915108726978,72.08337518561102,0.5123209451391392,0.1106858650390248,0.137915108726978,1.5777715601277644
0.6398103012056914,0.5054275553870994,1.8069529096488817,0.1382154584164697,72.25710647462815,0.5135012092910872,0.1109273086218074,0.1382154584164697,1.5813991436237351
0.6413326880816723,0.5066332999525921,1.811096559878003,0.1385266021917667,72.43676376905144,0.5147251186974657,0.1111774790695543,0.1385266021917667,1.585160334000298
0.6429079197782862,0.507879909950544,1.8153850720134697,0.1388480860760567,72.62186539840924,0.5159914051872911,0.1114359473921809,0.1388480860760567,1.5890471638194297
0.6445345146844312,0.5091671194640072,1.8198254632723765,0.1391794569586225,72.81207706072588,0.5172988257470663,0.111702337841088,0.1391794569586225,1.5930549090879162
0.6462108344721487,0.5104936807813122,1.8244134212011476,0.1395204348411173,73.00690059016932,0.5186461620820689,0.1119764451088291,0.1395204348411173,1.5971816775805765
0.6479355606454311,0.511858080048871,1.8291567678379343,0.1398705777635703,73.20628072081253,0.5200322201848344,0.1122578899546935,0.1398705777635703,1.6014227956223817
0.6497072842406731,0.5132591298846931,1.8340471128442932,0.1402296938481635,73.40999086929205,0.5214558299107186,0.1125465104467567,0.1402296938481635,1.6057754385041885
0.6515246213221669,0.5146959315603907,1.83907555843515,0.1405966536428358,73.61795762221593,0.5229158445604278,0.1128413884370459,0.1405966536428358,1.6102365390916895
0.6533863827926304,0.5161666295274392,1.844236598524959,0.1409710130690797,73.83005071224726,0.5244111404694078,0.1131421346979078,0.1409710130690797,1.6148025584562598
0.6552912323750381,0.5176699255642764,1.8495343419279928,0.1413523566481087,74.04607061385008,0.5259406166039793,0.1134484096651167,0.1413523566481087,1.6194693807945046
0.6572377795002952,0.5192047190790768,1.854964312379336,0.1417404741620505,74.2655918860278,0.527503194164116,0.1137600524394197,0.1417404741620505,1.6242333859193134
0.6592248916300977,0.5207703015466633,1.8605270412621733,0.1421343536814989,74.48863065991829,0.5290978161927586,0.1140762229132208,0.1421343536814989,1.6290900112483575
0.6612510117480526,0.5223657045805086,1.8662142657483196,0.1425336141733394,74.71510906617388,0.5307234471915606,0.114396656638655,0.1425336141733394,1.6340399583688912
0.6633149347873534,0.5239901880682037,1.8720200713663475,0.1429378381697437,74.94492282476398,0.5323790727429636,0.1147210090685716,0.1429378381697437,1.6390809277841865
