BPFI,BPFO,CAGE
0.8345281952279828,0.7393348180862667,0.7006493920824146
0.5292092348466245,0.5195113844465746,0.12263015619991906
0.5821958863492057,0.4600264203355556,0.1894122742068589
0.5714321944417068,0.387845193179642,0.14873129910807967
0.47941566284365755,0.45829838057759975,0.2070920776280328
0.574707238632296,0.4310546679971809,0.14137242896213728
0.579084035496743,0.3933414310477309,0.13904219975099083
0.5248574954105811,0.396038288323013,0.13328473790447556
0.44068915223653,0.38314502398951494,0.15996253043869907
0.5486457823665832,0.35255388873833327,0.3106125165689438
0.44796800440628026,0.4313570539996982,0.15715801942496097
0.3828610114150267,0.3885782381545564,0.14530832188976472
0.37086115947084786,0.3981007653224087,0.16511197192879562
0.4511843863063155,0.38782646516842817,0.24932962453710086
0.5089956757988857,0.3376884092827726,0.2792929481735856
0.439845295079952,0.3628275501337165,0.29395706087490786
0.4927424390187256,0.3580932249834596,0.3090594056638935
0.5187761640010025,0.38226532744581904,0.12132713924843455
0.5613962133018763,0.34702306762242313,0.2387445459324986
0.553577540162546,0.3357286746292407,0.29266348922048924
0.5444558786747815,0.330100530184913,0.29555336785501324
0.5393054369879386,0.37646102913281126,0.2117028607421842
0.5259815828191298,0.41074146304628284,0.10589682633246618
0.47901935714337607,0.3340994691097226,0.2001146153179347
0.4009639149122831,0.36462401878239575,0.2612245381495534
0.41328635712752726,0.36629492486588694,0.2853826167237045
0.48788186638731357,0.3632656850064777,0.29936637485997386
0.498968433768616,0.30123659094765026,0.298615457254983
0.5409809826535309,0.3217550607805951,0.30424242070738633
0.5524299128391459,0.3861139588210756,0.3029361305811438
0.46702415324073937,0.3953474262991942,0.31627584042979223
0.44494121864458946,0.4082890617796814,0.22551162395762808
0.45878525231126416,0.3248743407640296,0.21396959241474206
0.4268139146252049,0.3282023290065453,0.25537665308048796
0.44132001326791337,0.3559166989358012,0.2720568406025456
0.5078047462881482,0.4066462822041009,0.1501692331065413
0.5298456095326779,0.3571459436539495,0.18438927422910975
0.5324428656571508,0.4169086632986009,0.2601754067923707
0.4006211945404615,0.45909021795868393,0.27547987799312884
0.43129612823707236,0.3664680158405387,0.21695561366296004
0.4367551231765963,0.3782431792077719,0.1470808112334945
0.449249065127053,0.3332543492443977,0.17817482337120796
0.4594876328022322,0.34707298318497803,0.2532664240050167
0.4848445251849687,0.38244271813072866,0.3041337935764554
0.48546599398296725,0.34644781394278945,0.3112250897348798
0.50569793091766,0.3910395021863255,0.27767606356524427
0.4457727118521386,0.4167176510287506,0.29397762740239536
0.49938478749933723,0.377552594497078,0.315562919333156
0.43691973753634183,0.4050354829611616,0.27409840189340584
0.49750065993873915,0.3544008114421236,0.24671857286484647
0.45758607711100535,0.3774936416570491,0.2762550476584729
0.3611036600900169,0.38282311518856454,0.14286676423843395
0.39220655389855635,0.35325157872179164,0.2189400585400906
0.4843397662590601,0.37039272508942656,0.27250787828309614
0.4705172248122188,0.3297753283286961,0.2384679827344576
0.49413123426551625,0.3683975922317372,0.2607892983111426
0.5033060891118962,0.38731611997089116,0.2759479346448846
0.526981761261527,0.37158162156662905,0.2729411967964534
0.4917292435394756,0.3175535132540694,0.31786475556067234
0.5292147862956167,0.3513116503829258,0.20741052036989097
0.49840273665087914,0.40075521354546645,0.22817621350410522
0.5190824670953166,0.38785922394513245,0.2543247099731155
0.5244187513941858,0.4201473505322322,0.2831196715987464
0.3623769226689748,0.4167096110059275,0.13429513741168644
0.41082263915706513,0.43064577320811737,0.21991727340990216
0.45483281966209455,0.4454090937526986,0.25478035009652833
0.48198442268486613,0.41445875655595105,0.2651019463072358
0.534635761092747,0.36803661640235524,0.28711609757754036
0.4703826099428392,0.3936115463492952,0.251409864173428
0.521485413843139,0.4115688244915128,0.2816997002282519
0.5124701285757876,0.430930904340994,0.26210152029076933
0.49080839569003076,0.44043197830579217,0.27246713538597267
0.4998169970073229,0.39130684841991314,0.30118646095851365
0.40024107786264734,0.3756087550228466,0.2189906567324579
0.5034715826347935,0.389579385120896,0.26862170915680744
0.4546334666590096,0.3363365801275643,0.26326532411828063
0.4436376648998885,0.37569125369212897,0.28165434729244626
0.5121452995559282,0.4123164219549416,0.26733880336912175
0.5325128573401219,0.40927124798041215,0.2879984112636387
0.48059481884901795,0.4311597685076198,0.2845174751677146
0.4749492801917536,0.35501324807171797,0.2767221336530528
0.4862929690432127,0.35292877650818455,0.29415990358276944
0.49910494227675734,0.40693460559692707,0.30835975062919035
0.4874347644056878,0.41578110572921323,0.27168590180501984
0.4704231390614876,0.38227725960388204,0.2784616308897352
0.47081349921012816,0.40778843302318996,0.24474268253403555
0.484613795103714,0.29010388240109314,0.25920511330834256
0.4891308948395316,0.3100588304186137,0.26452457878333396
0.5129924631049445,0.3829272296051953,0.2764265266127376
0.42329047557631183,0.33477027989403957,0.26826749627596286
0.4223616176684611,0.34606502837931574,0.2707667135918542
0.49472114328464994,0.3892057285378992,0.2438790196610138
0.4879668909790421,0.42799551384158957,0.2743300039654633
0.5071409384468005,0.44096976027723656,0.3043564473229811
0.5108345093471233,0.44126990439488956,0.3062923411240093
0.5343595567394207,0.3680490788085565,0.30961104793162647
0.47433831112063385,0.3938099774771899,0.2685708079178138
0.4714099581754745,0.33963259142235197,0.28615407885503563
0.49069183450696585,0.37767073144768043,0.2987139663267315
0.49572265281260336,0.4033916066341587,0.3019598710792711
0.43637489965098886,0.4019697071036991,0.3157168976458802
0.47331815434247076,0.3619834863695944,0.2639007031602145
0.45726719237897495,0.37460593353875044,0.22286633986011115
0.4615867094251975,0.37125045949927665,0.26409914674440804
0.45595739441627436,0.38894394376413877,0.26850645068293366
