BPFI,BPFO,CAGE
0.9928703828058709,0.8522231528582157,0.8523971084978399
0.8020552907086307,0.5964753604093506,0.5846552110204009
0.7265800852923602,0.6632381252099923,0.5494744914304371
0.8039528326785962,0.6455022904299293,0.5962667716288301
0.5839519829442353,0.6439557525209433,0.5586635493251011
0.6790333272273882,0.5980987087179208,0.5658927502925064
0.572354692955585,0.5849777844296898,0.5198725905861986
0.5812862625650406,0.5576747571647768,0.523024234261728
0.6911137473844303,0.5389614255121794,0.48795585572780964
0.5963671854799192,0.5764649450663495,0.47825088464635
0.5234207066911336,0.5254542658949781,0.455748831865007
0.7222846094652857,0.5268707926759237,0.3799407970702597
0.6901085220781736,0.5429862288678005,0.41701984812360815
0.7604086405076756,0.5178717495230966,0.45881386372955907
0.7995005832183986,0.530449510318047,0.36860383634901533
0.7523793555028928,0.5248895902650936,0.3978422979636522
0.7649365915129621,0.5388484217620775,0.40143584090868784
0.598316273577714,0.5331644229042258,0.4269371477062899
0.5812406969494195,0.47677773242728083,0.4123300187368169
0.4903353807283529,0.48990373373467,0.41407848027560695
0.48844660165098097,0.49482525295180313,0.4081552584419218
0.48364112441408263,0.5215468102307107,0.4140023968262401
0.6377864303464813,0.4613688843251958,0.4216440371898432
0.6718624611287964,0.5209120886235613,0.3614711888161486
0.6514433260310049,0.5126980077850617,0.3967804689751506
0.6678463131126336,0.5118760179243877,0.3800469040851018
0.6978008465394048,0.47609150433176844,0.4006073980883917
0.730476757831971,0.49369685108430733,0.3829371805789617
0.718742219840575,0.4949418134322919,0.3354447594628053
0.7189069772423282,0.5206590009966127,0.3398410797106486
0.6108591521610007,0.5184036441407143,0.38744786830500466
0.5964254549002452,0.5417681833452507,0.3735076848512247
0.5526048326681784,0.5120287213981037,0.39873964690793684
0.5453692647167425,0.5164450693024967,0.3964647721429233
0.6779714327151932,0.5420545615264625,0.3828740699286625
0.7231943767420789,0.54127633758335,0.4139733164929838
0.6988945697444732,0.5346409528747128,0.40296815862054236
0.5994677486099487,0.4634265578024814,0.42139896983218117
0.6393472902996042,0.471626549673789,0.39987348606422185
0.6371646101044172,0.49948131163886755,0.3756750446503822
0.5910772080932307,0.5092479717146761,0.3794935101609793
0.5592379894035445,0.4639812526747277,0.3764434063384837
0.5395365520449479,0.5071494176540207,0.35872396560229375
0.7062663959907054,0.5452367776189319,0.4020212354005386
0.7616374075128769,0.4542736605756975,0.41162491025394116
0.7536565918402408,0.4698357240570023,0.39536233885199196
0.7588557005443738,0.5032710355297662,0.3939947135671411
0.726851001519417,0.49875718915853695,0.35204732945445344
0.765989022723202,0.49408543610890976,0.37641201644652517
0.6682479356641122,0.4642617286564693,0.3909280865628867
0.7103861817296615,0.4794753301902532,0.3791108716739396
0.7082208726857265,0.4738300426160253,0.36819170637461957
0.7222161591923377,0.4583004710119772,0.37508347178252255
0.7402023984604653,0.4380069017704136,0.3747396275462593
0.6756821999358702,0.47075463360917097,0.37701246323451865
0.6677253655444289,0.4865327795654636,0.3600717430215333
0.6599799116750629,0.452352135293221,0.3106703746634586
0.713278356974565,0.45863588435967323,0.3613719493404221
0.6661245982710025,0.4266728348425773,0.3698770566831823
0.6840430924893878,0.44558162336798296,0.3847995862631003
0.6335133908990483,0.43721034112461904,0.37897972871987606
0.5662377149140135,0.46368841357888574,0.36774990470399277
0.4916795125487683,0.4652480151565201,0.37409803573873407
0.49534429933940977,0.4703623939723424,0.3807776997235099
0.4715039679611066,0.4681891913436436,0.3481074041451406
0.5929283408313611,0.46750599938932724,0.38507724625558354
0.5985506050270608,0.4491581956021334,0.3968304282130929
0.5493102706101399,0.45161650935085934,0.3761764474226406
0.6316577946571809,0.4751369844127056,0.39816012655264865
0.6444081427429814,0.47643335585077023,0.4078492933945936
0.6199467180256586,0.46316626713208336,0.38768492743088445
0.6055246762266382,0.4628218367034699,0.3881873462363738
0.5510862969739995,0.4554943524861899,0.36200926853458254
0.5016209741743684,0.42404506766907296,0.3524306010827204
0.47791322726885055,0.4226767015981086,0.34203867396516946
0.6316832618657744,0.4410506191738914,0.3637342025456451
0.709628143028504,0.44877217228437977,0.38031544591473143
0.7026618464270167,0.433141945676939,0.3721697691285705
0.7212923477348202,0.4494036685700693,0.38040444452297606
0.7093833824027027,0.4642702009619487,0.35043837095053204
0.7061061988514253,0.43818387658158636,0.3661238513940317
0.7113564574716847,0.4418348923321044,0.38130504838274804
0.6375066956161141,0.4423188000907211,0.39045704637639816
0.557690930217973,0.41745966602778395,0.3906839909021537
0.5569313079691652,0.45212605902656045,0.3618394888556447
0.5283047767971198,0.4152364786743282,0.367198612887786
0.5774041948052111,0.4349525502837162,0.3460238082311634
0.5103530714482805,0.4238906173148302,0.3647826899510658
0.43781968941557464,0.44756134640956713,0.3724698550721137
0.3878122738762424,0.4881614725595767,0.4090373217604709
0.3988905006373584,0.4428449134741033,0.369470036196248
0.4353555182237627,0.4697282728808847,0.38799940833295077
0.41879324102999393,0.4231304609478787,0.3949220897698343
0.3926859005276622,0.46237873487163733,0.37967939599139133
0.4141072158946551,0.49425960807267927,0.3981028377812798
0.4467598250748438,0.46196829266861794,0.38160263794805827
0.4251201597428946,0.4282660845308881,0.3889553628475094
0.484212448372559,0.40706337408719445,0.37102169519472233
0.49954806283866715,0.4408538053094399,0.358069114950996
0.6252502212363871,0.447085038520142,0.377319832258827
0.6787676776603684,0.4752196819833103,0.3739171638038796
0.6605430229853589,0.460333605571863,0.3880556475595754
0.5140160788850557,0.49214236569494285,0.4073733446922063
0.5463859247382441,0.430121604203148,0.3721312729009765
0.46797454743790634,0.4636845526441757,0.3967257340662449
0.4841726864211432,0.4089250923227536,0.38793806200611397
0.47954948240208145,0.45247491373339016,0.4107406957012415
0.49530369564427607,0.4750718110805595,0.34612907498906387
