Razão Pico para RMS,Frequência de Pico,Corte Espectral,Entropia da Energia
193.2568445312748,209.375,227.34375,0.0891118342038725
187.293203592252,208.59375,208.59375,0.0448690582713779
208.73001623484376,208.59375,209.375,0.0839890059189396
206.91015587370887,208.59375,215.625,0.0876108466890295
209.94278684708695,208.59375,209.375,0.0825722084598785
217.57926888504585,208.59375,220.3125,0.1091532673963183
206.2529579171903,124.21875,333.59375,0.095219053097857
199.15181579381164,124.21875,333.59375,0.0987475555427801
201.6820585504791,124.21875,372.65625,0.0752752025723671
167.47968429137586,124.21875,353.90625,0.0984835196358856
73.89752961445177,124.21875,250.78125,0.0332426697972666
58.29304706034944,124.21875,249.21875,0.0361135921031345
56.83567001657467,39.84375,411.71875,0.0944102356742604
50.7123719206369,39.84375,457.03125,0.0785554166893951
50.3198308363866,39.84375,491.40625,0.0791059832995992
36.87114555148251,124.21875,124.21875,0.0146749296428033
37.785148698394096,124.21875,124.21875,0.0115214931435831
50.85647964707624,124.21875,203.125,0.0352078388499516
59.687725763218594,124.21875,237.5,0.0472288438692331
69.52435942138749,124.21875,248.4375,0.0463453566298981
70.86797461522148,124.21875,248.4375,0.0462987653279619
42.196613427543625,248.4375,248.4375,0.0433224966227212
38.03127449709661,124.21875,250.78125,0.0614400731292845
37.08847928943567,124.21875,249.21875,0.0501538713432828
36.85784287930577,248.4375,249.21875,0.0482682042919907
42.58021905389476,248.4375,249.21875,0.0474366115837356
38.98896219008533,248.4375,248.4375,0.0381846048868123
37.46371325965932,248.4375,248.4375,0.0257840825650526
35.32350377659312,248.4375,248.4375,0.0286555014215945
25.53251229722904,248.4375,249.21875,0.0497116688326652
22.98926115560949,248.4375,248.4375,0.036394618201186
21.10266681914961,248.4375,248.4375,0.0268510122308016
20.961333437563297,248.4375,248.4375,0.0302516494656002
20.23950651879858,248.4375,248.4375,0.0217256362767334
19.95532761520601,248.4375,248.4375,0.019639624956483
19.458976889539848,248.4375,248.4375,0.0187338717033007
20.212543451781404,248.4375,248.4375,0.0291847197998514
21.79607652734178,248.4375,248.4375,0.0531433996789985
20.56711815634433,248.4375,248.4375,0.0693154079721331
22.74931488893955,248.4375,248.4375,0.0501538713432826
22.099807179742115,248.4375,248.4375,0.0332426697972665
22.03238035967841,248.4375,248.4375,0.0298422807728286
22.83021637137594,248.4375,248.4375,0.0467218915048237
23.087325136372844,248.4375,248.4375,0.0454150292271374
22.474805883891577,248.4375,248.4375,0.0243558801686415
23.30552136658412,248.4375,248.4375,0.0349671604359925
22.71108618353452,248.4375,248.4375,0.0302516494656001
22.28916795893995,247.65625,248.4375,0.0629292268105169
21.98467438684135,124.21875,248.4375,0.0612555681823208
25.375953548171644,124.21875,248.4375,0.0482852057309829
27.08586516777592,124.21875,257.03125,0.0473794524778007
25.784222930979148,124.21875,371.875,0.0632920042013525
29.531151608772152,247.65625,371.875,0.076950775736155
26.49800752596616,247.65625,371.875,0.0701341453576764
26.010039197451903,124.21875,371.875,0.0746209825237661
28.15323100993677,247.65625,371.875,0.0613330787665113
27.79367896485912,124.21875,371.875,0.0735538753640787
28.10375681368089,124.21875,371.875,0.071829384725353
29.25552381255579,247.65625,371.875,0.0646777236929686
27.088418898581985,124.21875,371.875,0.0738943230731911
27.959051740147743,247.65625,371.875,0.0653885394903662
27.236975035042363,124.21875,371.875,0.0769872865564689
27.86242877789634,247.65625,371.875,0.0606755177935342
28.40269944343082,124.21875,371.875,0.0894654310364441
28.64210111392296,247.65625,371.875,0.0629292268105169
29.43573707669437,247.65625,371.875,0.0582901161425683
28.940413413731008,247.65625,371.875,0.0762711351236259
30.620928763385823,247.65625,371.875,0.0765193274038315
