Razão Pico para RMS,Frequência de Pico,Corte Espectral,Entropia da Energia
239.2864500624596,177.34375,237.5,0.258859217279359
222.93577508240065,178.125,232.03125,0.3265814696237935
204.50841877883911,178.125,206.25,0.2799967962301299
224.96415342595137,178.125,232.03125,0.3620490058491906
233.7405758289497,178.125,224.21875,0.3900013106127663
232.30724667479168,178.125,223.4375,0.3657577648497315
261.2056735530099,178.125,260.15625,0.3525519900980647
323.37462763302665,178.125,355.46875,0.2722212504107127
334.54036330905336,178.125,383.59375,0.3700608036201682
355.39721116981144,19.53125,326.5625,0.902726333239439
412.9556533754637,3.125,378.90625,0.3892845223279422
365.0679886240878,1.5625,332.8125,0.8598490675897446
308.4640586118445,178.125,318.75,0.3012448247868947
249.8709446219452,177.34375,260.15625,0.3625300307171322
358.02853290151654,53.125,342.96875,1.001664120755398
348.17940472010514,2.34375,360.9375,1.006653402701576
352.0727274285675,267.1875,381.25,0.9518495389604832
442.4385799678364,264.84375,356.25,0.8203438625845749
371.9339243019944,10.15625,365.625,1.0637302129189676
469.32776898218106,2.34375,347.65625,0.6988022776166225
379.9417384347776,14.84375,357.03125,1.0133671492446388
364.1088037507111,36.71875,350.0,0.9203740618951652
449.3463255419703,2.34375,371.09375,0.275096399284341
407.0475932446658,2.34375,357.03125,0.8604181825424206
449.0396632111389,36.71875,335.9375,0.6398481357043909
372.7533668762025,267.1875,355.46875,1.0042843237653096
364.69234160870735,2.34375,348.4375,0.3909061795786283
340.17438595208165,267.1875,356.25,1.0785031019849507
467.7562565020914,2.34375,370.3125,0.6041611330651336
391.5318032293615,2.34375,364.0625,0.7297524882035784
370.86042717913887,2.34375,344.53125,0.9196003404020416
364.6582097682201,25.78125,355.46875,1.097396785496214
422.92586683105816,36.71875,332.03125,0.6779278669565817
466.5645304666476,2.34375,353.90625,0.5479081537232203
377.5688378017434,50.0,331.25,0.8206473949963858
367.4176368009916,36.71875,354.6875,0.9307453163517532
330.9567565527969,34.375,341.40625,1.0466903938208338
361.6439278249081,36.71875,337.5,0.8599163862439045
317.19094502780547,37.5,345.3125,1.1145644617529122
349.06594709709805,36.71875,339.0625,0.9633902960323478
348.9866302596856,45.3125,347.65625,0.9720249236481784
343.5360562724679,36.71875,337.5,0.9319272396681254
447.0689564312363,36.71875,334.375,0.6911086735515873
468.1073378589276,36.71875,331.25,0.5545008881689791
385.2681412018756,117.96875,326.5625,0.779841053626909
369.98816002377873,117.96875,335.15625,0.856246135163023
426.38212887606255,36.71875,317.1875,0.6177491807525218
378.9408949430211,117.96875,325.78125,0.6810689665068971
362.30744325799566,8.59375,323.4375,0.8737462872959442
381.2963472364398,36.71875,317.96875,0.7227664216480225
402.5645628280806,25.0,317.96875,0.663317017287064
382.9769209478184,25.78125,325.0,0.5859100520665746
383.2510413639429,25.78125,298.4375,0.619417878592696
383.3996639219952,117.96875,334.375,0.7454712984051359
