Razão Pico para RMS,Frequência de Pico,Corte Espectral,Entropia da Energia
313.7168823443057,6.25,182.8125,0.5470271679539479
322.9234697997607,11.71875,198.4375,0.5531437528761675
304.7350866032233,2.34375,199.21875,0.7711848477936052
322.563477107354,17.1875,187.5,0.2760371313821706
274.65356978814305,10.9375,129.6875,0.275368971084522
321.15695084768595,17.1875,171.875,0.2793040858039151
241.78082348823372,10.9375,128.90625,0.22577832460876
294.01157885838205,18.75,163.28125,0.4217155421855801
267.6576387270122,50.78125,178.90625,0.6536478145647584
296.82300020633824,111.71875,168.75,0.5173425709423762
323.8521565892973,16.40625,192.96875,0.3922343532468008
227.46813068201357,6.25,143.75,0.4648757755860686
270.7841457676493,11.71875,151.5625,0.2524804846448977
273.4198168939128,11.71875,164.84375,0.4954330817093647
244.21002413151135,17.1875,145.3125,0.2483693146482669
337.93981771288674,16.40625,176.5625,0.2899845978928694
304.310898835574,16.40625,153.90625,0.3507855510132261
292.2446384603292,17.1875,185.15625,0.5412118498774188
291.8895696252476,128.125,182.8125,0.4866495864834894
274.9888030681731,128.125,183.59375,0.4706563662796121
299.1574771690123,17.1875,181.25,0.6177614761693734
281.847094705821,16.40625,182.8125,0.5155104831825075
312.7166382196454,128.125,200.78125,0.5221110930215253
251.26796254977543,16.40625,132.03125,0.2136239516171485
305.3355179771039,10.9375,148.4375,0.3005542157317029
219.6386586636685,11.71875,138.28125,0.4667557152828155
346.7953167853832,16.40625,166.40625,0.3448071180303061
218.440660756377,11.71875,128.90625,0.2640907569216292
333.8103700539697,128.90625,194.53125,0.53388009542931
245.6780264092733,50.0,164.84375,0.3860290839558975
335.3648876583036,17.1875,175.78125,0.3597902782988469
275.551189756313,19.53125,178.90625,0.6875870108115807
299.0610626574287,67.1875,189.0625,0.6077782504538728
305.926249870894,66.40625,165.625,0.325071669951382
281.0214541400253,16.40625,178.125,0.5388712630709699
325.0559004136663,15.625,182.8125,0.4336796461216396
222.57868007928383,16.40625,145.3125,0.3721712631555934
303.7001835066115,10.9375,172.65625,0.4184825276261436
282.47122230741155,16.40625,167.1875,0.4826808614087944
314.28967134056035,28.90625,178.90625,0.6156352576930908
307.6497084387242,16.40625,146.09375,0.3202859627870751
265.54803041337607,11.71875,135.9375,0.3459337052874043
277.4545507917215,12.5,143.75,0.3237820856394572
320.3919690666192,28.90625,166.40625,0.4555802297763154
251.94109662342743,10.9375,144.53125,0.4961802894342237
293.43627511761935,11.71875,135.15625,0.2781045793353685
269.2884626951636,17.1875,165.625,0.5287579934922179
248.5133295969715,17.1875,141.40625,0.2807323377693124
311.8562858561102,28.90625,174.21875,0.4876394462787098
328.45057382465296,11.71875,159.375,0.2608941016619666
245.72031275141575,66.40625,153.90625,0.5066297444556441
279.1227488356226,10.9375,160.15625,0.5656209223932518
278.2889521219136,4.6875,158.59375,0.5057467650181886
250.0023579437961,17.96875,146.875,0.4612930375992701
267.66922369520665,128.125,147.65625,0.5207910541870064
257.1962821190802,11.71875,172.65625,0.6207551362907799
308.12552652603506,10.9375,146.09375,0.3419699484422454
280.00024247806186,10.9375,146.09375,0.4001419592923896
298.87917464886783,10.9375,167.96875,0.4414689851693142
317.88314789731186,16.40625,171.09375,0.3103757852352362
265.7728498322845,117.1875,178.90625,0.6113367885874333
264.4558981518816,17.1875,160.15625,0.3980790124584869
252.77093034078123,16.40625,135.9375,0.2684776642179925
309.4848632136544,11.71875,167.1875,0.4649990176446066
218.3061553181278,32.8125,128.90625,0.3231301685829278
293.2168695755571,11.71875,153.125,0.4552929946364319
