RSX_CAGE_0,RSX_CAGE_1,RSX_CAGE_2,RSX_CAGE_3,RSX_CAGE_4,RSX_CAGE_5,RSX_CAGE_6,RSX_CAGE_7,RSX_CAGE_8,RSX_CAGE_9,RSX_CAGE_10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4747870815201831,0.2598805971638573,0.6835384810208939,0.3467459723749545,0.258299049393047,0.4022785349673705,0.4586725251392332,0.5176012719657733,0.4988807870277802,0.5032019304177535,0.7096701464330746
0.3908185298673173,0.2196031053415276,0.6394178281276222,0.389305424335107,0.2183586281752222,0.4620666431925002,0.4192194745365804,0.476078268024278,0.4910723610067204,0.4128319729714187,0.5909181039558402
0.3641488938872579,0.1830715539813258,0.6932190846850153,0.4001889268033955,0.2098564978979006,0.3476750925437799,0.4548727883742078,0.5007993619129203,0.5146711285614782,0.5332652446400591,0.6018504422499434
0.416131605100224,0.6499517701831391,0.5712176259394383,0.3087683920615245,0.2446056996417488,0.3751654892719209,0.4186173352963188,0.5637144432759618,0.4607862865094241,0.4597793528223773,0.5678423526272102
0.3304403155529262,0.6009066438392591,0.6178946030174116,0.4068197396124566,0.2437082304799113,0.3805107581179048,0.5048524755750455,0.4653270350268615,0.4663056360592778,0.4335304162478951,0.5870750565391022
0.3185225664320671,0.2519453601751854,0.6215962541329946,0.3012897151965037,0.2455196554254668,0.3604731404421044,0.4147697473471974,0.4890704155957632,0.3185294341346731,0.405244626329574,0.5508904186517074
0.3557389740143454,0.2367808142372337,0.5721331302778646,0.3455436858603339,0.2578065567931251,0.377073686235667,0.4153920077742613,0.5002219506919127,0.4415647655792711,0.5311309592118119,0.6061543634164375
0.3253529208389139,0.1724212713241239,0.6177937745856394,0.2622149043499079,0.2596618116112744,0.3679425163786763,0.3995094794668183,0.4475527661771516,0.337571898562255,0.4666359159199379,0.5345318784804114
0.3816916943796296,0.2056031074676695,0.6946049676455119,0.3044023902551973,0.1899296249999945,0.3849151239728206,0.4136685582128645,0.473611182258683,0.358784234622943,0.4847976194723695,0.5700819704771634
0.3315911797166052,0.207987938399547,0.6492442308810316,0.3736476866101702,0.1765785236290398,0.334315807560253,0.4589994175958146,0.3915675026366737,0.4453445589448873,0.4992388349286207,0.5246573340337114
