RSX_CAGE_0,RSX_CAGE_1,RSX_CAGE_2,RSX_CAGE_3,RSX_CAGE_4,RSX_CAGE_5,RSX_CAGE_6,RSX_CAGE_7,RSX_CAGE_8,RSX_CAGE_9,RSX_CAGE_10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5197771582415174,0.6052917921112292,0.5227686240945149,0.6027779773245463,0.6768252164768223,0.5547822475196558,0.6023941765532144,0.4618680192169975,0.4058650433038976,0.5958724353181435,0.5379231235621069
0.3785231655116932,0.5171977204316818,0.6257274289195314,0.4753612523685401,0.5167522962758886,0.4294879555154466,0.451240890681544,0.3664678437018909,0.3572326184248577,0.479557092718898,0.4294492261692853
0.3099990097228758,0.4628026973620442,0.5857026327819268,0.3982980642141212,0.4189154520879079,0.4634559978971896,0.4023325211603968,0.3729322600346263,0.2864290400245801,0.4382481201662662,0.3940720608294545
0.2601980579162157,0.450443712292336,0.5823839368234008,0.40379001477747,0.4350794808759105,0.5534273034854142,0.362598039123104,0.3549796888751323,0.2630794930436912,0.3554936630683983,0.3955086244347027
0.2339709852806268,0.4150829264092251,0.6070889866191077,0.3651726215075683,0.3259268898597811,0.469524146304715,0.3464032681533214,0.345819160275213,0.2502710454661605,0.2697510610761336,0.3083057943001825
0.2602777899251491,0.3923172875073762,0.5547581933336438,0.4096054742884095,0.4199567972105337,0.4622274504674756,0.3876629509755639,0.3471947939351066,0.2977085063630077,0.3050382012144748,0.3561979831813538
0.2998008635321633,0.3574060255815053,0.6456917629467096,0.4035550020266361,0.4320385075628441,0.5345076226382304,0.3780785849942383,0.3650668772035457,0.2249468379960266,0.3341265932932536,0.2826174652521174
0.2573445454833299,0.3573355762012021,0.5524493236709422,0.3823178134052917,0.421242829392706,0.4625342005850229,0.3665070502766285,0.325969038266287,0.2179278360750576,0.2907698679497119,0.3154512718600868
0.1824087352371649,0.4335405530002707,0.6209990167098062,0.3761759128819526,0.3751073590435544,0.4466392522856875,0.299470990592778,0.348778511818593,0.2582349478806705,0.3381769214025636,0.2871170353851895
0.2585279815678313,0.4340062189465501,0.5668108510813636,0.3554952782872152,0.3893652373618278,0.5522339997686888,0.3810929259870719,0.3340233595215387,0.2338143036997976,0.4052361055981587,0.2068535127891422
0.2113425705757262,0.3473742750401549,0.5212605992913373,0.334634793324592,0.4214025268677364,0.4900142239366818,0.2874663716743029,0.3445274598961881,0.1535056096405498,0.2925381567938826,0.2725639153920003
