RSX_CAGE_0,RSX_CAGE_1,RSX_CAGE_2,RSX_CAGE_3,RSX_CAGE_4,RSX_CAGE_5,RSX_CAGE_6,RSX_CAGE_7,RSX_CAGE_8,RSX_CAGE_9,RSX_CAGE_10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2567425091034369,0.6032228694956848,0.6289840680245209,0.7447963102277679,0.3619944560644287,0.3128985738484273,0.3308114378292454,0.2742341293622824,0.2692276435461647,0.3958929012900955,0.3533559601622448
0.2048088255845767,0.6479453593784902,0.6678289195384767,0.679979266380883,0.3692925326648794,0.3029413068541662,0.3581757677786386,0.2459607498504386,0.3162783180195531,0.3380373187210377,0.3845261941282575
0.2603180687918676,0.6087032371660396,0.6192896244149035,0.6733466945083417,0.3215855162453327,0.3111351030425391,0.3676986218444875,0.2269937095977324,0.3348107673089273,0.3426834493273655,0.3448648848477355
0.2640148693926597,0.6528398603697952,0.597887872734796,0.6657758591017751,0.349143711868519,0.2915935475977776,0.390417087618475,0.2770240026948041,0.2902117452886693,0.3260805608842993,0.3928376616122158
0.2133017015219328,0.5936807716819676,0.5800777696269993,0.6514195169461854,0.2784808177954773,0.2901921396574742,0.3594085131559392,0.207905646883008,0.2883262592384908,0.3692267797902079,0.3822383277156433
0.2641968278088146,0.5623027967561034,0.6488582792270295,0.7108353014221687,0.3183277249211483,0.283700948523992,0.4071110817859926,0.2657563206603259,0.4506166088977263,0.3984510641930097,0.2944540622709096
0.2626587273214167,0.6099233525086785,0.6329487636608493,0.6728997399891323,0.3312754793844604,0.2996794775266074,0.3875085870358845,0.2129348254736112,0.2964837474643775,0.3615565018053666,0.4114136886629798
0.1553795486046,0.5383479118294805,0.5618066156673943,0.5209636366321181,0.3529091392574141,0.2627792498692389,0.4379917958750524,0.2211561961477295,0.2443422651143693,0.3749713534236218,0.3616812355035876
0.1584148042056887,0.5821231851838217,0.5741667177337366,0.5791854607673117,0.3169187646705088,0.3077079359275892,0.3955767304006362,0.1875726039364329,0.2660795649641559,0.3128058426811303,0.3085647444457485
0.204022128203457,0.559930304535299,0.5824959886867723,0.5635687114004697,0.2707231219410692,0.1946037902756682,0.4472038068126177,0.2503816199102414,0.2935493024348382,0.3725559705774488,0.3439318172938695
0.1805565370562711,0.5628687475105386,0.5427529287869447,0.5387345929402904,0.2910806021323994,0.2796353438914055,0.3805199771170011,0.1985143368009298,0.2856293849538783,0.3560010732626029,0.3400608857582333
0.1963993627363412,0.3719028425598453,0.5250522601779698,0.5552007495536159,0.3362183783456524,0.2393919027564553,0.3924712520920467,0.2134707089644421,0.2799448771219952,0.3618067565135699,0.3434795654826422
0.2054805409465926,0.4424354414867663,0.5377369037749742,0.556238823701059,0.3480807577080665,0.2653803552473954,0.3619328430636346,0.2353857866714199,0.2824785727858656,0.3470327284654637,0.3544118000812971
0.2352038544370058,0.5135669806764108,0.5746724978288749,0.5297736513435589,0.3472885006348828,0.205763314359383,0.3853501192218963,0.1605870127804521,0.2719630659704671,0.3549839985267363,0.3086761794578254
0.1723187158330779,0.5600874791345378,0.5773282708135732,0.5203929548048278,0.2454123394103708,0.2016441589004829,0.4138149568654061,0.1672046693348112,0.2830993179666474,0.2768955222690734,0.296907091419537
0.1804159552436585,0.5505203527134863,0.5986163770031252,0.5021074212518494,0.2731484505540638,0.1931197621737301,0.4107036245613333,0.2103187625331966,0.2724116177433302,0.3183248753366054,0.3502417522962122
0.1597863127560079,0.4704094254613996,0.4846977976968017,0.5119267902572819,0.2587874587233524,0.2344603396860229,0.3762955060269783,0.2119007988333275,0.2846763285784327,0.3305615471410199,0.3107609480676591
0.1327530547839435,0.5195822958242539,0.5064391237366092,0.5245449227044376,0.2702616271847411,0.2479041431400927,0.3597851353146732,0.1361909941286465,0.242977127964303,0.3349430284614361,0.3127495772467145
0.1659211519450769,0.2286117008131273,0.5473114870280597,0.5209860140077904,0.2401315210183512,0.2648345287504478,0.3735878910476228,0.1450537092882126,0.2663757994973826,0.3118574352470526,0.3328010981368556
0.1664936022299654,0.3719163557655156,0.5808434892815121,0.5099938084171137,0.2790724862217716,0.294347799113335,0.339158197221559,0.1853095028455096,0.289726585873885,0.351651226343978,0.347593286706212
0.1738722846572237,0.446119801328195,0.538126191467215,0.5317528834405973,0.2971932606787053,0.2279244668514231,0.3616635601716074,0.1977913775390779,0.3047888280962696,0.3919577226375317,0.284486529428134
0.1535155910179854,0.4575537531336159,0.5617812474797965,0.5208908548348011,0.2365487158400175,0.2605539300025747,0.352369697855471,0.1977956722565291,0.2891477295907901,0.3862356462694005,0.3087768536684545
