RSX_CAGE_0,RSX_CAGE_1,RSX_CAGE_2,RSX_CAGE_3,RSX_CAGE_4,RSX_CAGE_5,RSX_CAGE_6,RSX_CAGE_7,RSX_CAGE_8,RSX_CAGE_9,RSX_CAGE_10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.7182969067136092,0.7157228338650031,0.8333569381497917,0.7777690023919785,0.4140770740727492,0.3806715305340921,0.465369066955191,0.6560843748277081,0.4894292768148986,0.4007749512693139,0.325932349548616
0.65100325528018,0.6978690846411976,0.810525411200967,0.7061108193551251,0.5893859823074149,0.4728636587229772,0.5279321614032819,0.6158294309733094,0.5017777658463154,0.3310254284417258,0.3858642296349672
0.7003189326086063,0.7200346232160536,0.8514613420379553,0.7506477263471185,0.5418404855183134,0.4819214215180566,0.4835111652574139,0.6069045157198175,0.4842346435782491,0.3997123507451083,0.2541207613381369
0.6189591054044942,0.690901312896576,0.809580357048521,0.6757032249219573,0.5686406150458095,0.4771309296977183,0.5276164463011578,0.6135433371454893,0.4655502130934789,0.3770192350002523,0.4023905831412314
0.5785336430000328,0.6765691497460374,0.8040186926825467,0.6636894850931465,0.5090144960059241,0.3680081887339067,0.5502739371737018,0.6117678766936945,0.5085937331991716,0.3591104865888784,0.2968255142940479
0.5725621247335511,0.6318516039223031,0.794721345320336,0.6381225792517848,0.4856649369354402,0.4098774216499369,0.492463142722107,0.6195562029972822,0.4852642470555623,0.343848693923405,0.3879032003225953
0.5756733159984594,0.6365567511980562,0.8230709654064082,0.6283993726252306,0.4406287472532146,0.340890266163622,0.5180547534598884,0.6244764641600086,0.5141517802227626,0.3282609945801814,0.3743586204402628
0.6214084968406302,0.6426591040520958,0.8160387443731779,0.6882640729486174,0.4519180320808173,0.337351817767397,0.4873936372769324,0.5907374058273654,0.4792164211080875,0.4399339011187252,0.2568390154403211
0.5782657741596605,0.6434944233835824,0.7648118322374461,0.6502721418979142,0.4822741319209244,0.3664916386316138,0.5412719233482383,0.6113319132316705,0.4675585869850267,0.3726196220163332,0.2731671487952063
0.5624181688948272,0.6183487317748065,0.747966279943418,0.6894559341812355,0.4636530702096962,0.3660595125223979,0.5021913439792817,0.6121961173029625,0.5717023053801198,0.3862134289111794,0.3743128160630417
0.6495338424992729,0.5356596913584217,0.8095301530228661,0.6426846059280659,0.4541768738852704,0.3552065740152185,0.4667760185693045,0.6125436345873398,0.4463458468214385,0.4301332040660574,0.3167123404154517
0.6236857160506869,0.5553427289972854,0.7856345878651773,0.6527788640487819,0.4772689317602578,0.3531578958254169,0.4956489936133994,0.6118487895396588,0.4745551468437231,0.4072171651770914,0.2967602983168354
0.711478727053407,0.5879236415946303,0.8246503132964698,0.7184183669187593,0.4458341170657235,0.3919711652129556,0.5095090173279893,0.6159160337172402,0.5110079985908642,0.3851852749911428,0.2510506687789047
0.7215749442260597,0.5741676735623193,0.841114808491749,0.6981964517136838,0.4463076670958512,0.4000487839341534,0.4876641641759469,0.6000465532301219,0.3671679302929966,0.3260545544162109,0.2641658078574621
0.6825745864646504,0.5930128482923012,0.8246644394176341,0.590305986070442,0.4594337412431939,0.3141086522105171,0.4965682322991452,0.5865870879805734,0.3573836770809311,0.3215814546513726,0.3023919833872086
0.6770909863672704,0.5731101567121193,0.8107942938713281,0.6296173489569435,0.4721640209688371,0.3404851486379287,0.5135956669669457,0.5871291602649582,0.3621051782743013,0.2595228288164841,0.3220326085051168
0.6376504860603252,0.5870129774742525,0.8131672077408376,0.654454950513881,0.4636229759035488,0.3918642661863126,0.5508740322819965,0.5739689641180393,0.431984576105666,0.3339188718114286,0.3240526404321458
0.5927645015223273,0.5618120790593056,0.811567420030008,0.6582501801280641,0.4699832059874687,0.4204635549222532,0.512790033504793,0.595587898135471,0.4348186969347913,0.4026039042823407,0.3288132290315598
0.5550444883045407,0.5428242861394721,0.7602432553735975,0.6345057403451684,0.4702761158651442,0.340777508611278,0.5343385142184904,0.5610960650359409,0.4868429920086059,0.4019716515429731,0.3487790532100614
0.5330288856815145,0.5483988127416141,0.7578824978055154,0.5952438582773392,0.3938997968464001,0.3465275052594943,0.4775885870069535,0.5997053326224546,0.5126469525904136,0.3988154079359408,0.2826197252279191
