Máximo,Média Absoluta,Pico-a-pico,Assimetria da Energia,Kurtose da Energia,Desvio Padrão,RMS,Desvio Padrão,Média Absoluta,RMS
0.5760424195517538,0.1330432204438354,1.1111937746219116,5.979742073719226,108.35600778628076,0.1641514940197936,0.1641514940197936,0.0959452126464337,0.0763874108845517,0.0959452126464337
0.576059159453111,0.1330472033486552,1.1112264383062938,5.979994366428042,108.36182560246124,0.164156437159182,0.164156437159182,0.0959480405529109,0.0763896717847599,0.0959480405529109
0.5761102643179229,0.1330599688642184,1.1113277600537217,5.98081344717523,108.38151860822116,0.1641722319061067,0.1641722319061067,0.0959565513245679,0.0763964771847487,0.0959565513245679
0.5762126342985959,0.1330851891170315,1.1115317345143714,5.982371554020836,108.41786826721686,0.1642034813705335,0.1642034813705335,0.0959735766038342,0.0764100891874827,0.0959735766038342
0.576383348984884,0.1331264048220092,1.1118703649012849,5.984757283287679,108.47139846033136,0.1642546117823347,0.1642546117823347,0.0960021238823901,0.0764329144607303,0.0960021238823901
0.5766379315377425,0.1331869696718328,1.1123753659329896,5.988078857606748,108.54316527239445,0.164329860545213,0.164329860545213,0.0960447053494828,0.0764669512921605,0.0960447053494828
0.5769739845135204,0.1332664181484648,1.1130430512613214,5.992382104159204,108.63476797929776,0.1644286531173734,0.1644286531173734,0.0961015090913353,0.0765123610635311,0.0961015090913353
0.5773930175979614,0.1333651183935382,1.113879118627943,5.997647215229151,108.74570197598186,0.1645514848976844,0.1645514848976844,0.0961724543095701,0.076569064260044,0.0961724543095701
0.5778977105820119,0.1334835598527826,1.114888667606481,6.00408300953768,108.88313037554792,0.1646989162995611,0.1646989162995611,0.0962573907503043,0.0766369490768007,0.0962573907503043
0.5784856490400898,0.1336219013899291,1.1160703954937028,6.011518986917079,109.04154708658426,0.164871134955395,0.164871134955395,0.0963558857120778,0.0767157056240733,0.0963558857120778
0.5791563951183816,0.1337789030353105,1.1174228945167546,6.019982047690937,109.22259032833792,0.165066854569128,0.165066854569128,0.0964676453369263,0.0768050929334863,0.0964676453369263
0.5799077520997811,0.1339541548064967,1.1189432518772555,6.02951060459833,109.42873776332549,0.1652855534397092,0.1652855534397092,0.0965916038986365,0.0769042606119109,0.0965916038986365
0.5807418699017226,0.1341463896307495,1.1206333338883565,6.039982295280118,109.65638609560196,0.1655258037976352,0.1655258037976352,0.0967275727651046,0.0770130558366824,0.0967275727651046
0.5816559843595324,0.1343552626084252,1.1224864315761447,6.051310032579747,109.9032233813801,0.1657871298530362,0.1657871298530362,0.0968753103072973,0.0771313085573946,0.0968753103072973
0.5826465596597429,0.1345806158410933,1.1244991060060427,6.063513688060178,110.1698755328188,0.1660692998929706,0.1660692998929706,0.0970334924002632,0.0772579504569062,0.0970334924002632
0.5837102743982795,0.1348225120044651,1.126665863073773,6.076604067271514,110.4565423418619,0.1663722808776056,0.1663722808776056,0.0972016427187694,0.0773926336141571,0.0972016427187694
0.5848446051453957,0.1350810085226199,1.128980461101956,6.090477454757456,110.76040925820092,0.1666960236259915,0.1666960236259915,0.0973785452415413,0.0775343608803963,0.0973785452415413
0.5860434526241902,0.1353550175483142,1.1314295888270385,6.105121777460296,111.08134875387104,0.1670391352938295,0.1670391352938295,0.0975627087097364,0.077681948151941,0.0975627087097364
0.5873007428516615,0.1356435783626138,1.134002797117463,6.1203619454037925,111.41315624067204,0.1674004108035153,0.1674004108035153,0.0977527002244644,0.0778342521043199,0.0977527002244644
