Mode_1,Mode_2,Mode_3,Mode_4,Mode_5
1.0,1.0,1.0,1.0,1.0
0.5370032408158943,0.7904568378208016,0.7701952434973688,0.785676151831822,0.7748901540698604
0.5413379580326925,0.7553035946436059,0.7308381427839001,0.6429064337089702,0.7643621027870435
0.5153876179610228,0.7172611356374395,0.7600630964187968,0.7430078928879479,0.7596360125845901
0.5430035779134118,0.8057324570008461,0.7629245049737153,0.7230372586143297,0.7738220913276487
0.5209600587483528,0.6995935640160504,0.7432528994905956,0.7710370258244399,0.7774826278085979
0.5247868457422759,0.6707380957620753,0.7764575308158973,0.6992654752059939,0.7638761192309541
0.5332500237691362,0.7077993768942297,0.7665881702317914,0.6661603248398654,0.7690581859586395
0.5113592436242845,0.6746491485336614,0.7644521104567805,0.7518867544047294,0.74823837277253
0.5397352961774337,0.7487184592292685,0.7808417867061186,0.7079236350800701,0.7705168203818071
0.5393746113852553,0.7139644251109771,0.7580553195136366,0.6982618326124104,0.767437582642346
0.542243872262202,0.7242714312089518,0.7519781065368896,0.6682879563453812,0.7767402414812541
0.5481844138054857,0.7060733584273509,0.7496087542949068,0.6976090528203118,0.7591098128580911
0.5295951637903525,0.7158351946079022,0.7493450734847605,0.7213341520852499,0.7861026052545368
0.5274245155421614,0.6849579209917457,0.7349881139597549,0.6872757221945457,0.7859395271432756
0.5355922053236569,0.704870003641545,0.7142372693543385,0.7115244845602792,0.765609270681894
0.5455400781889568,0.7094238765577798,0.7192919152925175,0.6667009406796005,0.7775307691352867
0.562576519183423,0.6909754712181653,0.7497891738372404,0.7081802295587803,0.7674552362394789
0.5583964986003975,0.69962151332879,0.7712442277551244,0.6702669830756581,0.7707864236749631
0.5606669255770662,0.6811510840137414,0.760982783588739,0.7119290572193554,0.7644088390663566
0.5506862909101503,0.7134109403021694,0.7651136063156772,0.6854918588217178,0.7617289278830968
0.5503768649774151,0.6797051212099386,0.7248838897348269,0.6912300630442825,0.7630689972107941
0.5742696385300593,0.6554585215162042,0.7749188743939295,0.6541622315472297,0.769824489643822
0.5564444599305527,0.7021711205698697,0.7448600811121355,0.6796144581275666,0.7724494502983195
0.5674491505295282,0.7046249443641297,0.7510258884229196,0.6457964722097936,0.7725969751588846
0.5642822251621823,0.6915293527738179,0.7344119723167246,0.656470811731442,0.7655033140525632
0.5576326756740513,0.7032851944130389,0.7616020363981459,0.6725326703137935,0.7768797354503709
0.5656452588364882,0.6772322784735166,0.7703953016071186,0.6309415989932726,0.760458412250896
0.5876388192549502,0.6905022972662508,0.7555651579060622,0.6408632387009231,0.7741399171697186
0.5787290653374703,0.6864189651842244,0.7263207546285181,0.6937717978671782,0.7730789356138257
0.4035573150076579,0.3883441572369023,0.5185186308419162,0.6218451775974098,0.7509837469807089
0.3294189820438755,0.4376253798937735,0.4590433133865347,0.7531941238382582,0.6940581926654665
0.3509178829750227,0.4508770486747408,0.5660458833676805,0.7413558260910984,0.6916579514891852
0.3290603213624777,0.3191229104222442,0.5033309151434238,0.5268813835666779,0.7514461579177618
0.3431589036616694,0.3332042294868991,0.6027444350310219,0.4848045091824838,0.7601882155306299
0.3118786869364543,0.3104916498876191,0.3911965488478421,0.6303892300527264,0.7662606577596409
0.3539634286896648,0.2096784760189116,0.3122468610275186,0.4809124771680408,0.7723219140515553
0.3484172642824775,0.2158973672070888,0.3867338624197122,0.4512310434182219,0.7387172019819819
0.2973892515064071,0.1990353310179026,0.5381548990012692,0.4907875018322855,0.7310336365338137
0.2935213901852764,0.1946826842240216,0.5348417496209771,0.501181432958957,0.7397216055880123
0.2854709764586526,0.2100755720520973,0.4933072168127194,0.5491329805006516,0.7672289286975223
0.1987276094522324,0.1110586620785794,0.4384830574146164,0.4320776786319468,0.7245971080904945
