Média,Média Absoluta,Variância,Desvio Padrão,Assimetria,Kurtose,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Variância da Energia,Desvio Padrão da Energia,Assimetria da Energia,Entropia da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Frequência de Pico,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral,Razão Pico para RMS
2.5017965130103018e-18,0.1735009434785592,0.08976199911546634,0.21179407894570812,0.00028510132509313997,-0.2200854387690619,1.547514419456942,0.21179407894570812,0.7006655636391473,1.4526020301302816,1.655137273946257,973.0,0.6103664485762504,0.061512138151813084,3.205426688473846e-05,1.6732099904785417e-07,0.00028706202298916004,12.10966297149346,0.07137779654043741,365.4799672272635,0.49869050141592386,0.00028886586442506004,1.875,63.488056950638864,67.65894233420416,0.5,115.078125,119.3325869911666
2.5018534336243572e-18,0.1735060460601736,0.08976463973091899,0.21180037253226822,0.00028518668706332923,-0.22009055550322734,1.5475616247981514,0.21180037253226822,0.7006862418946181,1.452642841568024,1.6551865580593934,973.029085,0.6103849497596778,0.06151412576745687,3.2055302640675816e-05,1.6732708977449999e-07,0.00028707158127873957,12.110040514851782,0.0713794313589935,365.4915901741303,0.4987054315653109,0.0002888754786691826,1.87505859375,63.48975335393471,67.66089810442078,0.500015,115.08140625,119.33605253201469
2.501955280865935e-18,0.1735214085223518,0.08977266329346689,0.21181929275904335,0.0002852191432660049,-0.22010707260135393,1.5477008855795453,0.21181929275904335,0.7007503328523562,1.4527691937620957,1.6553376306870236,973.115327875,0.6104399112458644,0.061520080688008356,3.2058405778013746e-05,1.6735242125022922e-07,0.0002871045845637961,12.111330653707416,0.07138363269523498,365.5363050069467,0.49874982538663726,0.00028890863199480224,1.87523291015625,63.49474834211057,67.6667759927465,0.500059625,115.09116796875,119.3460141270763
2.5022253352305476e-18,0.1735523301539514,0.08978901242924561,0.21185731742093675,0.0002850614647406564,-0.22014170136578445,1.5479781674545403,0.21185731742093675,0.7008771854074501,1.453019530810845,1.6556330591591688,973.2859303153751,0.6105487603581153,0.06153204118135004,3.206463844781139e-05,1.6740391192228187e-07,0.0002871709812096569,12.113824092368056,0.07139248559903208,365.62095602540205,0.4988378501590557,0.0002889753291356177,1.875578641113281,63.50448623140508,67.67848897373041,0.500148132125,115.11052890234376,119.36529564134767
2.502607334558754e-18,0.1736042249726829,0.08981677577096472,0.21192099953430052,0.00028483744245098045,-0.22020202567171462,1.5484373957422517,0.21192099953430052,0.7010869812445187,1.4534353775502173,1.6561156193525248,973.5672403955595,0.610728315047093,0.06155190982537778,3.2074992092432415e-05,1.6749039935457817e-07,0.0002872818658422781,12.117981933995162,0.07140726513487107,365.76317738631366,0.49898306250225,0.0002890867088171049,1.8761383501098632,63.52057824981086,67.69788480912047,0.500294417628125,115.14252885615235,119.39698444045061
2.5031911390040566e-18,0.17368199268072068,0.08985860587730983,0.21201633315580792,0.00028457253990961243,-0.2202942249656127,1.5491209831473913,0.21201633315580792,0.7013995999916682,1.4540561250958701,1.6568302157959065,973.9850248341919,0.6109951416874592,0.06158154854574592,3.2090436970164635e-05,1.676264232736916e-07,0.00028745132602102206,12.12431699850948,0.07142861826114102,365.98393502181915,0.4991989709987741,0.00028925689157692464,1.8769535108353637,63.54457249317435,67.72688624488575,0.5005120237738531,115.19034113803038,119.44378387465663
2.503977744775849e-18,0.1737859327554015,0.0899151702840515,0.21214366731774287,0.00028438361959653356,-0.2204192864681038,1.5500263935457692,0.21214366731774287,0.7018135687545419,1.4548737453402765,1.6577648839728565,974.5352745757992,0.6113469892999636,0.06162137696040092,3.211119174590981e-05,1.6783213521673173e-07,0.00028769040444479396,12.133080709827787,0.07145389064603996,366.29894479596294,0.49948384000369617,0.0002894968937256248,1.8780176530402102,63.57565793952693,67.76498813884884,0.5007991456032937,115.25321407728303,119.50444467667128
2.5049603679670443e-18,0.17391561876917133,0.08998630940774333,0.2123024379517539,0.00028446782218016824,-0.22057824928134012,1.5511484524554355,0.2123024379517539,0.7023269204304012,1.455883173976283,1.6589135852455614,975.2139853201412,0.6117815748641957,0.061671158275127334,3.213713302507939e-05,1.6810543150035211e-07,0.0002879970609091771,12.144261244148051,0.07148316060084581,366.70907231605486,0.4998358594577929,0.0002898046725774836,1.8793009924133102,63.61343201342371,67.81199567582095,0.5011540125834324,115.33065851688366,119.57878735383548
2.5061945699476784e-18,0.17407045174913977,0.09007171499290514,0.21249191449594798,0.00028477674199111605,-0.22077081581139632,1.5524833017005832,0.21249191449594798,0.7029349459188712,1.45707450625679,1.6602652814333725,976.0173230046883,0.6122967800919882,0.06173062709935999,3.216812251139135e-05,1.6844526387113072e-07,0.00028837009253956914,12.157745335298165,0.07151623438266923,367.20796261140725,0.5002528315744309,0.0002901790169674216,1.8807744519041267,63.65745790494772,67.86767471306402,0.501574888017227,115.42227730088268,119.66612167925898
2.5079064752205353e-18,0.17425012958795863,0.09017138477540663,0.2127117228408187,0.0002852415469025528,-0.2209971575083761,1.554025586258077,0.2127117228408187,0.7036367156119496,1.458445279096841,1.6618151308221807,976.9413501493236,0.6128905117006604,0.061799780248328245,3.220415854524662e-05,1.688550390415186e-07,0.0002888114140939119,12.173569403304018,0.07155262496029337,367.7991891781459,0.5007331111081232,0.0002906218322607523,1.8824096485088107,63.70696594888123,67.93155975626672,0.5020600684632893,115.5272708602542,119.76572137216452
