RSX,RSY
0.15400196235777092,0.1717266636823666
0.4605360502837439,0.49033648171510774
0.48647543935839754,0.5074848331148607
0.46972871204516536,0.5138798349237198
0.47867626494997784,0.5161407814502074
0.5260173876515082,0.5049819310648095
0.4732697076489379,0.49632896553248923
0.5381314260601008,0.5122189719683223
0.5373769354877701,0.5173791782861444
0.5427572525942141,0.5046046474683025
0.5437349391842473,0.5293580201093352
0.5310066826440561,0.5213538950539245
0.5371959140378555,0.514746135613305
0.5532542749812016,0.518018240429482
0.5448419444612059,0.5365271643699066
0.5296908197181258,0.5223002269432162
0.5440300522199938,0.5130773776708343
0.5284674216372485,0.519626732469522
0.5426882789398447,0.5251177238554913
0.5470283696649044,0.5340666571216505
0.5498085738386201,0.5275712785340657
0.5347407932799719,0.5308785154383413
0.5262597213021982,0.5307098173938793
0.5395677273376037,0.5184331287760503
0.5342901802754269,0.5332717245738061
0.54032141291531,0.5500054126625022
0.5444769124803838,0.5458046526099984
0.5397229616316473,0.5403940584049399
0.5573467281109331,0.5647703838827703
0.5320276080199625,0.5529500436213947
0.5421577402952266,0.5483354454974609
0.5445236786869535,0.5779948376563088
0.562073565454151,0.5567268230882421
0.5515391076889243,0.5705158685494848
0.642716030340283,0.6426633840921411
0.6764207535096122,0.7154072731351279
0.7309137625896657,0.8017818894077607
0.7548423220879151,0.7916765768087212
0.750237100573002,0.7104145546529931
0.9007258758638306,0.824697071379405
0.9158857863246764,0.8374223828784078
0.8371808554973162,0.8107584902614511
0.9007233975201049,0.8458247999176769
0.8164799811750934,0.8783911101174126
0.8036133255670286,0.8129737994568674
0.7630938925739501,0.8275390509748591
0.7504289952400021,0.8278812879566778
0.7219206291789267,0.8117224082349817
0.7989451947110806,0.7886106675849069
0.7520096995451194,0.7009292623437535
0.807745243808979,0.7521522856228717
0.7997622912779134,0.7929289362698317
