BPFI_X,BPFO_X,CAGE_X,BPFI_Y,BPFO_Y,CAGE_Y
1.0,1.0,1.0,1.0,1.0,1.0
0.7698562698682178,0.6591472791887306,0.4422419129860431,0.7514543304323339,0.7791398899707251,0.2938587210867263
0.7061380791468433,0.7168684440653362,0.4772813221196696,0.8407016295664969,0.8160296447311328,0.247791514264224
0.7373633712034435,0.6897950245373421,0.4659638346719825,0.7851244594887242,0.8167774736364312,0.361085099605397
0.7610516557482153,0.6990464088087691,0.4624788969485862,0.743396535905309,0.6962937209720533,0.2529702971837939
0.7294955418706657,0.6840569202612411,0.3949855275800131,0.7020827266297657,0.8026933482539917,0.3211808724583927
0.762445293561803,0.7560038949439132,0.3719106550178497,0.6989779292018244,0.7782334284820245,0.2826225906464826
0.7852146163594773,0.6730600386630997,0.4185124620955485,0.6694652071421254,0.720902141322238,0.3279554772264294
0.8265936250904236,0.5451126195684295,0.3235407582725226,0.718439980736798,0.769256912694425,0.2057276037551512
0.8203654916666608,0.597847426316952,0.4245301029515341,0.6410304642833314,0.8277819075705795,0.316050750572337
0.6889244057948715,0.6542254772486479,0.3473034012337724,0.8256215949915705,0.7051411751485144,0.3034893990676681
0.8065945258916131,0.6499806815265808,0.3457282744481069,0.6997294871924954,0.7340940642420063,0.2312344308728016
0.7611226564126788,0.6089989558100823,0.2246534482610668,0.7299067894806399,0.7711871338299796,0.2398857061018336
0.6954863476457542,0.5522721067420939,0.275576556792684,0.5923693477096913,0.6085947043975111,0.2063260886737152
0.7010355351709949,0.5847300876371688,0.3602494359086698,0.6162672305427499,0.6140997022005218,0.1125679529233201
0.7340384237482683,0.5652690582561402,0.3785668799338896,0.6443393352513217,0.7093837085322343,0.2031507084813577
0.6756420137119205,0.5700915790009854,0.3360563129536369,0.7198571233864718,0.69428614650441,0.2375058711661557
0.6919263587633478,0.6003319067947245,0.2894003587086771,0.7419554728585962,0.7235963110799385,0.2611756412803274
0.6315423367623026,0.6169482487565272,0.344107325987681,0.6635625940076882,0.7215935840349121,0.1996978573560015
0.6967898778665627,0.5537701975846308,0.0919448444248073,0.6483497715879788,0.624822790015387,0.2187381308150138
0.7357954001980769,0.5720586112700312,0.1983566779731452,0.7012404595997832,0.6782445019438026,0.1813192804009569
0.6941038855512037,0.577391425844474,0.2468262816627374,0.7019449942234632,0.6681097878525143,0.2094921622979553
