BPFI_X,BPFO_X,CAGE_X,BPFI_Y,BPFO_Y,CAGE_Y
1.0,1.0,1.0,1.0,1.0,1.0
0.8996278390671166,0.7142287997254178,0.1677068003093347,0.748723954325694,0.7645149064350527,0.4885133197639898
0.8941576095022914,0.7779233360164735,0.1249827166418914,0.8764932070795415,0.7407367199124771,0.4095062631816138
0.8940167630089527,0.776288857311286,0.198690616911912,0.8807338087195021,0.7710404740137551,0.4691176818778109
0.9136594460229166,0.744204408891154,0.2579049109856309,0.7356858059590329,0.6874075772296817,0.5064893953965937
0.8627682401919535,0.8025230043516303,0.1963442855777194,0.7701565532165097,0.6258709465532956,0.5282148707241798
0.9302585205945711,0.7551300759809257,0.0562855405317053,0.7423055543663263,0.7252332044905349,0.48531927361742
0.9093610479840708,0.7754113134038069,0.1654827978315338,0.7853519866451856,0.878633961290414,0.5393362759007004
0.9095408387708032,0.717852139940372,0.2480780093450228,0.8227099982790882,0.8022944199089997,0.5097142642623379
0.9012508273907528,0.7668044342489486,0.1657533270579038,0.7441532637451369,0.8122384221293856,0.4422420507167247
0.877623679477928,0.7344566438777977,0.1553066833221506,0.7985400300462155,0.7153175051809848,0.4543056070071234
0.8784037375659527,0.7782134887015788,0.1884103875763688,0.6947687757393259,0.731026302926155,0.5605589839233325
0.8772643618115273,0.7812275519953455,0.1636389152057785,0.7095536564113718,0.7355044896694725,0.4223310863184905
0.8830106184895822,0.7786512029617801,0.0867495878783417,0.7063108691773374,0.7331594267978843,0.4638957802490165
0.8524473807601067,0.7581790621639298,0.0796069051930511,0.6818639478622553,0.788943094470259,0.465771035074585
0.7047062159423045,0.7733646447868545,0.1135235212341025,0.7322294083123074,0.7863963629858837,0.409611949236332
0.7863789456436592,0.7836344234576117,0.130560283831697,0.7265384875134298,0.6739980021616059,0.4535530183366177
0.8419452892185346,0.7888229373013768,0.1263311369438157,0.7651596789991476,0.725399576944455,0.4098018803886737
0.598478857825127,0.7914053828345902,0.1733385722750711,0.7315349868184265,0.6654491366957225,0.4655454179455608
0.5977903324932756,0.7791346729161387,0.1621183370487111,0.7532363720013138,0.7301845969607768,0.4670002733526963
0.5860066031322272,0.7635262128316406,0.167510601933941,0.6907100279214785,0.7380831701090951,0.4535477009609306
0.6547411243659024,0.7881096127077076,0.1762244015661618,0.6554490239347203,0.6960678295700288,0.4366725611149255
0.6875656418808622,0.7736788096043807,0.1969488465261947,0.6768255961614914,0.7149283788478167,0.4487833372303953
0.6966483783922837,0.7773171382976316,0.175407412498007,0.677700496140129,0.7478597528887139,0.4495072973262226
0.7027087561318608,0.7339345901623432,0.1490559598310461,0.6396490547180556,0.7844471048886381,0.4824307777958252
0.6230762169512231,0.7442675942071332,0.1952995107631445,0.6976296373636206,0.7464561043658424,0.4899720596347807
0.5928148527069713,0.7825257334134892,0.142658084482198,0.7054218937162925,0.7552791243591856,0.4067265521656832
0.6022253107028677,0.7284236459760045,0.1819761833643339,0.777680013984335,0.6741786638155652,0.4208186306341451
0.6219719500119845,0.7107396092104644,0.1887461972585363,0.7249992989437883,0.6869921175929545,0.3752070955411493
0.567303007710522,0.757785043758411,0.1897231878160297,0.6576499409500097,0.6490567685578735,0.4040285381156679
