BPFI_X,BPFO_X,CAGE_X,BPFI_Y,BPFO_Y,CAGE_Y
1.0,1.0,1.0,1.0,1.0,1.0
0.6501889427580827,0.7228583644695274,0.5632406511177119,0.7947119975391628,0.8010250522472773,0.5161666586608452
0.8056765502717276,0.6940737283370703,0.3811451597610278,0.7248245042719218,0.7977866100039546,0.4479914333115672
0.6875126660442915,0.6606834373774197,0.5737648238883394,0.7677389254101074,0.7123391017617999,0.4997316714424947
0.6601807064750813,0.6716087232862517,0.4986410187323558,0.7669791607595969,0.6387395068859628,0.4060771468390281
0.6685037752272855,0.6426584934215595,0.5202568500204259,0.8442080987243203,0.7275939858199849,0.3629447033866296
0.834364557627934,0.695861981472777,0.608062629491835,0.7399825354338117,0.5973636778693572,0.2823605510818543
0.7533806343995479,0.7265563455213876,0.4332212464829003,0.7145577881843986,0.6078539749711754,0.3736074758500186
0.8072118602461199,0.7042080442450892,0.5256128549312062,0.7498702981885235,0.648260505167796,0.3180105526668092
0.8087770887073946,0.700133716800376,0.5141557393416446,0.7044308376291766,0.685488205211053,0.4192701470840247
0.7585152410276972,0.6676878306270654,0.3801550229015467,0.788518277361737,0.7002431520190942,0.4543650562313345
0.7636471117619464,0.7178576531697423,0.4616414525238823,0.6856424972117006,0.8229363131180663,0.3961720831786957
0.6424758217368319,0.6667923237036358,0.4450574045651939,0.7365902430828354,0.7918561756138173,0.3882273597335667
0.7273894478805389,0.6171672337912594,0.4348457012714264,0.7410926790294805,0.6481513616965504,0.2556686973636056
0.7385971466140944,0.5982578725554111,0.4509477491295123,0.6709090802861111,0.670908150202226,0.2998555131842142
0.7733132929047482,0.618298062997308,0.4337404177403511,0.7290724033901248,0.6678931022604307,0.3051064535530428
0.7799656255893437,0.6716474520648952,0.4489164184915142,0.7804593518435738,0.6748910241696564,0.3339565933112136
0.7807828042076552,0.6655505226100757,0.4530145968802744,0.7819871702276473,0.6443510978959137,0.2781113330049292
0.7010345828447908,0.6824089437320947,0.5130891240876785,0.7031039186842124,0.6837096778893712,0.4024731173783573
0.7636105316707601,0.6896707333470531,0.5604391534419952,0.7138448343716992,0.7196607554168191,0.4605980761905507
0.6898429999613295,0.6507050281811428,0.4584457134153722,0.7054186052466888,0.7045036558052239,0.4180897397614335
0.7437160470658807,0.6524679603286268,0.4009774649950197,0.6772051780303276,0.7467454414918119,0.3206844829486605
0.7521564616372987,0.6613460615512785,0.2352858542824279,0.677729380570647,0.663486092415483,0.273230436282056
0.7698970733618806,0.6325285771164315,0.3331691057382508,0.7444406094247307,0.5745708783838341,0.2864137984433142
0.6807769751333718,0.662946431128548,0.3050782393121952,0.6909932546163929,0.6503752047040098,0.2601710044929592
0.6905254090653619,0.6281149663678909,0.1860654611418876,0.5996417279824039,0.651409042881478,0.1658938351726415
0.6998963613629399,0.6875506542008185,0.2599065265602815,0.6003276367007078,0.6637264366450805,0.1953743168630259
0.7581094585626547,0.695029775480893,0.3444678416421499,0.637207728986313,0.6802591475964226,0.2747350741106718
0.7011452359092544,0.7137178555729096,0.4620253295272751,0.6597577963694535,0.6953845657395314,0.3683260535831941
0.6941832591068774,0.6432834970061954,0.5214423835236672,0.6748238898835407,0.6417221568156369,0.3872250253335744
0.5612630596394753,0.6428953152042546,0.5489568612143698,0.5796380434531353,0.7205499224564437,0.4280154903193583
0.6393293132447614,0.6933989433906076,0.5695318211523616,0.6469825121488317,0.7122570962384615,0.4136918221296872
0.6387428068889277,0.6122576185617874,0.3486414890437802,0.6699572212898286,0.7007812052724656,0.4421261935943978
0.6769437985863613,0.6611396068417943,0.4564221169489966,0.7296571719323797,0.7154298989485879,0.4468822606340737
0.6342150543744303,0.6323911389701516,0.5504300503054296,0.6521256876090965,0.7469235041093161,0.3620457875980802
0.6698904293823387,0.6282740446951876,0.3388944088293675,0.6606391085338723,0.7381434254130466,0.2419507548742547
0.6876966359249308,0.6817487146118981,0.3211713282692051,0.7041072853549866,0.7023943381693495,0.2359260616494952
0.7257146343306582,0.6822088118997932,0.4734164779994488,0.6552149544714696,0.7211658833203866,0.3416324892848372
0.7318664010875042,0.7078279690042575,0.4778592123452007,0.6908397445365142,0.675722953026872,0.2426789270005084
0.6877292674745361,0.6940295043471087,0.504597403495361,0.6735696178348474,0.6778120761756954,0.2609158294213781
0.6542096841287846,0.6534732450600225,0.5165877945827231,0.7273404226681237,0.6632954295502745,0.3274800688964518
0.6201857765446046,0.6546286869457008,0.5752719861520559,0.7108404633371369,0.7064955665708363,0.3393377347646648
