RSX_BPFO_0,RSX_BPFO_1,RSX_BPFO_2,RSX_BPFO_3,RSX_BPFO_4,RSX_BPFO_5,RSX_BPFO_6,RSX_BPFO_7,RSX_BPFO_8,RSX_BPFO_9,RSX_BPFO_10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3604265203944739,0.9003268510971537,0.7982854468150814,0.7733517471348845,0.7403876650953414,0.7755826857614101,0.7301387447584318,0.82438439133758,0.7207930626999951,0.7957304532667882,0.7274967094491921
0.3414041741989635,0.6964836980018042,0.7265166176855974,0.7198316640723036,0.8275167183799266,0.7562976168613229,0.7518206355998767,0.783356492213087,0.7923428058586216,0.7676336740304809,0.7756345795686888
0.3403253425767478,0.7739531351523777,0.7311570229890466,0.6704437872242265,0.7802534653790202,0.7494078341855472,0.7588092674470363,0.7763596065685692,0.7066719351601243,0.7830872042474902,0.7757400378156184
0.3508938757794075,0.7324236727622322,0.7202922691256491,0.6126102088411122,0.7969044074549447,0.733774865124059,0.7755175753661945,0.8602492449278454,0.7491318406470024,0.8142205613937592,0.7736235383501551
0.4250924113385012,0.7046418036959577,0.7377826321350668,0.6103298062126005,0.8365041411086316,0.7020393308498352,0.750975959870158,0.8272865766750408,0.7569093672595996,0.7469126624811383,0.8266165553380518
0.5037189401690294,0.717792557717508,0.7207028837166297,0.4962262927676356,0.7963263868015671,0.8106142300727502,0.7349207249914042,0.7376073361489509,0.711066349544402,0.7357178533055884,0.7818709629288245
0.4069217584713945,0.6780769027865602,0.624562724385761,0.4508463773006887,0.7899353941964958,0.7231968385714215,0.7436256149846311,0.8195279872006399,0.7134385557982851,0.7070886584002409,0.7745264532409752
0.3872853749027812,0.6503842946263082,0.6172361178480379,0.4534073199858859,0.7825021271186476,0.6196086695398081,0.7295794476363251,0.7808044423241187,0.7318824214397278,0.7436701417265632,0.7608665955749193
0.4104733455543767,0.7784428168958485,0.5730519774345435,0.4505495797867491,0.7933771449376096,0.6024137078323824,0.7746400210744083,0.7946769486034184,0.7392896347161254,0.6952969602712465,0.7706610299757858
0.377098304593017,0.7344001548034349,0.573598555162597,0.4342747497620733,0.7760812576242346,0.5694677977972873,0.7793602713359054,0.6998033048491511,0.6511676421221716,0.6694857632176053,0.7422900250181702
0.4391054936980269,0.8001142301189046,0.5665575255019755,0.5632144418387581,0.7247836377140109,0.5912025912549401,0.7494543958397772,0.7064427538270628,0.6112947544892239,0.6512248529566163,0.7471710648717186
0.3859831473377418,0.8306243509921905,0.5448628615169349,0.445351500099521,0.7147036127322652,0.5595011715866176,0.6845903348660831,0.7342450790384973,0.6478794996049009,0.648272602318485,0.769751790617462
0.3955133983797658,0.8498466040531987,0.5815875234108303,0.4597801512343273,0.6836682760276732,0.3962064038983904,0.6987912691819709,0.7581732042332237,0.6901245550076145,0.6041429001430567,0.7876119409383033
0.3662786908912985,0.854861331483254,0.5914759454904308,0.4560752250801255,0.6738274398789642,0.4170167297681486,0.7059382076743747,0.6642227066376607,0.6816979646862801,0.6150886736632345,0.7101839876080084
0.387100866964139,0.8239242414479645,0.5989071616255623,0.4621149068041464,0.6429013794588572,0.4587612330569348,0.6802888064804842,0.6974661372985377,0.564449384628454,0.6682023288090653,0.7152541478300734
0.3852218220193941,0.7969558486069875,0.5794861233870345,0.5168643289022026,0.6392400744101724,0.4829556397440891,0.6844354779734136,0.7306233307574671,0.6252729188705037,0.659084935207069,0.6768745589865125
0.3301125112188258,0.5699565256962756,0.6026222559950354,0.5428284367489085,0.6401275669525269,0.5030059013700481,0.5729995649257207,0.6562916628992799,0.6599297008837782,0.6692086089666882,0.6971384680868993
0.3338847775410752,0.513405766507352,0.6166306466293469,0.5558332883390483,0.6643971799207068,0.5847145926805752,0.587863395879101,0.6908371951462081,0.6921766620835401,0.6642737497207267,0.7216258912833753
0.3503266928204191,0.513191959596848,0.621900166825062,0.5577935760332533,0.6659406232612135,0.5924268420984516,0.6749578146020258,0.6948329852281446,0.6933544623481966,0.6724615476337452,0.6918734990164318
0.3761442879533743,0.4633701668207345,0.5881635461010958,0.583830362488795,0.6295750569064946,0.5846814890191695,0.6940906548043804,0.6392801363491938,0.6706754237208709,0.6991120026227251,0.6841659856903637
0.3294870813200603,0.5779811613743596,0.5945709695013441,0.5574700754369116,0.6213831270730102,0.5587417367437759,0.7173181822072763,0.688487795992976,0.6996143562644676,0.7164608157582701,0.7076845575436752
0.2829909584223731,0.4258013799922761,0.5701191836440554,0.5371743551888788,0.64359311331088,0.5872089980659647,0.7250934910462867,0.6957048730917613,0.7063670578857031,0.7245089220104832,0.7201789446026703
0.2769246047702008,0.4303265152876244,0.5600404324073903,0.5534494282574005,0.6552015479176865,0.581196338885271,0.7254683777717399,0.6824381537257524,0.6250568434945675,0.6725929371655558,0.7385331666630979
0.260719017721014,0.2796801031403685,0.5736017842138089,0.5586195201123205,0.6957606901275669,0.4779757551384312,0.745702725191649,0.6929140394577943,0.6560867892102169,0.669287426875191,0.7500589168193115
0.2332164306657514,0.2810311882695914,0.5788116380416435,0.5604043638634013,0.6716080812559976,0.4810476830718709,0.6925103066513221,0.6989809533352214,0.6593079505430888,0.7042557794155893,0.7228024164817743
0.2436934555692495,0.3142382828142248,0.547110270177624,0.5190867335852059,0.6868754572517677,0.4694664048901604,0.6992000789946706,0.6858145647044832,0.6783893436138986,0.748166492008367,0.7220373972825823
0.2463156992481479,0.3407200572809257,0.5164409780326188,0.5148785809382969,0.6460509723439942,0.417661499322788,0.7317577674981022,0.6498283424908673,0.6644364019462103,0.7058183261594633,0.726644181933738
0.2489368175692424,0.3759073156038507,0.4970452875879146,0.511878878001587,0.6774780244501556,0.4506477562877562,0.738348049449308,0.687193264388632,0.682613681609648,0.709348904486506,0.7516186680001287
0.3005585300857123,0.5115177193709031,0.5447564946174606,0.520497894168373,0.6992141114879108,0.5052188361470711,0.7562733194102449,0.7217722115729082,0.6944084518738065,0.7058022317159214,0.7726281439500859
0.3266330996730656,0.5996595744519623,0.5821228426763307,0.5414517468397052,0.6739643413252799,0.5487014156637601,0.7547529527672455,0.7274573311331625,0.7039735036516857,0.7480150062526347,0.7691395018928032
0.3573138113567771,0.3719503069751551,0.4763145982472931,0.6057932976309213,0.6792007875099366,0.5658814009894766,0.7273428231670229,0.7188041785089698,0.6498737603130614,0.7323083201155463,0.776246494935281
0.3691123102724106,0.3205965716461191,0.4956111759361661,0.6378015357468031,0.6643047865341837,0.5720088275174651,0.7324310674305656,0.696043359045131,0.6320066416566266,0.7487911792503155,0.7786006646265131
0.351782711262892,0.2878150038420071,0.4945444040714491,0.6947224433588921,0.6768097426798988,0.5610987205721965,0.7308832768019344,0.7321577722709711,0.6543039736237743,0.7588152217120112,0.7837677530664129
0.3631508885142531,0.3015492398200928,0.4817775942224352,0.7136004528460587,0.644799995519434,0.54304010587718,0.750147090890907,0.7625773197697014,0.6792420587315137,0.7377138625376489,0.7877836763326931
0.3385651034020368,0.3026921543761,0.4278713202526019,0.7212740399564112,0.6641171483695574,0.5697885691290157,0.7642712112464369,0.7383993301327026,0.6811298422643539,0.6957767747775171,0.751427545910139
0.3782482811288322,0.3392103907099637,0.4687757991622475,0.7266600668934415,0.6704249259592967,0.5099691826750061,0.7456881547765329,0.7340776073473008,0.7013956244299182,0.7258540554186195,0.7757132387416249
0.3694493255717283,0.3910324487654299,0.5290808204580697,0.6687289731421612,0.6905554519584345,0.5219513120438674,0.7459030173806257,0.7118848182057003,0.7300337947431841,0.7319057366513594,0.7487953704690744
0.3547063201055725,0.5820255935349025,0.6234549994244094,0.5207559013583002,0.681609964898571,0.564158198409677,0.7449544519236247,0.7439058590132943,0.7028476778361448,0.7463807155726838,0.7602171344515127
0.3653938008694493,0.6576668595685122,0.6524504476032148,0.5212860291246804,0.6800115272926246,0.5770575813739225,0.7685161791866726,0.7382818418611276,0.7254876331737383,0.7662626186666726,0.763508520802614
0.4048693548137098,0.696775295717015,0.6454904397562202,0.5375467732888597,0.6832045494356804,0.5768263460062145,0.7624224473313159,0.7579791717519545,0.7499941234568022,0.7868543883745369,0.7525456219076166
0.4303870992050575,0.7249480968165236,0.6129002608139921,0.5397777634039993,0.6916429779934048,0.5763500658607204,0.7115057271252996,0.7266831791517834,0.757841196218386,0.7818479674516648,0.7417295183589904
0.3918564067467832,0.7120913888626244,0.6364037929059214,0.5548811810932506,0.6985277723943651,0.5961419862529711,0.7130512869771373,0.7030590639946028,0.750917201196102,0.7470268860649519,0.7343261665451696
0.390670199658207,0.7157964847675207,0.6450069294691367,0.5806497868452589,0.6814257242005152,0.5987304533594628,0.7302216042894586,0.7063579715609571,0.7167215202965702,0.7445516126416855,0.7618206359173412
