RSX_BPFO_0,RSX_BPFO_1,RSX_BPFO_2,RSX_BPFO_3,RSX_BPFO_4,RSX_BPFO_5,RSX_BPFO_6,RSX_BPFO_7,RSX_BPFO_8,RSX_BPFO_9,RSX_BPFO_10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4858397931448723,0.7901247113416208,0.8253785693029204,0.7723782988576725,0.7417606091553529,0.7744088826150004,0.7382115046416389,0.7565012474639836,0.8117576265785832,0.7996988703653398,0.6759645431172631
0.4399642413820057,0.756550872449202,0.8443760035547843,0.7223101349630017,0.7577820682083651,0.8195334503648825,0.7876706715630947,0.6791509395576297,0.8203366291836146,0.792791879768403,0.6930605218008837
0.3985213532985294,0.8163610347871285,0.7579837452020248,0.7207952563512577,0.7747911158331406,0.7915405921117493,0.7784709013092797,0.6525255554733397,0.8074439145627889,0.8010075025216444,0.6596639689339457
0.4291057136757473,0.8307842134358194,0.7269946647387172,0.7260898924387428,0.7555065311640219,0.7803228290942197,0.7774274175486455,0.7218295402057574,0.8099050439424768,0.757183941767834,0.7213192734137127
0.4143698571126488,0.7945934818592608,0.811305834408292,0.7533802074267291,0.7528742207583233,0.7365871922531839,0.7154615626814639,0.707755941643864,0.8011664145434062,0.7615006350364405,0.6772645216487649
0.4235325379959218,0.7576935190017666,0.7770415756585556,0.7602380140732214,0.7976062909413876,0.7956271106498621,0.7956275057604263,0.7195743900333869,0.8058692331283364,0.7698935139251293,0.734014454789957
0.4274435997824808,0.7887781659736455,0.8352733015444469,0.6947541550367123,0.7529389829141734,0.7706781430742409,0.7980242443893262,0.7314177958067091,0.775246268363461,0.7935447824134473,0.7538921101431402
0.3913810584942119,0.7481699768571836,0.7783025544997549,0.6395040438147757,0.6501805165956327,0.7919966188959553,0.7919881436339409,0.6744949854477791,0.7812833411876501,0.7927258406520398,0.7493737506816919
0.351036776884001,0.717362246123733,0.717248122233735,0.6184751155328669,0.7206708424906105,0.7915725463245339,0.8171389290982832,0.7016691107103469,0.770300672348953,0.7746295411929524,0.70042198077293
0.3966028491057254,0.7481345929293459,0.8024804111844959,0.6703425456788525,0.7124073663475048,0.7521415838271451,0.8400178249265053,0.6866740453786832,0.7803701307530345,0.7935243286259824,0.6891351173013859
0.4003841401924195,0.7320885618995536,0.7420003366776837,0.674821284590618,0.7224773203596067,0.7718769978105957,0.7902026405232263,0.7296657491479906,0.7852107179964537,0.793527232923831,0.7496787550958801
0.3758084046011395,0.5375116405697643,0.7048018065107209,0.6729558797907136,0.6965322523215017,0.7780195200748448,0.7728395630466656,0.7195184245039572,0.7539186496904366,0.7407564254786976,0.6697642725380205
0.3865306274399309,0.6311283026737395,0.7346376987903462,0.6115764308293351,0.6874919030857403,0.7828342563188253,0.7786958099721433,0.7031544859804472,0.7671883627713317,0.7555329975401568,0.7141397837067325
0.3522296407993703,0.7055348920121356,0.6324411698997685,0.6241275563635191,0.6967939347288643,0.7887570644345872,0.7791317617268211,0.6930824818326315,0.7739412657447042,0.7579470797751371,0.7148619769063164
0.3632840689561005,0.7458940746348169,0.693262671982425,0.6300480266433683,0.6995620685675985,0.7717858943580157,0.7925030143534914,0.6965083665040832,0.7911825135913658,0.7043843877584575,0.688818949509863
0.3552418308293518,0.6670743413530239,0.7068965884571934,0.6161380421133039,0.678406366005558,0.7716132147235872,0.7968938260353138,0.7041394845239499,0.7880843262810339,0.7357963428081564,0.6987036242946179
0.338118124815957,0.6421446498609149,0.627534246951704,0.6127536344596319,0.7011818358111258,0.7829041614392311,0.7839241541215195,0.7165483178924422,0.7818194354057678,0.7306666975344172,0.714777476204695
0.3463652745702164,0.6775223588748238,0.6874721247284381,0.6259378700193072,0.7206991305294366,0.7959308556976576,0.7864776781902549,0.6766537641779731,0.7536935435969679,0.735807323560504,0.6885056714623361
0.3242793164254018,0.5365104989863103,0.7086329628465613,0.6331142518636397,0.6746337442137041,0.7707745430241445,0.7914323083715383,0.6964244603430946,0.7615134904237153,0.7526440513122226,0.6809349108268277
0.3184711691919065,0.6137940154625667,0.6943015156810399,0.6630053703324865,0.6906328498656243,0.7808932387065018,0.7830852741244881,0.7243968083817665,0.7999089012594007,0.7931520964687545,0.6974748438362928
0.3361998894171781,0.6652380836251492,0.6976474452197969,0.6685666609613694,0.6841256539301029,0.7793153738130029,0.7901907409421727,0.6741110168385689,0.7867064749491427,0.7896523430057159,0.6970584049502798
0.3452856350869377,0.6049419355026646,0.6991172867713649,0.6579093762448768,0.6619571014464166,0.7787029980819689,0.7929126925118797,0.703929264983316,0.7901517889968146,0.7918951083655565,0.7279122877940701
0.3542087398948157,0.6803786046417527,0.714275276312834,0.6701247334191704,0.6650190451578757,0.75475644222675,0.7967060488184221,0.7266831887245282,0.7988228561301658,0.7616338316013803,0.747548127286192
0.3816462073450298,0.6923351545660459,0.7290263283788794,0.6444238558012304,0.6591678934974444,0.7722818330116139,0.7417609756434262,0.7342035443667498,0.7994146651581268,0.7674054905675194,0.7061501491095836
0.3791787809492549,0.7319100305270688,0.6880627743580833,0.6372682930421928,0.6854143846947611,0.7508723259965581,0.7696292574472836,0.6974294178254565,0.808933298009942,0.7557007934454462,0.7132429994594219
0.3815574944854718,0.7047018440487349,0.708637551892781,0.6325998412948323,0.6657077142521319,0.7492329743768824,0.7706668036158816,0.7073996862891376,0.789203930259977,0.7846380511034163,0.7243285365869825
0.3520756770739952,0.7589195336922654,0.710372137458913,0.5932561624611178,0.6762277693268303,0.7541524328043667,0.7863413854019241,0.7229121186858422,0.8037044063037458,0.715165927536884,0.7280746205635293
