Mode_1,Mode_2,Mode_3,Mode_4,Mode_5
1.0,1.0,1.0,1.0,1.0
0.4950612746808086,0.7743584533301757,0.7350664786947305,0.82997552485119,0.7444006917172882
0.4748540764028507,0.8006613678863632,0.7402041814030935,0.7906055204102453,0.7538650251749986
0.4741004492435027,0.7716019629537564,0.7092110979992969,0.7893712669682463,0.740809743425016
0.4857979325716055,0.7721558346710553,0.7132339030860916,0.7863495560490081,0.7494623344681686
0.4574147165260885,0.750859663302572,0.6882454946340809,0.7774489182741673,0.7013661181644303
0.4607299762327386,0.7540894523118972,0.7208282894123255,0.8085106441889109,0.7259387833304317
0.4787869570634765,0.7569893020421053,0.7096900575308599,0.7889899912239127,0.7406016228483967
0.4376741196286102,0.7505220641324932,0.6833222753711928,0.7100589795395901,0.7065940396658033
0.4383780003959798,0.7770377264102123,0.693482220999147,0.7363547315816347,0.7267583358645543
0.4450363928241561,0.7646631191008932,0.7342352439500193,0.7302639180131122,0.6952454311728571
0.4474539832462383,0.7575459006450818,0.7141982461121094,0.7147632565360797,0.712093306178995
0.4403013956481807,0.6647516887595623,0.6911448453571762,0.7349107205627401,0.7237394317247358
0.451694776111291,0.7472692934848612,0.6920358737476267,0.732443903681742,0.7213192598642592
0.4610431265489683,0.7864292111556958,0.7243743543986562,0.7012940956183743,0.743907578720445
0.4303861295554492,0.7838200728138193,0.673305801645594,0.6956499005837792,0.7064103256291299
0.4423937862536527,0.7695023422844,0.7375430882443611,0.6874646073718664,0.6930125066006536
0.4245265608642565,0.6940124192176097,0.6724891566158946,0.70481130961202,0.714096797852033
0.4271909547062168,0.7757042398575427,0.6852918790410079,0.6951417599542007,0.7175047947758411
0.4277185131899875,0.5462826563757387,0.7090955401789529,0.6887452528713135,0.7030988983370442
0.4325878716538855,0.7436359119628645,0.7210975616011949,0.7070636603287914,0.7257440830719359
0.4327091162541902,0.7185458727096848,0.7064557079772872,0.7089277017548907,0.6972590103936896
0.4386665015246894,0.7189883716515996,0.7138794544081618,0.70138625088067,0.7041035281400596
0.4283156171806761,0.766624836882149,0.6982875815953543,0.6980872938707651,0.7172626318698265
0.4465668849623907,0.7534736810209224,0.7006370786796451,0.6792014568900847,0.7266671331527793
0.4374780355583563,0.7572738455312744,0.7164522663588174,0.6995606684687808,0.7579773270147508
0.451299221518607,0.7435666530015728,0.7089965339797005,0.6694476272755556,0.7165657136493621
0.4474891107800046,0.7749062852583063,0.7037430122729738,0.6792476592708191,0.7157712291419956
0.4575884340197464,0.745374323989351,0.737030764333119,0.6717010492427359,0.7150825619847453
0.4362644075249957,0.7404218652236052,0.7059181026514537,0.6682995477357209,0.731003234999838
0.4307415698758207,0.7117772425492409,0.6895111613543642,0.6451322749811089,0.7167250489812842
0.433632418549783,0.7115130005734354,0.7539214324743385,0.6200805217457005,0.7213108283501943
0.4379899250745719,0.7565489547611853,0.7009333356616387,0.6442176824292101,0.7231541820313354
0.4397509625815148,0.7219615953964555,0.7158286100504105,0.6414611210487493,0.7323513591928066
0.4126937737399173,0.5111133833887532,0.7048346746471289,0.6341645262186856,0.7423909769307961
0.4419242520259086,0.7279791120256743,0.7307147382032988,0.6398483454060807,0.7125383398106804
0.4277281363944114,0.758989196063758,0.7037222101200655,0.6291993948607759,0.7033140543581485
0.4554974261424828,0.7025570248032289,0.7178903695409348,0.6421010710104617,0.7243454763537782
0.4257343365174263,0.6068322717992545,0.705436072849396,0.6451897026366057,0.7100699079029299
0.4187633856399224,0.7397230142914777,0.7181699882238599,0.6373194616434666,0.7138007349129395
0.4314948695997533,0.6932187361452605,0.7189608727885973,0.6495681532941626,0.6953889396275063
0.4275292732867806,0.7168481903663161,0.711347129195044,0.6432836111242755,0.7160422504036074
0.430224403330092,0.722502001941113,0.6993829999182822,0.6289219480705275,0.7490480666370514
0.4361646294482772,0.5415465428991786,0.7093506588284726,0.6302135160914277,0.7070157059180048
0.4039184224415095,0.5445054196183724,0.6783760816027435,0.637177750746077,0.7267477285980785
0.415850687441066,0.714693987187986,0.6720171343557837,0.6316031498507193,0.715211471552618
0.42113443885525,0.5455193565631004,0.7335285509587803,0.6544524195565057,0.7195429095820897
0.40958258090902,0.6597997996810219,0.6968856661311071,0.6381262390665655,0.6968062631342722
0.4026843049073916,0.709339217875442,0.7125591366022832,0.6472464883992601,0.7006631338214725
0.4227126740120861,0.7062514698987233,0.6930346742243374,0.665236865458332,0.6897069963297352
0.4100921810407903,0.663535598481859,0.7487361181750724,0.6477741555186398,0.7046183152371841
0.4036836150768692,0.6954996106858738,0.6952126598956611,0.6567485572360992,0.726441792364771
0.4113275381252649,0.7238146287655586,0.7299908300750861,0.6747371316138159,0.6834035538759844
0.3974049012603718,0.6718844671861148,0.7050289253316113,0.6352586703519715,0.6972514586536789
0.3957590464272947,0.729820918161837,0.7202281067933547,0.6541693486085336,0.7239688062979186
0.4124576727082555,0.7253744362114252,0.7068785694549554,0.6576549244600799,0.708738210348571
0.3894467389100339,0.7292484076911275,0.6990729591980929,0.5603991833103875,0.6958608673506521
0.4102170041224896,0.6870577764936817,0.7041384184231857,0.5862175539504886,0.691484266325232
0.4011148106326853,0.7084813512585125,0.6982750788087931,0.5857947772913193,0.6837939017684921
0.3974930461450389,0.7253920719274579,0.6942707077623617,0.5703929862156533,0.6843756689348577
0.4048644810446478,0.7120087129732288,0.6866084605564512,0.5644510957381993,0.7013672405475363
0.407371046833114,0.697776024678838,0.6961613469106462,0.6044235005505525,0.662000512219173
0.4196370909442853,0.6895036266623394,0.6636904269707806,0.5619071811396334,0.679589591467036
0.4076464234886761,0.7373583176460273,0.678274470750197,0.574873931490003,0.7002921384654469
0.4032182620505069,0.7013270108055882,0.6696404220544192,0.588944925196615,0.69864460692971
0.4116151785471351,0.7062049105710884,0.6771023736017135,0.5573318601209504,0.6955524309729024
0.4096792389381389,0.7569672118786953,0.7225693483795218,0.5855531834598892,0.7034298646328095
0.420168937129439,0.6957550557635732,0.6710667288536589,0.5687223012613078,0.7091751046728035
