RSX_BPFI_0,RSX_BPFI_1,RSX_BPFI_2,RSX_BPFI_3,RSX_BPFI_4,RSX_BPFI_5,RSX_BPFI_6,RSX_BPFI_7,RSX_BPFI_8,RSX_BPFI_9,RSX_BPFI_10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4676496788139548,0.6053007909653972,0.6729558836139679,0.923401131107928,0.4012539330147859,0.4515552997687015,0.4655356015195974,0.4906454356651305,0.3649556289402568,0.2849562056979494,0.2903133213464064
0.320630186189934,0.6153061597285454,0.6803234829881876,0.8835732473413177,0.4298512883034565,0.4689357204731838,0.5478479806525424,0.4886278275253835,0.3520500646422597,0.3578839107874457,0.3326374827359554
0.3945745468068671,0.6347004029482882,0.6809092349066972,0.8943852273938743,0.4117401809671125,0.5017532183071594,0.4849074427893473,0.4261007231705231,0.3972455314814095,0.3303162518977721,0.2881597869134752
0.4900316832237047,0.5709785161559,0.7105932464140634,0.9004962768460891,0.5298983659071465,0.3433545099585004,0.4927251484957444,0.4518736203152836,0.2307678917522808,0.3411987719109224,0.311499497380641
0.3729078643897927,0.6365303244634083,0.6064445589731602,0.8911444932182445,0.3705276503344255,0.3438776359778747,0.5526601103485895,0.4730818919240817,0.4773782480120865,0.4570263247525328,0.3389287632460455
0.4058674793508057,0.5552601256263949,0.6722697171136539,0.9192944463054178,0.433211469714773,0.3951783158531032,0.499469836994982,0.4012186371538962,0.45992915586065,0.4703065296462024,0.2708733015318174
0.4185419802446583,0.6776040612623643,0.6865121801534404,0.901321103944687,0.399344662871428,0.2882298262689545,0.422255168458964,0.3573159545405035,0.4278661378133033,0.3489227088476269,0.3456559374235524
0.1417716979670021,0.5778575911834156,0.6585580382036691,0.6728020279122138,0.4289657566931191,0.3711448115798748,0.6149094621914659,0.4676754322642484,0.420496858560798,0.2937381049110236,0.2963755654377296
0.3088737385536007,0.599964582935995,0.6887364306915381,0.7629818535761929,0.4706632805725679,0.415584421461604,0.5742911379709309,0.3680502220507059,0.4817068908597822,0.3605477902183216,0.1544614437873273
0.2718605802288409,0.6728163017164799,0.692525428160503,0.7488041014561763,0.4975600821449217,0.3410195357656211,0.662085907285547,0.4211955912970453,0.4022608183886121,0.3809733360965606,0.1981836817655018
0.3007663735004332,0.6534848108099762,0.6411734893575594,0.7318354426354998,0.4442021871305797,0.3030864173625859,0.6319907390460925,0.4285366903077594,0.4054702261123107,0.3150832089433557,0.2119995360561334
0.2936375396038926,0.4276085671194701,0.6605222720424333,0.7344122919372653,0.4398318942773725,0.3469084475648112,0.5790076979973093,0.3765845391372848,0.4286247629548533,0.3218183526899024,0.2165035213522069
0.2724884432582731,0.4440202557344379,0.5710477261782169,0.7605720883906313,0.4136354684420042,0.3868211758178311,0.5546249777665436,0.4486932800214725,0.4665398258365389,0.2930014615167348,0.1961515759479135
0.3043938161844934,0.4919464827555128,0.6269413897563532,0.7180637668646,0.4247595725860638,0.3711766678055602,0.5837880148994875,0.3352970175574539,0.4804020558809827,0.3922359558360875,0.239039435726637
0.2624148445912785,0.5364270942050554,0.6380799071067832,0.7209782137080236,0.4278864371721526,0.2554005874441346,0.5956865586474427,0.2283635999397149,0.3979762238012231,0.4125186361347306,0.2206143376403894
0.2776637898651956,0.4690748185474557,0.6306501433530735,0.6791123541798766,0.3162224871830784,0.1903295125334091,0.4794498032098199,0.3100398308966707,0.4241212571554403,0.4431756949460658,0.2663582892720361
0.2534103370945281,0.3932840527351905,0.6067633536906709,0.7169297711694588,0.3472106565252605,0.2701320957048183,0.5097077356179625,0.3685431134535119,0.4084740208384569,0.3809595211784494,0.1931888268512923
0.2290363170814091,0.4291214475046607,0.5523505101792332,0.6899283267493805,0.3558067036783757,0.2823075007640463,0.5489188129688913,0.2615603146198076,0.3280073842597603,0.3839136252162642,0.2128104730292623
0.2477787924423938,0.4085289708439781,0.5864300504807567,0.7128749227093266,0.3844076194617475,0.2975333959268731,0.5448528526934079,0.3323035255327338,0.3365303485665067,0.2789454740141859,0.2778678287850142
0.1595459320430155,0.4574196327310866,0.6265280099064316,0.7231501259381432,0.3468529297810672,0.3712733878077867,0.5008248032699707,0.3776343188548195,0.3719027583659736,0.3477555045780803,0.3009642852022541
0.2085065301016149,0.5337053604289819,0.6479810301971709,0.6659255977737519,0.3222448103731652,0.3634960189994602,0.5655767880652262,0.3423895699881722,0.3646779362092823,0.3863070237052469,0.2320711656592677
0.2388560043932823,0.5650952147435353,0.6785886993903623,0.7191633112439091,0.3165299802982748,0.2254920476434745,0.5963288465150436,0.3973529848010397,0.3805738618019896,0.4322345329901905,0.2412046130271655
0.2327366735511519,0.3952774204003344,0.612625225954892,0.6130389186514297,0.3812220266960253,0.3068683245406028,0.4690011139592197,0.4225341339325588,0.3832274474488121,0.3812953856015766,0.2911228830598114
0.245946290832496,0.4517218238039849,0.6483652150076404,0.4666025469230868,0.4178737395719142,0.323239081017305,0.5077834691965476,0.2990673797533494,0.4129319374979456,0.3305817647731187,0.2973602670873223
0.2271698444249174,0.4913390782486425,0.6588462069304057,0.579360890237584,0.4621837563398503,0.373609690760351,0.5125739568784753,0.238498773541198,0.4080669450069321,0.3798925141338947,0.2609465739625096
0.2776325608486543,0.529305880935339,0.6964554108492422,0.5784019009000081,0.3241592976883278,0.3593860007301129,0.5163875995074634,0.3514427414896467,0.3405449808754081,0.3073298164456426,0.2777304815302993
0.2363551077650137,0.5587402622229692,0.6531659942013625,0.6295733292392763,0.3351989447319837,0.37006338257724,0.5245803841926747,0.3790544132855548,0.3780497141778487,0.3499975489977511,0.2632506545181114
0.1835452306377519,0.5649148028680964,0.6672527671157245,0.655690848598028,0.4228974174315456,0.4017930083461812,0.5683807592506442,0.3282952282813351,0.4289645678668203,0.2833405801942693,0.2048976708521955
0.1370374689911452,0.5671570914407214,0.6721600066367417,0.5527830721728514,0.4296863930304659,0.2878247142461054,0.5323751753373391,0.3474459998011863,0.446703381254234,0.3764816070056288,0.2734780733139676
0.1373187979754849,0.5387763075602219,0.5862097630916495,0.3051012140240721,0.4354945491297832,0.3404171317239287,0.5163662688617088,0.3214240585356433,0.4483863009209936,0.3922406716480092,0.2872619199672657
0.1858561573384014,0.498131637441049,0.5977400586172257,0.2735135767432187,0.4604486602514033,0.2699116136257694,0.5061958978782697,0.3728067313413437,0.4482105935373349,0.3388804064409925,0.2985273631084039
0.2289915999536395,0.533691152344551,0.6688501345494757,0.286446586835695,0.3641930652364938,0.3796987827475084,0.527776744299147,0.4207751624146906,0.3955116319298974,0.3576371845714005,0.3270600799731172
0.1423297698309224,0.5542785730063178,0.6374496613105468,0.3177987075260352,0.3881219910088941,0.3139013240221474,0.516425457889455,0.4289453848066765,0.3980727505705808,0.372866869661942,0.2588394662982781
0.1830560810596168,0.2792840648278076,0.6071780507895503,0.2657783238339488,0.4029605586245566,0.3290919303366771,0.5442102576013352,0.3099983380951504,0.4058667962789433,0.3851547498758885,0.2540636895696787
0.1362750876882102,0.3986800412643114,0.6288206599330076,0.2975858960408566,0.4072279240651738,0.4003366591629401,0.4655304989843731,0.2876080201954408,0.4512466746945595,0.3391169991560278,0.2171891777825129
0.1921895736373312,0.4941322746191579,0.6651558929105796,0.2757674314161634,0.3997008356542679,0.4093695461607602,0.4670562744729286,0.3661966375272569,0.391687187484587,0.245059159664352,0.1581727382932354
0.1363970058921134,0.5231859838886876,0.6782551545321049,0.305128700366133,0.3804882001660945,0.3976159139318254,0.527013254204426,0.2496510426001564,0.4023855127498075,0.3035851936286251,0.1884849312191998
0.0897320676625097,0.380052068146096,0.6299180936856202,0.3353054491718976,0.4290060262644178,0.302280802129909,0.5066160224578751,0.2289631727634766,0.4240854284295627,0.2416046657778716,0.2071290038819865
0.0623005853378745,0.4931036866783135,0.5899237821504795,0.3460130612927895,0.3858217944514738,0.3347846298452926,0.3243076147519161,0.281246111369373,0.3764049865811916,0.277337237040159,0.2242390705843792
0.1498518895380966,0.5174789957060111,0.630426678465958,0.3710261427195479,0.3993662054951158,0.3640129483908597,0.4210057515675197,0.3472219591131659,0.3874418891492585,0.2831090625832613,0.2783762455532267
0.1617910766105326,0.5217714127886817,0.6647317903037449,0.3113537054568711,0.3576300497031603,0.3494064371799645,0.4517524373724694,0.3831252322853443,0.3705909138471027,0.2908588706352472,0.3297335874642688
0.1199921859657913,0.4228921366688442,0.6730091348710447,0.3356672368442973,0.4043446479837495,0.3738225569618162,0.5019475807101117,0.4113634267850518,0.3695702667858182,0.3256977304287561,0.2309941453514737
0.1528995745053391,0.1875040721750608,0.6447684258196946,0.3012159959087081,0.4098739094888919,0.4011011661850746,0.391619688104227,0.3227025708840363,0.3768492319876569,0.3234111185626581,0.2703673973711441
0.1412924421191548,0.2755394936868535,0.6146818541729823,0.213889220310185,0.4148469773832739,0.3028314027143256,0.3899365171071428,0.3878387670496609,0.4229636711478647,0.2736525721293764,0.2336223703187296
-0.0039798069758611,0.4416233391704438,0.6083626709654159,0.2446898729767231,0.4228622258605084,0.3259941187569203,0.4147446784084986,0.3300136708166317,0.416502603504933,0.2721597438805027,0.3117039551590669
0.0786889018051275,0.2327221324458517,0.641946537262271,0.2678929607261122,0.2080362441044244,0.3393334402295862,0.4630431482244784,0.3089557661081764,0.4097267335773145,0.3069611962820974,0.3083042235468755
0.0201648957309162,0.3168963777323839,0.6437320134957292,0.3029577852085273,0.3039872146595856,0.3862320531300949,0.4861734917775796,0.3190494648026468,0.3964755509837454,0.3614884044167419,0.2203040592169276
0.0772126586030948,0.4502480823496523,0.6722942320664403,0.3366532413819437,0.3549962417037634,0.3116085778310214,0.4529988999472977,0.3589196934400214,0.4360499617429257,0.3270503393941441,0.2862669291823744
0.0898971482569854,0.566853166485956,0.6519030670639352,0.3124860426328464,0.3753860439489706,0.3554729768114085,0.4368492463558792,0.3381880134736967,0.4511963950200215,0.2779523733055783,0.2655399164443294
0.104176395985414,0.5466737516867755,0.6489480170035552,0.3550519871624406,0.3542913626966709,0.3782952944471645,0.5034675369670252,0.3533430671848732,0.4639447522931663,0.345872152696819,0.2467878460655304
-0.0153946213320593,0.4653668110060161,0.6184939619205225,0.3279955269685712,0.3739167366915496,0.3892031844036209,0.4659016632482093,0.3954903073250642,0.4012670856499755,0.2808247977899761,0.2709148840571074
-0.0129913918087821,0.5546316398539473,0.6338091029523947,0.4004319458608919,0.3103802665146269,0.2657619958199657,0.4671644337443545,0.3477822472989737,0.4157586895434031,0.3402111116099268,0.3040014266145273
0.012834755770248,0.5764105406303417,0.5939113508128402,0.3538365353262907,0.3150618805633343,0.3417686858658341,0.5007667055513121,0.4260670420795995,0.3700452967030753,0.3576194758950669,0.273852790146631
0.0529756863588848,0.6339965029982104,0.6094466508974254,0.3664578045241444,0.3982994675462039,0.3724114877591526,0.3855865520594509,0.4414220860365676,0.2435562994440643,0.396392601808654,0.3290982700159751
0.0935491147373298,0.6473665822832594,0.6309541201255638,0.3622184623353843,0.4056988884124185,0.3415175889275187,0.4748991684496682,0.4740275237454427,0.3540855916366683,0.3227182308974786,0.3594019742613626
0.0512267680542431,0.531423818601114,0.6415461105218437,0.0718146443692477,0.3731805368318159,0.3804807138199821,0.3953576055617991,0.3066597535135586,0.3730386943311146,0.2970212469281406,0.2942768081490459
0.0897949802794321,0.5359728716089017,0.5034585896948985,0.1101259215715045,0.186144840214112,0.3764829756850635,0.4356505788834127,0.373160560591804,0.2916654829560925,0.3490966696808988,0.3093528928765054
0.1021663854110799,0.4904216456714546,0.4710280513594608,0.142224823596034,0.265935333559531,0.4018255853505307,0.4993046715909814,0.3985811438306759,0.3537799716416595,0.2085588799243506,0.2784775356835486
0.0488542375815101,0.5219481131435242,0.5007053551268552,0.1717716895212792,0.2496868626855554,0.4540906141721751,0.4237916260814746,0.40225427064595,0.3964454128712732,0.3100087462697052,0.3033983314004617
0.0116464652443221,0.4835830223373336,0.4585917758788642,0.0660635337866822,0.2472340241200199,0.3563088248439738,0.4486624510269072,0.3539107878529431,0.3987623620825126,0.3533042432410812,0.3359157340582192
0.0430853594184491,0.4298168207600235,0.4908449380264408,0.1253437633414432,0.2544439272450106,0.3954608527629515,0.465140534296479,0.3484244711953043,0.4001643042591609,0.3338785771853587,0.2571609306441155
-0.0200152465040287,0.4701798663911191,0.5041044203869794,0.1073543254812428,0.2017841458657914,0.4564988393915479,0.4114744512198741,0.4195623575874118,0.3728615902243632,0.2268526831623582,0.2134819649438662
-0.039759453812015,0.4991087246759002,0.4412376528381984,0.0959301013304701,0.3010425224128494,0.423120412280979,0.4290683013795103,0.3698260174540363,0.3955762718725006,0.2658510722387663,0.2471276554130109
-0.0179435242164715,0.5034519845561313,0.4821022860686791,0.1310173835803356,0.2921233276612943,0.3108493153190674,0.4360232442704063,0.400728520589679,0.478060243119929,0.3253099813728387,0.2343624502207096
-0.0258000072959619,0.5626886709939272,0.5102480203868168,0.1235916330188437,0.1674031498666027,0.3200281050101321,0.4620322086865026,0.3947913418686966,0.4739278015964203,0.3229296367648895,0.3365752107141009
0.0175716526557935,0.5873454426406617,0.5334882355470115,0.2061976239623302,0.2072944851790548,0.332978580119062,0.5104182647764939,0.4209764365084836,0.3049013274170702,0.3826899969369695,0.2084252787267554
0.0450879244156382,0.6045081718451966,0.3820956710333416,0.075606163374869,0.2439088221363951,0.3842123115228327,0.5003284758944591,0.3045175781570284,0.2640301498767247,0.2947672943904068,0.2686606892322613
-0.0343532980726917,0.5524646104960899,0.4129137035675406,0.0991601073182303,0.2036172845512975,0.4325224549939239,0.5070851049542899,0.3676024017861525,0.297196007867361,0.3702302000368416,0.2309272026895208
0.0042472111413119,0.5066128242669332,0.4494738552933727,0.128382222992011,0.26644380483589,0.4874616975901897,0.4843322688328653,0.4348825950067367,0.3789818521736043,0.378633565533929,0.2944055630264891
0.0035861594785532,0.5215055522094069,0.5108437385149145,0.1064979072110558,0.2094328483649719,0.3998381097448517,0.4900172073492722,0.3964942621366202,0.4091139514613727,0.3450717734313822,0.1780886140644246
