Máximo,Média Absoluta,Pico-a-pico,Assimetria da Energia,Kurtose da Energia,Desvio Padrão,RMS,Desvio Padrão,Média Absoluta,RMS
0.4742794221468265,0.1081721501484093,0.9445470839346356,5.673798051197583,96.38086108712804,0.13478851387247,0.13478851387247,0.0942881051533168,0.0755242900327932,0.0942881051533168
0.4742923383359631,0.1081751830831731,0.9445730798609242,5.673932253328244,96.38254728558825,0.134792269847075,0.134792269847075,0.0942911680394737,0.0755267463761726,0.0942911680394737
0.4743307616013869,0.1081842142453484,0.9446497085476148,5.674395133544166,96.38958077841556,0.134803479353619,0.134803479353619,0.0943002276213193,0.0755340044763605,0.0943002276213193
0.474405841173938,0.1082021737806568,0.9448016877654442,5.675520308844899,96.41232446162958,0.1348257656365057,0.1348257656365057,0.094318153170282,0.0755483762846559,0.094318153170282
0.4745293088171108,0.1082318316412827,0.9450546263096242,5.677459545070988,96.45297778619994,0.1348625946309284,0.1348625946309284,0.0943477869782633,0.0755721381346287,0.0943477869782633
0.4747145314697306,0.1082759376324685,0.9454348744928076,5.680329984815204,96.512939453346,0.134917400998528,0.134917400998528,0.0943908740582144,0.0756066785897212,0.0943908740582144
0.4749614661746149,0.1083340129333885,0.94593925923802,5.68409344352231,96.59147930963184,0.1349895737020779,0.1349895737020779,0.0944480111369463,0.0756524451582482,0.0944480111369463
0.4752678549732874,0.1084053596858923,0.946563639002144,5.688704936483802,96.68709212102712,0.1350782844828675,0.1350782844828675,0.094518940090828,0.0757092230087053,0.094518940090828
0.4756322138914558,0.108490020264459,0.9473047390151672,5.694089918635462,96.79772058515698,0.1351835683894602,0.1351835683894602,0.0946033828039133,0.0757767873861133,0.0946033828039133
0.4760530319843856,0.1085876637640024,0.9481591608616002,5.700182374799029,96.92132462513658,0.1353050242124666,0.1353050242124666,0.0947001601968175,0.0758542092020177,0.0947001601968175
0.476527854298545,0.1086978580646232,0.9491216638672328,5.70690919252064,97.05568310846157,0.1354420565499844,0.1354420565499844,0.0948079392728344,0.0759404334636858,0.0948079392728344
0.4770559245412693,0.1088206917116732,0.950192416316026,5.714303393505098,97.2019164488115,0.1355947977480688,0.1355947977480688,0.0949252904059512,0.0760343169242399,0.0949252904059512
0.4776375594242221,0.1089560156455327,0.9513720285244728,5.722264481555173,97.3572241687818,0.1357630804856049,0.1357630804856049,0.0950506944135412,0.0761346556143663,0.0950506944135412
0.4782716662375626,0.1091035022697071,0.9526574584759544,5.730550124910699,97.51202285070914,0.1359465374874752,0.1359465374874752,0.0951841321227262,0.0762414294309506,0.0951841321227262
0.4789567955838171,0.1092629140699424,0.9540446643971242,5.739116832591142,97.66543639926886,0.1361448270544648,0.1361448270544648,0.095324153672892,0.0763534934205791,0.095324153672892
0.4796901531451166,0.1094342385027466,0.955531785633178,5.747948872391758,97.8172426515276,0.136357915596794,0.136357915596794,0.0954704370482945,0.0764706037511623,0.0954704370482945
0.480469996818379,0.109617131618544,0.9571184339523504,5.75704635875901,97.96797882181664,0.1365854243712284,0.1365854243712284,0.0956213587320627,0.0765914677440793,0.0956213587320627
0.4812937875711416,0.1098109666095891,0.95880176238095,5.766356829849134,98.11660739290198,0.1368265595553132,0.1368265595553132,0.09577689520507,0.0767160624670742,0.09577689520507
0.4821601130118139,0.1100149921129891,0.9605775548014576,5.775871209728309,98.26307176676262,0.1370804047537125,0.1370804047537125,0.0959371033071073,0.0768444294500772,0.0959371033071073
0.4830695856818596,0.1102291745571196,0.9624472953407726,5.785663259292714,98.4101872431692,0.1373468924854339,0.1373468924854339,0.0961014610214356,0.0769761537310206,0.0961014610214356
0.4840179529996544,0.1104530534877071,0.9644050746248783,5.79572801689064,98.55811476652296,0.1376254496843284,0.1376254496843284,0.0962697105142285,0.0771110281343734,0.0962697105142285
0.4850027019647971,0.1106858650390248,0.9664444830211308,5.805959104600114,98.7043527179236,0.137915108726978,0.137915108726978,0.0964415962401894,0.0772488523060628,0.0964415962401894
0.4860210388392876,0.1109273086218074,0.9685601735404146,5.816397550662941,98.85047510382036,0.1382154584164697,0.1382154584164697,0.0966173236291916,0.077389814855751,0.0966173236291916
0.4870736007902539,0.1111774790695543,0.9707528172583928,5.827043325973969,98.99651706424272,0.1385266021917667,0.1385266021917667,0.0967954112217639,0.0775327175158342,0.0967954112217639
0.4881612677729244,0.1114359473921809,0.9730280360533086,5.837881334430156,99.14230211769444,0.1388480860760567,0.1388480860760567,0.0969755938610012,0.0776773300932739,0.0969755938610012
0.4892855533907043,0.111702337841088,0.975384611917351,5.849033467304066,99.2927194404172,0.1391794569586225,0.1391794569586225,0.0971574993917536,0.077823356940763,0.0971574993917536
0.4904454658693069,0.1119764451088291,0.9778168734156012,5.860453692667901,99.44642445353163,0.1395204348411173,0.1395204348411173,0.0973416096662464,0.077971204177554,0.0973416096662464
0.4916422463702324,0.1122578899546935,0.9803235770039193,5.872170913830938,99.60413984483486,0.1398705777635703,0.1398705777635703,0.097526196819786,0.0781195113081281,0.097526196819786
0.4928741911416144,0.1125465104467567,0.9829019443876732,5.884179452605475,99.7660402834818,0.1402296938481635,0.1402296938481635,0.0977095907246253,0.0782669535034539,0.0977095907246253
0.4941361160980703,0.1128413884370459,0.9855430098097064,5.8963817173134725,99.9292622428012,0.1405966536428358,0.1405966536428358,0.0978919615827334,0.0784136486914431,0.0978919615827334
0.4954260743564028,0.1131421346979078,0.9882437564440986,5.908767644578507,100.0936409878272,0.1409710130690797,0.1409710130690797,0.0980731594933304,0.0785594745533289,0.0980731594933304
0.4967444993073157,0.1134484096651167,0.991002585794094,5.921331312175876,100.2591670161181,0.1413523566481087,0.1413523566481087,0.0982530213160824,0.078704296404543,0.0982530213160824
0.4980904776678127,0.1137600524394197,0.9938185749060698,5.934112613277165,100.42756816109838,0.1417404741620505,0.1417404741620505,0.0984313198699035,0.07884791365939,0.0984313198699035
0.4994616704345404,0.1140762229132208,0.9966872221526148,5.947126646178539,100.59974753682118,0.1421343536814989,0.1421343536814989,0.0986080010228137,0.0789902984344334,0.0986080010228137
0.5008555784793995,0.114396656638655,0.9995973700238392,5.960366145551676,100.775557660076,0.1425336141733394,0.1425336141733394,0.0987833368972945,0.0791316710523821,0.0987833368972945
0.5022700551005418,0.1147210090685716,1.002544193662592,5.973686131014572,100.94992186715814,0.1429378381697437,0.1429378381697437,0.0989572029097116,0.0792718800816532,0.0989572029097116
0.5037056255072928,0.1150490748857803,1.005528087129949,5.987084906110647,101.1229116978816,0.1433467954551758,0.1433467954551758,0.0991306925816339,0.0794117587690581,0.0991306925816339
0.5051605971085837,0.1153808519144481,1.0085461364382289,6.000573689149819,101.29538388841372,0.1437604311686823,0.1437604311686823,0.0993039502834096,0.0795514332270972,0.0993039502834096
0.5066357651097013,0.1157166228678762,1.0116003735385768,6.014152708072362,101.46710015600684,0.1441790712928568,0.1441790712928568,0.0994772110803076,0.0796910966525657,0.0994772110803076
0.5081317528219172,0.1160563899060312,1.0146900204415514,6.027896150261909,101.64084140096054,0.1446027584846691,0.1446027584846691,0.0996503027407555,0.0798306134426236,0.0996503027407555
0.5096480883087672,0.1164000046984169,1.0178130269028012,6.041757142979183,101.81562510903986,0.1450312793804309,0.1450312793804309,0.0998231956583985,0.0799699447073645,0.0998231956583985
0.5111840520078649,0.1167472022983606,1.0209694370192337,6.055736328391325,101.99148644196012,0.1454643303694684,0.1454643303694684,0.0999960073523033,0.0801091902299217,0.0999960073523033
