Média Absoluta,Desvio Padrão,Assimetria,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Assimetria da Energia,Kurtose da Energia,Densidade da Energia,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral
0.2032572118058445,0.2479877394701867,0.0024672571981016,1.5511619194017034,0.2479877394701867,0.8383160316162616,1.6833600047457384,1.6928199112586468,1092.3,0.6102027208022174,0.0834966929306086,4.351052263189614e-05,8.211706785076936,176.3019055295626,0.4955256776770673,73.38633049221914,78.52361736247366,0.5,113.203125
0.2032635908734986,0.2479955104867857,0.0024674020539195,1.5512074475960929,0.2479955104867857,0.8383417192125703,1.6834167409773904,1.6928694947255871,1092.33291,0.6102209938877693,0.0834994010381109,4.351193383955755e-05,8.211922400561832,176.30633418462523,0.4955405803022044,73.38836705123231,78.52602374022354,0.500015,113.2064765625
0.2032820755699712,0.2480180542017141,0.0024678215689736,1.5513417423954723,0.2480180542017141,0.8384223676196865,1.6835861149977662,1.6930297808469008,1092.4306222499995,0.6102754214347542,0.0835071608980276,4.351597753935784e-05,8.212589820257529,176.32087170572171,0.4955849534536539,73.3946512601839,78.53322579615998,0.500059625,113.2169982421875
0.203317085931439,0.2480608621259998,0.0024685306477642,1.551609190015427,0.2480608621259998,0.8385777654862543,1.6839050841158316,1.6933521567047296,1092.6219317572495,0.6103837117284048,0.0835216519067446,4.35235288727174e-05,8.214097041456752,176.3589677805178,0.4956729744047657,73.40785145762308,78.54766341347899,0.500148132125,113.23984231464844
0.2033730036153135,0.2481293672536743,0.0024693191065426,1.5520531988834154,0.2481293672536743,0.8388254048131495,1.6844098042691311,1.693881442774825,1092.9336889334809,0.6105630912509955,0.0835445268206946,4.35354490988508e-05,8.216740961121284,176.4294067815962,0.4958184218859655,73.43072086279255,78.57174895710726,0.500294417628125,113.28045304806152
0.2034525824640444,0.2482270547180557,0.0024702538373548,1.5527152913605846,0.2482270547180557,0.8391773446533985,1.6851249818558325,1.694664625684417,1093.381243890543,0.6108306617084179,0.0835765537788309,4.355213849860913e-05,8.22058691483392,176.53220158331945,0.4960344667138405,73.46555481100371,78.60753777970072,0.5005120237738531,113.34328128679208
0.2035535111885674,0.2483511441145313,0.0024704242879514,1.5535904033413068,0.2483511441145313,0.839622558705285,1.686029375593861,1.6956927176551386,1093.9558449203382,0.6111844158091946,0.0836164663654753,4.357293713677713e-05,8.2255751230272,176.66672340459013,0.4963193504544504,73.51273093259957,78.6550522505499,0.5007991456032937,113.42988659534716
0.2036725114714405,0.2484977666657367,0.0024695821170735,1.5546724766108917,0.2484977666657367,0.8401495285736466,1.687099023806323,1.6969637937387227,1094.640568737805,0.6116226748210131,0.0836627314440956,4.359704608863767e-05,8.231561449011961,176.82922772574128,0.4966716052055356,73.57235781211807,78.71409250853687,0.5011540125834324,113.54117684149536
0.2038076181621974,0.2486646765772133,0.0024674596402229,1.5559550550455878,0.2486646765772133,0.8407536413944788,1.6883226776706477,1.6984785214725664,1095.4299360830971,0.6121437447838719,0.0837145869341391,4.362406823040078e-05,8.238600561720697,177.02424894980086,0.4970895262589391,73.64460752507188,78.7845268591927,0.501574888017227,113.67820941100057
0.2039575700963685,0.2488504817172759,0.0024641758776058,1.5574313034459382,0.2488504817172759,0.8414338386513192,1.6896968162082897,1.7002393187823062,1096.3195181594465,0.612745916123757,0.0837718386081745,4.365390234923113e-05,8.246690305326359,177.25228191899535,0.4975714939285716,73.72922779857673,78.86599451769422,0.5020600684632893,113.84074592724188
0.2041192496853007,0.2490513571933718,0.0024593430550658,1.5590931579358198,0.2490513571933718,0.8421770923522204,1.6912020623372264,1.7022399590066557,1097.291931193474,0.6134273006179995,0.0838324842419157,4.368550507655848e-05,8.255689464607748,177.50922301750717,0.4981158018963972,73.8265451550789,78.95826851601102,0.5026078831649975,114.02990948666552
0.2042891251690771,0.2492631167728931,0.0024516502818116,1.5609355878074662,0.2492631167728931,0.8429703967535885,1.6928078854590347,1.7044785924929176,1098.3323259739277,0.6141864737015627,0.083894671076383,4.371791093089269e-05,8.265437979831786,177.7904607867273,0.4987208683132544,73.93717897559691,79.06116333298567,0.5032166934888934,114.2470725327145
0.20446452947151,0.2494825872963366,0.0024404210088865,1.562954737460058,0.2494825872963366,0.8437985460451138,1.6944866324298675,1.7069423523859584,1099.4282820951903,0.6150218650359155,0.083956998178279,4.375038987924909e-05,8.275772074437668,178.09049623163662,0.4993850842535819,74.06190585723736,79.17456714688889,0.5038848923722172,114.49332310993924
0.2046437182209631,0.2497075943319063,0.0024245539613434,1.5651451703886212,0.2497075943319063,0.8446519729180741,1.6962244980884251,1.7096193833877928,1100.5678144645256,0.6159315111526034,0.0840184930122373,4.378243512883652e-05,8.286383074928782,178.3963745656874,0.5001069216075108,74.20066747401891,79.29817370814762,0.5046109037794345,114.76791317435348
0.2048247331331119,0.2499357528802425,0.0024028757491749,1.5675013263816773,0.2499357528802425,0.8455239930248043,1.6980067247434325,1.7125091642805266,1101.7405492823132,0.6169137463774401,0.0840781647992611,4.3813530380021446e-05,8.297012752632039,178.69893189640166,0.5008849146938,74.35326774678535,79.43169356556201,0.5053931821676156,115.06982776994084
0.2050072618488818,0.2501666422318743,0.0023758570899302,1.5700182748647702,0.2501666422318743,0.8464128788840067,1.699830710422999,1.7156057315051716,1102.9461905574865,0.6179665896239617,0.0841359203761039,4.384362708499422e-05,8.307700938019373,178.99953806541885,0.5017178363820618,74.51966621207666,79.57500562854125,0.5062302119605253,115.3986590011624
0.2051904091721204,0.2503991408060738,0.0023436613529959,1.572692295843331,0.2503991408060738,0.8473135470680515,1.7016866412670515,1.7188998764100472,1104.1756547183882,0.6190881857994298,0.0841913335577174,4.387250315670527e-05,8.318212335592882,179.28930365778407,0.5026041490734072,74.69932094682825,79.72769238484518,0.5071205070312871,115.75336053993789
0.2053738592643826,0.2506329037254517,0.0023064811046868,1.5755173486545766,0.2506329037254517,0.848225377429152,1.7035752956612815,1.7223890530646584,1105.4296203466836,0.6202769926473065,0.0842444439276418,4.3900179222325074e-05,8.32853952165501,179.56824404157712,0.5035423506054931,74.89203692431005,79.88947110543054,0.5080626101934858,116.13349411639383
0.2055561946280367,0.2508661349762419,0.002263693409763,1.5784900004243974,0.2508661349762419,0.8491408472663499,1.7054814424970373,1.7260652079213712,1106.702760486064,0.62153112741778,0.0842942994731918,4.392615918352885e-05,8.338791164534005,179.84250459584814,0.5045309494309215,75.0979472214203,80.0603952893639,0.5090550927005748,116.53915588060738
0.2057350148232226,0.2510958878909204,0.0022134316359647,1.5816081839304386,0.2510958878909204,0.850044568745117,1.7073766680667994,1.7299102238805268,1107.9829176789076,0.6228490343901133,0.0843394141685012,4.394966866519085e-05,8.348832947984464,180.10800804855143,0.5055685662341157,75.31747598121548,80.24042452677948,0.5100965537534575,116.97110373284814
0.2059104257098469,0.251322287445254,0.0021546823436491,1.5848692429811562,0.251322287445254,0.8509368577210552,1.7092581877412991,1.7339190178826716,1109.2707905278571,0.62422900628697,0.0843799340681056,4.39707837770222e-05,8.358733168490737,180.36692332009736,0.5066537804900081,75.55018831023638,80.42937776169963,0.5111856200161131,117.4285142029008
0.2060824826746322,0.2515453402256024,0.0020873106859246,1.5882705962519696,0.2515453402256024,0.8518160398552761,1.7111227551315615,1.7380805693096757,1110.5651991179316,0.6256691088041036,0.084415855255049,4.398950247787861e-05,8.36849335928841,180.61936197063443,0.5077850339009051,75.7958109676401,80.62701660548458,0.5123209451391392,117.9106039018922
0.2062519727972794,0.2517660407429762,0.0020119457261015,1.5918074529011403,0.2517660407429762,0.8526894864958641,1.7129799346208048,1.7424008942562874,1111.871126874675,0.6271677383961912,0.0844478873662896,4.400619456294405e-05,8.378331772085465,180.87429010850056,0.5089610533229388,76.05327069619825,80.83302333752584,0.5135012092910872,118.41619505002838
0.2064190346239889,0.2519845682966894,0.0019284843894822,1.5954715364378125,0.2519845682966894,0.8535584047757306,1.7148417224502854,1.7468779822556422,1113.187506657632,0.6287233511577737,0.0844762033586243,4.4020950160825625e-05,8.388214022280296,181.13085207589128,0.510180529687854,76.32215991121812,81.0471980204746,0.5147251186974657,118.94462779762588
0.2065840648950537,0.2522013776306342,0.0018385020170037,1.5992583824292128,0.2522013776306342,0.8544253356795308,1.7167125930638014,1.7515108546499545,1114.5180212769835,0.6303341990755444,0.0845010605129365,4.403390334181164e-05,8.398266255436543,181.39288182014187,0.5114421363930273,76.60239666153616,81.26937029985498,0.5159914051872911,119.49532557852592
0.206747566132677,0.2524170912131963,0.001740987744073,1.6031638692137788,0.2524170912131963,0.855292201331505,1.7185977699685662,1.7562945451463523,1115.866964904853,0.6319987218002809,0.0845228583438138,4.4045262294848285e-05,8.408478219999333,181.6599417081837,0.5127447008016052,76.89398128334292,81.49946610201441,0.5172988257470663,120.06789859573382
0.2069096550981961,0.2526318730625942,0.0016368843517744,1.6071824190463588,0.2526318730625942,0.8561635982960577,1.7205022224715911,1.76123993232218,1117.233692238834,0.6337155232171806,0.0845418099385846,4.405513806075283e-05,8.418853129108367,181.9320254681506,0.5140870371359623,77.19647670500862,81.73721180206877,0.5186461620820689,120.66152986367476
0.207070308432724,0.2528456072738404,0.001525483695275,1.6113110004219038,0.2528456072738404,0.8570383849657036,1.72242353228142,1.7663403251135783,1118.61593634473,0.6354827407941311,0.0845578339530003,4.4063488250651547e-05,8.429359662077339,182.2084978727841,0.5154679613936305,77.50960947653253,81.982431311291,0.5200322201848344,121.2756890713778
0.2072292135515666,0.2530579743972073,0.001408830033941,1.615543510620368,0.2530579743972073,0.8579168007774036,1.7243650073678942,1.7715967846680851,1120.0066242941425,0.6372992746752063,0.0845710090110967,4.407035383590242e-05,8.439690679285418,182.47497220221345,0.5168862273435603,77.83273131473754,82.23461791963699,0.5214558299107186,121.90918803815872
0.2073865403746581,0.2532691560587901,0.0012884152180648,1.6198771148538134,0.2532691560587901,0.8587996456943218,1.7263263086469616,1.7770063143805814,1121.404287654368,0.6391635828595047,0.0845814743685691,4.407580738330859e-05,8.44993921610115,182.73488200884708,0.5183407026606881,78.16525757198976,82.49349667254292,0.5229158445604278,122.56140427115945
0.2075421035844419,0.2534788817894172,0.0011656806547548,1.6243090759480476,0.2534788817894172,0.8596876857918186,1.7283038185852826,1.7825717781172703,1122.8083934369438,0.6410741213007067,0.0845891744903548,4.407981995328549e-05,8.460076562674676,182.98702054294935,0.5198303939926818,78.50692614965874,82.75889366931108,0.5244111404694078,123.23170450137938
0.207695872007929,0.2536871349846281,0.0010413690522008,1.628834668170853,0.2536871349846281,0.8605822302836466,1.730299996328229,1.788294730288222,1124.218105931807,0.6430296630718599,0.0845942606920349,4.4082470397100025e-05,8.470120768160761,183.2318370315688,0.5213544010402157,78.85718811248243,83.03066283839983,0.5259406166039793,123.91952707770317
0.2078468927912783,0.253892675040319,0.0009149144608868,1.6334529689323185,0.253892675040319,0.8614735107057937,1.7322996196020797,1.794155578712077,1125.624674355283,0.6450287176909811,0.0845960612602966,4.4083408681759554e-05,8.479841065793549,183.4602945094629,0.5229116264817611,79.21581910886496,83.308523724969,0.527503194164116,124.62422792769362
0.2079950373215476,0.2540953468962227,0.0007866941484257,1.6381651248375932,0.2540953468962227,0.8623616635001361,1.7342904076649792,1.8001532648830596,1127.0272308522829,0.6470700349895142,0.0845946252419845,4.408266036580748e-05,8.489268813598514,183.67315734425952,0.524500853790025,79.58213949875615,83.59216913056775,0.5290978161927586,125.34500067112268
0.2081403118141266,0.2542951095066713,0.0006562047715518,1.6429679445367773,0.2542951095066713,0.8632468036364763,1.7362719694531,1.806285272885082,1128.419889735704,0.6491521305177063,0.0845899375630091,4.408021759406414e-05,8.498282816986695,183.86686260830336,0.5261210718673304,79.95525526445428,83.88120218063212,0.5307234471915606,126.08096280552684
0.2082824872805994,0.2544916129719703,0.0005231251808467,1.6478605077138329,0.2544916129719703,0.8641262356860833,1.7382368524820273,1.8125425654014664,1129.7974380624116,0.6512734890872948,0.0845818271910798,4.407599124079199e-05,8.506844737387802,184.0405961968016,0.5277712384043485,80.33447384189209,84.1752879342602,0.5323790727429636,126.83125148022026
0.2084216119832861,0.2546848901172525,0.0003866063451451,1.652839867493968,0.2546848901172525,0.864996262128554,1.7401849432858347,1.8189076815240763,1131.1598946974914,0.6534327734127732,0.0845703699843044,4.407002083601065e-05,8.51496193139387,184.19475651574976,0.5294503577524596,80.71967516604032,84.47422964924561,0.5340636991385028,127.5954450123755
