Média,Média Absoluta,Variância,Desvio Padrão,Assimetria,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Variância da Energia,Desvio Padrão da Energia,Assimetria da Energia,Entropia da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Frequência de Pico,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral,Razão Pico para RMS
-1.2143064331837653e-18,0.190881892808007,0.1072601814167347,0.2315166402124346,-0.0792608894106086,1.6316962342983174,0.2315166402124345,0.6061200677844802,1.2984867900118775,1.3082432079869362,335.70000000000005,0.6064129071883883,0.0710222688236374,3.701004107537128e-05,5.021834924116479e-07,0.0004984703628081,17.82177109674116,0.0388152953543098,703.8388478314564,0.4983814120117278,0.0004998621132749,104.375,86.85732332769875,51.732258333577136,0.5,107.03125,100.61330070791664
-1.2143292014293874e-18,0.1908875299094538,0.1072632372226308,0.2315234105217659,-0.0792628258465978,1.631745133447024,0.2315234105217658,0.6061365294168356,1.2985246309021623,1.3082796796565817,335.709915,0.6064309225888432,0.0710241241463043,3.701100789281104e-05,5.021916043919579e-07,0.0004984813936605,17.822200708609213,0.0388169326533207,703.8525670518321,0.4983963009600643,0.0004998731864154,104.37812890625,86.86008817248678,51.73395147672284,0.500015,107.0345546875,100.61656439694993
-1.2142700853059326e-18,0.1909038954943664,0.1072721735797897,0.2315433786324792,-0.0792689899963534,1.6318886981669984,0.2315433786324791,0.6061893329845947,1.2986428400884915,1.3083978517533148,335.744257125,0.6064854145858931,0.0710303012398947,3.70142268055731e-05,5.022214834402048e-07,0.0004985175972328,17.823599672446637,0.0388215946046638,703.9020271929598,0.4984405804033268,0.0004999095328483,104.38617177734376,86.86847840203738,51.73959713222482,0.500059625,107.0460853515625,100.6261039771594
-1.214066076377042e-18,0.1909361605422546,0.1072899715685343,0.2315830640063986,-0.0792823411891608,1.632168967060544,0.2315830640063985,0.6063034634303877,1.298893830691796,1.3086523792814426,335.818299209625,0.6065943574656456,0.071043376003879,3.7021040127086526e-05,5.022879461633286e-07,0.0004985935224734,17.826471010327328,0.038830686559769,704.0071766553937,0.498528417476801,0.00049998576331,104.40086857607422,86.88530399993832,51.75159491362414,0.500148132125,107.07063975332032,100.64474933894924
-1.2136411169705918e-18,0.1909893822805168,0.1073194518244255,0.2316487273987581,-0.0793075888337234,1.63262835099664,0.231648727398758,0.6064974492657141,1.299322040067228,1.3090843906429668,335.94722860356563,0.6067749537256684,0.0710654497883665,3.703254288085803e-05,5.024035616991874e-07,0.0004987223949452,17.831271595437947,0.0388452261972882,704.1847887411685,0.4986736443470699,0.0005001151485889,104.42391502906982,86.91366899235265,51.772250669144654,0.500294417628125,107.11348041348144,100.67529663772112
-1.2130072666628956e-18,0.1910695817157012,0.1073645691497403,0.231747697323237,-0.0793488164404505,1.6333098753059652,0.231747697323237,0.6067914875226279,1.2999727346331922,1.309731139209103,336.14532201777627,0.6070436801293022,0.0710991606340932,3.705010976242483e-05,5.025861953453551e-07,0.0004989198077005,17.838353116128737,0.0388665532141622,704.4446936339145,0.4988897445429243,0.0005003133422091,104.45696347170411,86.95642002327936,51.803764926059145,0.5005120237738531,107.17945508617557,100.71995772351065
-1.2120527176357673e-18,0.1911833619247623,0.1074384700130225,0.2318878631128522,-0.0793998758589704,1.634208910390848,0.2318878631128522,0.6072102977595523,1.3008817279634282,1.3105901208959148,336.4186310123411,0.6073981524538153,0.0711521758764374,3.707773625661148e-05,5.036692752554635e-07,0.0004992823469803,17.84778574915725,0.0388936577074955,704.7927884820873,0.499174903245118,0.0005006770001564,104.4984830535182,87.01338155844944,51.84617311108053,0.5007991456032937,107.26833055749027,100.77658477982374
-1.2107416722467525e-18,0.1913384706801351,0.1075580733540907,0.2320790055399462,-0.0794537637986572,1.6353204390808869,0.2320790055399462,0.6077839930035861,1.3020982171238162,1.3116598494442937,336.7725204837392,0.6078366283049284,0.0712372373132448,3.71220621746977e-05,5.076055632090886e-07,0.0004999609331822,17.859440094261007,0.0389262607093316,705.2215419041889,0.499527219308448,0.0005013571856009,104.5469914137662,87.08440251831854,51.89935503740024,0.5011540125834324,107.38013378625922,100.84293695588651
-1.2092962318141466e-18,0.191552648507294,0.1077737668208031,0.2323415573197744,-0.0795062371386633,1.6366393502978978,0.2323415573197744,0.6085696706854864,1.303721408327853,1.3129380300764626,337.2234299237005,0.6083562794926864,0.0713729372338027,3.719277604679664e-05,5.156353123655873e-07,0.0005010747125925,17.873062642599468,0.0389643770097302,705.7164531622428,0.4999450383208069,0.0005024734341087,104.59977635504994,87.17001613607971,51.964324103013794,0.501574888017227,107.51731340347531,100.9164842144535
-1.2082533803397101e-18,0.1918500050731634,0.1081681072689041,0.2327031804723546,-0.0795539568444414,1.638162129814735,0.2327031804723546,0.6096245746839158,1.3058710732293897,1.314413463589701,337.7871057495902,0.6089542404876677,0.0715864520103949,3.730403960937726e-05,5.310085039031838e-07,0.0005028231539744,17.888537033848824,0.0390077280543269,706.2716159008046,0.500426692076758,0.0005042257138467,104.65419243658953,87.27004739672628,52.04193436835035,0.5020600684632893,107.68283932269306,100.9946937588764
-1.2080098457302358e-18,0.1922537424181349,0.1088203395027562,0.2331906155913348,-0.0795935998427207,1.6398854508320728,0.2331906155913348,0.6110091116756114,1.308667497394599,1.316078205706223,338.4788411653441,0.6096278341029947,0.071905834927057,3.74704715617806e-05,5.568159051927888e-07,0.0005053982173657,17.90569807341548,0.0390561252636944,706.8780179511873,0.5009705637439686,0.0005068065376545,104.70765971213736,87.38443470021926,52.133025538966415,0.5026078831649975,107.88021277816983,101.07504365557983
-1.208575074950478e-18,0.1927721271591595,0.1097509876753692,0.233815136554867,-0.0796205581400075,1.641804579837431,0.233815136554867,0.6127576476831011,1.3121656485550488,1.3179326501584006,339.29968512984163,0.6103762515068047,0.0723548033587412,3.770443114056337e-05,6.08292458013982e-07,0.0005092502232954,17.92472492576564,0.0391080188059904,707.5490899365366,0.5015751203264861,0.0005106663597931,104.75892811443104,87.5122249606384,52.23689956014499,0.5032166934888934,108.1071713463613,101.15475804247517
