Média,Média Absoluta,Variância,Desvio Padrão,Assimetria,Kurtose,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Variância da Energia,Desvio Padrão da Energia,Assimetria da Energia,Entropia da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Frequência de Pico,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral
1.1329912702473522e-18,0.1417154182510763,0.0625914300569706,0.1765895965744114,-0.0095855406173178,-0.0459071109806522,1.5281956176347506,0.1765895965744114,0.6190832375470348,1.2680059001674695,1.7584029903125242,499.5,0.6231562625477525,0.0511616470374106,2.6660576882444343e-05,3.2051970319025005e-08,0.0001241571515295,6.8066922845707225,0.2282374182951139,139.1316550261862,0.4922996318211971,0.0001270364765109,16.5625,64.85635285209636,72.97776015798897,0.5,142.734375
1.1330335541320793e-18,0.1417198580976486,0.0625935010498098,0.1765951701632541,-0.0095859082751455,-0.045906194246178,1.528240670338569,0.1765951701632541,0.6191044184061646,1.2680483246576888,1.7584599935999772,499.514595,0.6231750928904864,0.051163425347194,2.6661503568105303e-05,3.2053103810790266e-08,0.0001241612749233,6.806861765063127,0.2282447878913606,139.1342517873822,0.4923144444905907,0.000127040702753,16.56309765625,64.85805968580429,72.9798029530982,0.500015,142.73808984375
1.1331235700174497e-18,0.141732979819553,0.0625995815085764,0.1766116418568753,-0.0095870581064656,-0.0459014145447577,1.5283743457666978,0.1766116418568753,0.6191696301647347,1.2681747188414525,1.7586367593334349,499.557775125,0.6232311106064009,0.0511686784706443,2.666424099564586e-05,3.2056701303027e-08,0.0001241739333453,6.807469062311241,0.2282645784395861,139.14661528752566,0.4923585691508707,0.0001270536545508,16.56433662109375,64.86310527063473,72.98589436869284,0.500059625,142.74921181640627
1.133326796694473e-18,0.1417590776085205,0.0626116717856441,0.1766443520548042,-0.0095890392988164,-0.0458945026736588,1.528640782199737,0.1766443520548042,0.6192974310709606,1.2684217924713477,1.7589828230825044,499.643148557625,0.6233420461084709,0.0511790253832402,2.666963282086515e-05,3.2063981537089e-08,0.0001241992954571,6.808715608868994,0.2283024408969167,139.17261706354896,0.4924462405883094,0.0001270795850554,16.56679842841797,64.87317495975124,72.99798402160356,0.500148132125,142.77138721376957
1.1338095259298825e-18,0.1418029552443525,0.0626323090231199,0.1766992424807243,-0.0095921789426134,-0.0458879362483131,1.5290825059548372,0.1766992424807243,0.6195105788876752,1.2688320168470253,1.759551402271372,499.78399398816566,0.6235250852180988,0.0511963356887522,2.667865330315386e-05,3.207680472922603e-08,0.0001242424540097,6.810819793865144,0.2283632277554426,139.21711929399228,0.4925906978367416,0.000127123679309,16.57104997756592,64.88981121416961,73.01779744426527,0.500294417628125,142.8077481881763
1.1344346354150189e-18,0.1418691165229419,0.0626637439511375,0.1767818359313211,-0.0095971323039361,-0.0458859000962047,1.5297407801081884,0.1767818359313211,0.619826537668709,1.269445343367704,1.7603852614770166,499.9930568106592,0.6237968314279404,0.0512222052596076,2.669213405920152e-05,3.2096002915419455e-08,0.0001243067780792,6.813909349081826,0.2284543545305221,139.28173602244112,0.4928051158882777,0.0001271894071419,16.57764381197091,64.91474178312755,73.04706448650822,0.5005120237738531,142.8617336488908
1.135150110712307e-18,0.1419574684136177,0.0627061452703435,0.176892047735541,-0.0096038394972007,-0.0458897045409321,1.5306097858407952,0.176892047735541,0.620245184986478,1.270262029609242,1.7614783413913124,500.267815463492,0.6241551346619696,0.0512568372412616,2.6710180949068104e-05,3.212189648193729e-08,0.0001243925962654,6.817851995737939,0.2285767008373197,139.360587829442,0.4930879510349316,0.0001272771115501,16.585993393019134,64.94737108118764,73.08516999231732,0.5007991456032937,142.9318076858592
1.135903996660628e-18,0.142068222628638,0.0627599192956988,0.1770301260465491,-0.0096116025956369,-0.0459010104709882,1.531685214736488,0.1770301260465491,0.6207661495547864,1.271280570871648,1.762820568481235,500.6058011914825,0.6245977423828499,0.0513005564044824,2.673296321234105e-05,3.2155074616051684e-08,0.0001245011369296,6.822673236254345,0.2287261654982582,139.4546576463872,0.4934379338835452,0.000127388023462,16.596053837969357,64.98703577748753,73.13140268451517,0.5011540125834324,143.01603654935607
1.1367114887049997e-18,0.142201590167305,0.0628254525114492,0.1771962660713869,-0.0096196965246633,-0.0459224875784805,1.5329628524076984,0.1771962660713869,0.6213884037380881,1.2724989756785627,1.7644014568777902,501.0043571039537,0.6251222556458159,0.0513535384961859,2.676057243157165e-05,3.21959136724615e-08,0.0001246327809331,6.828326989888638,0.2289021153376614,139.56286986688764,0.4938533491796145,0.0001275225344661,16.608273310286876,65.03338319828522,73.1851739816047,0.501574888017227,143.11314179511265
1.1376426909535122e-18,0.1423577484160702,0.0629032354912956,0.1773907123881004,-0.0096278399453205,-0.0459509286393366,1.5344356478653915,0.1773907123881004,0.6221153775194005,1.2739253882731718,1.7662214960687088,501.4614382484344,0.6257266238736814,0.051416256251273,2.679325495115844e-05,3.2245381323541255e-08,0.0001247886544823,6.834760099337615,0.2291049152925331,139.68365789205768,0.4943325537935972,0.0001276817974433,16.622162731470763,65.08595379503312,73.2459459346609,0.5020600684632893,143.22183966049292
1.1386472267327522e-18,0.142536395290957,0.062993296782633,0.1776131698920618,-0.0096359793515418,-0.0459836678693475,1.536097770365799,0.1776131698920618,0.6229474954425255,1.275560250157079,1.7682785027416628,501.9752817107375,0.6264090212111094,0.0514888293653338,2.683107314504109e-05,3.2303943866406855e-08,0.0001249691736306,6.841991930405436,0.2293328821654424,139.81875500765955,0.4948735111483349,0.0001278662326464,16.639237113628507,65.1444878790221,73.31336422483325,0.5026078831649975,143.3410874829694
1.1396613235002825e-18,0.1427373112033308,0.0630957042210707,0.1778634069401639,-0.0096441714505674,-0.0460202604983281,1.5379449727414296,0.1778634069401639,0.6238801981715262,1.2773995491013552,1.7705571052460765,502.5438898707457,0.6271675257515932,0.0515713848072293,2.6874093177295124e-05,3.237273054113464e-08,0.0001251756961546,6.85001351027521,0.2295843051090033,139.96778197516716,0.495474319375118,0.000128077184067,16.659414749322586,65.2086957786208,73.38695588214829,0.5032166934888934,143.4696677089349
1.1406000237815753e-18,0.1429600816963714,0.0632102759009724,0.1781408849228418,-0.009651878964683,-0.0460651631397244,1.539973562770144,0.1781408849228418,0.6249055843322094,1.279435751859225,1.7730353443800877,503.1655765344971,0.6280000562900726,0.0516636946226126,2.692219625982944e-05,3.245152401846149e-08,0.0001254076224018,6.858767153188997,0.2298596351585754,140.12808630870242,0.496133431998008,0.0001283140404605,16.682662371057273,65.27851379068777,73.46636165968229,0.5038848923722172,143.6070244536288
